Orthogroup	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0024511	tr|A0A1X7UK98|A0A1X7UK98_AMPQE			
OG0024512	tr|A0A1X7UKA4|A0A1X7UKA4_AMPQE			
OG0024513	tr|A0A1X7UKA7|A0A1X7UKA7_AMPQE			
OG0024514	tr|A0A1X7UKC9|A0A1X7UKC9_AMPQE			
OG0024515	tr|A0A1X7UKD0|A0A1X7UKD0_AMPQE			
OG0024516	tr|A0A1X7UKD3|A0A1X7UKD3_AMPQE			
OG0024517	tr|A0A1X7UKD7|A0A1X7UKD7_AMPQE			
OG0024518	tr|A0A1X7UKE5|A0A1X7UKE5_AMPQE			
OG0024519	tr|A0A1X7UKG0|A0A1X7UKG0_AMPQE			
OG0024520	tr|A0A1X7UKG7|A0A1X7UKG7_AMPQE			
OG0024521	tr|A0A1X7UKI5|A0A1X7UKI5_AMPQE			
OG0024522	tr|A0A1X7UKI7|A0A1X7UKI7_AMPQE			
OG0024523	tr|A0A1X7UKJ0|A0A1X7UKJ0_AMPQE			
OG0024524	tr|A0A1X7UKJ7|A0A1X7UKJ7_AMPQE			
OG0024525	tr|A0A1X7UKK2|A0A1X7UKK2_AMPQE			
OG0024526	tr|A0A1X7UKK5|A0A1X7UKK5_AMPQE			
OG0024527	tr|A0A1X7UKK9|A0A1X7UKK9_AMPQE			
OG0024528	tr|A0A1X7UKL2|A0A1X7UKL2_AMPQE			
OG0024529	tr|A0A1X7UKL8|A0A1X7UKL8_AMPQE			
OG0024530	tr|A0A1X7UKM8|A0A1X7UKM8_AMPQE			
OG0024531	tr|A0A1X7UKM9|A0A1X7UKM9_AMPQE			
OG0024532	tr|A0A1X7UKQ6|A0A1X7UKQ6_AMPQE			
OG0024533	tr|A0A1X7UKS1|A0A1X7UKS1_AMPQE			
OG0024534	tr|A0A1X7UKS8|A0A1X7UKS8_AMPQE			
OG0024535	tr|A0A1X7UKT4|A0A1X7UKT4_AMPQE			
OG0024536	tr|A0A1X7UKV2|A0A1X7UKV2_AMPQE			
OG0024537	tr|A0A1X7UKW0|A0A1X7UKW0_AMPQE			
OG0024538	tr|A0A1X7UKW2|A0A1X7UKW2_AMPQE			
OG0024539	tr|A0A1X7UKW4|A0A1X7UKW4_AMPQE			
OG0024540	tr|A0A1X7UKW7|A0A1X7UKW7_AMPQE			
OG0024541	tr|A0A1X7UKW9|A0A1X7UKW9_AMPQE			
OG0024542	tr|A0A1X7UKX1|A0A1X7UKX1_AMPQE			
OG0024543	tr|A0A1X7UKX5|A0A1X7UKX5_AMPQE			
OG0024544	tr|A0A1X7UKX6|A0A1X7UKX6_AMPQE			
OG0024545	tr|A0A1X7UKY9|A0A1X7UKY9_AMPQE			
OG0024546	tr|A0A1X7UKZ5|A0A1X7UKZ5_AMPQE			
OG0024547	tr|A0A1X7UKZ9|A0A1X7UKZ9_AMPQE			
OG0024548	tr|A0A1X7UL10|A0A1X7UL10_AMPQE			
OG0024549	tr|A0A1X7UL13|A0A1X7UL13_AMPQE			
OG0024550	tr|A0A1X7UL18|A0A1X7UL18_AMPQE			
OG0024551	tr|A0A1X7UL22|A0A1X7UL22_AMPQE			
OG0024552	tr|A0A1X7UL25|A0A1X7UL25_AMPQE			
OG0024553	tr|A0A1X7UL30|A0A1X7UL30_AMPQE			
OG0024554	tr|A0A1X7UL33|A0A1X7UL33_AMPQE			
OG0024555	tr|A0A1X7UL44|A0A1X7UL44_AMPQE			
OG0024556	tr|A0A1X7UL53|A0A1X7UL53_AMPQE			
OG0024557	tr|A0A1X7UL54|A0A1X7UL54_AMPQE			
OG0024558	tr|A0A1X7UL55|A0A1X7UL55_AMPQE			
OG0024559	tr|A0A1X7UL68|A0A1X7UL68_AMPQE			
OG0024560	tr|A0A1X7UL69|A0A1X7UL69_AMPQE			
OG0024561	tr|A0A1X7UL85|A0A1X7UL85_AMPQE			
OG0024562	tr|A0A1X7UL88|A0A1X7UL88_AMPQE			
OG0024563	tr|A0A1X7UL94|A0A1X7UL94_AMPQE			
OG0024564	tr|A0A1X7ULA1|A0A1X7ULA1_AMPQE			
OG0024565	tr|A0A1X7ULB0|A0A1X7ULB0_AMPQE			
OG0024566	tr|A0A1X7ULB1|A0A1X7ULB1_AMPQE			
OG0024567	tr|A0A1X7ULB2|A0A1X7ULB2_AMPQE			
OG0024568	tr|A0A1X7ULC3|A0A1X7ULC3_AMPQE			
OG0024569	tr|A0A1X7ULC4|A0A1X7ULC4_AMPQE			
OG0024570	tr|A0A1X7ULC8|A0A1X7ULC8_AMPQE			
OG0024571	tr|A0A1X7ULD3|A0A1X7ULD3_AMPQE			
OG0024572	tr|A0A1X7ULE4|A0A1X7ULE4_AMPQE			
OG0024573	tr|A0A1X7ULE7|A0A1X7ULE7_AMPQE			
OG0024574	tr|A0A1X7ULG1|A0A1X7ULG1_AMPQE			
OG0024575	tr|A0A1X7ULG5|A0A1X7ULG5_AMPQE			
OG0024576	tr|A0A1X7ULH4|A0A1X7ULH4_AMPQE			
OG0024577	tr|A0A1X7ULI4|A0A1X7ULI4_AMPQE			
OG0024578	tr|A0A1X7ULK2|A0A1X7ULK2_AMPQE			
OG0024579	tr|A0A1X7ULM0|A0A1X7ULM0_AMPQE			
OG0024580	tr|A0A1X7ULN8|A0A1X7ULN8_AMPQE			
OG0024581	tr|A0A1X7ULN9|A0A1X7ULN9_AMPQE			
OG0024582	tr|A0A1X7ULP3|A0A1X7ULP3_AMPQE			
OG0024583	tr|A0A1X7ULQ8|A0A1X7ULQ8_AMPQE			
OG0024584	tr|A0A1X7ULR1|A0A1X7ULR1_AMPQE			
OG0024585	tr|A0A1X7ULR6|A0A1X7ULR6_AMPQE			
OG0024586	tr|A0A1X7ULS1|A0A1X7ULS1_AMPQE			
OG0024587	tr|A0A1X7ULT1|A0A1X7ULT1_AMPQE			
OG0024588	tr|A0A1X7ULU8|A0A1X7ULU8_AMPQE			
OG0024589	tr|A0A1X7ULU9|A0A1X7ULU9_AMPQE			
OG0024590	tr|A0A1X7ULV8|A0A1X7ULV8_AMPQE			
OG0024591	tr|A0A1X7ULW3|A0A1X7ULW3_AMPQE			
OG0024592	tr|A0A1X7ULW8|A0A1X7ULW8_AMPQE			
OG0024593	tr|A0A1X7ULY5|A0A1X7ULY5_AMPQE			
OG0024594	tr|A0A1X7ULZ0|A0A1X7ULZ0_AMPQE			
OG0024595	tr|A0A1X7UM04|A0A1X7UM04_AMPQE			
OG0024596	tr|A0A1X7UM08|A0A1X7UM08_AMPQE			
OG0024597	tr|A0A1X7UM13|A0A1X7UM13_AMPQE			
OG0024598	tr|A0A1X7UM24|A0A1X7UM24_AMPQE			
OG0024599	tr|A0A1X7UM31|A0A1X7UM31_AMPQE			
OG0024600	tr|A0A1X7UM52|A0A1X7UM52_AMPQE			
OG0024601	tr|A0A1X7UM61|A0A1X7UM61_AMPQE			
OG0024602	tr|A0A1X7UM83|A0A1X7UM83_AMPQE			
OG0024603	tr|A0A1X7UMA7|A0A1X7UMA7_AMPQE			
OG0024604	tr|A0A1X7UMC3|A0A1X7UMC3_AMPQE			
OG0024605	tr|A0A1X7UMC4|A0A1X7UMC4_AMPQE			
OG0024606	tr|A0A1X7UMD2|A0A1X7UMD2_AMPQE			
OG0024607	tr|A0A1X7UMD4|A0A1X7UMD4_AMPQE			
OG0024608	tr|A0A1X7UMD5|A0A1X7UMD5_AMPQE			
OG0024609	tr|A0A1X7UMD6|A0A1X7UMD6_AMPQE			
OG0024610	tr|A0A1X7UMH0|A0A1X7UMH0_AMPQE			
OG0024611	tr|A0A1X7UMH5|A0A1X7UMH5_AMPQE			
OG0024612	tr|A0A1X7UMI3|A0A1X7UMI3_AMPQE			
OG0024613	tr|A0A1X7UMJ6|A0A1X7UMJ6_AMPQE			
OG0024614	tr|A0A1X7UMK3|A0A1X7UMK3_AMPQE			
OG0024615	tr|A0A1X7UML6|A0A1X7UML6_AMPQE			
OG0024616	tr|A0A1X7UML8|A0A1X7UML8_AMPQE			
OG0024617	tr|A0A1X7UMM4|A0A1X7UMM4_AMPQE			
OG0024618	tr|A0A1X7UMN2|A0A1X7UMN2_AMPQE			
OG0024619	tr|A0A1X7UMP2|A0A1X7UMP2_AMPQE			
OG0024620	tr|A0A1X7UMQ5|A0A1X7UMQ5_AMPQE			
OG0024621	tr|A0A1X7UMQ7|A0A1X7UMQ7_AMPQE			
OG0024622	tr|A0A1X7UMR3|A0A1X7UMR3_AMPQE			
OG0024623	tr|A0A1X7UMT0|A0A1X7UMT0_AMPQE			
OG0024624	tr|A0A1X7UMT4|A0A1X7UMT4_AMPQE			
OG0024625	tr|A0A1X7UMT5|A0A1X7UMT5_AMPQE			
OG0024626	tr|A0A1X7UMU9|A0A1X7UMU9_AMPQE			
OG0024627	tr|A0A1X7UMV1|A0A1X7UMV1_AMPQE			
OG0024628	tr|A0A1X7UMV7|A0A1X7UMV7_AMPQE			
OG0024629	tr|A0A1X7UMW0|A0A1X7UMW0_AMPQE			
OG0024630	tr|A0A1X7UMX4|A0A1X7UMX4_AMPQE			
OG0024631	tr|A0A1X7UMZ7|A0A1X7UMZ7_AMPQE			
OG0024632	tr|A0A1X7UN24|A0A1X7UN24_AMPQE			
OG0024633	tr|A0A1X7UN27|A0A1X7UN27_AMPQE			
OG0024634	tr|A0A1X7UN30|A0A1X7UN30_AMPQE			
OG0024635	tr|A0A1X7UN37|A0A1X7UN37_AMPQE			
OG0024636	tr|A0A1X7UN43|A0A1X7UN43_AMPQE			
OG0024637	tr|A0A1X7UN54|A0A1X7UN54_AMPQE			
OG0024638	tr|A0A1X7UN70|A0A1X7UN70_AMPQE			
OG0024639	tr|A0A1X7UN71|A0A1X7UN71_AMPQE			
OG0024640	tr|A0A1X7UN74|A0A1X7UN74_AMPQE			
OG0024641	tr|A0A1X7UN75|A0A1X7UN75_AMPQE			
OG0024642	tr|A0A1X7UN80|A0A1X7UN80_AMPQE			
OG0024643	tr|A0A1X7UN86|A0A1X7UN86_AMPQE			
OG0024644	tr|A0A1X7UN94|A0A1X7UN94_AMPQE			
OG0024645	tr|A0A1X7UN96|A0A1X7UN96_AMPQE			
OG0024646	tr|A0A1X7UN97|A0A1X7UN97_AMPQE			
OG0024647	tr|A0A1X7UNC8|A0A1X7UNC8_AMPQE			
OG0024648	tr|A0A1X7UNC9|A0A1X7UNC9_AMPQE			
OG0024649	tr|A0A1X7UND5|A0A1X7UND5_AMPQE			
OG0024650	tr|A0A1X7UND6|A0A1X7UND6_AMPQE			
OG0024651	tr|A0A1X7UNE7|A0A1X7UNE7_AMPQE			
OG0024652	tr|A0A1X7UNF0|A0A1X7UNF0_AMPQE			
OG0024653	tr|A0A1X7UNF1|A0A1X7UNF1_AMPQE			
OG0024654	tr|A0A1X7UNF3|A0A1X7UNF3_AMPQE			
OG0024655	tr|A0A1X7UNG6|A0A1X7UNG6_AMPQE			
OG0024656	tr|A0A1X7UNI2|A0A1X7UNI2_AMPQE			
OG0024657	tr|A0A1X7UNI5|A0A1X7UNI5_AMPQE			
OG0024658	tr|A0A1X7UNJ1|A0A1X7UNJ1_AMPQE			
OG0024659	tr|A0A1X7UNJ6|A0A1X7UNJ6_AMPQE			
OG0024660	tr|A0A1X7UNJ9|A0A1X7UNJ9_AMPQE			
OG0024661	tr|A0A1X7UNK2|A0A1X7UNK2_AMPQE			
OG0024662	tr|A0A1X7UNL4|A0A1X7UNL4_AMPQE			
OG0024663	tr|A0A1X7UNM0|A0A1X7UNM0_AMPQE			
OG0024664	tr|A0A1X7UNM1|A0A1X7UNM1_AMPQE			
OG0024665	tr|A0A1X7UNM2|A0A1X7UNM2_AMPQE			
OG0024666	tr|A0A1X7UNM3|A0A1X7UNM3_AMPQE			
OG0024667	tr|A0A1X7UNP0|A0A1X7UNP0_AMPQE			
OG0024668	tr|A0A1X7UNP4|A0A1X7UNP4_AMPQE			
OG0024669	tr|A0A1X7UNP5|A0A1X7UNP5_AMPQE			
OG0024670	tr|A0A1X7UNQ0|A0A1X7UNQ0_AMPQE			
OG0024671	tr|A0A1X7UNQ8|A0A1X7UNQ8_AMPQE			
OG0024672	tr|A0A1X7UNS2|A0A1X7UNS2_AMPQE			
OG0024673	tr|A0A1X7UNS4|A0A1X7UNS4_AMPQE			
OG0024674	tr|A0A1X7UNU4|A0A1X7UNU4_AMPQE			
OG0024675	tr|A0A1X7UNU9|A0A1X7UNU9_AMPQE			
OG0024676	tr|A0A1X7UNV0|A0A1X7UNV0_AMPQE			
OG0024677	tr|A0A1X7UNV1|A0A1X7UNV1_AMPQE			
OG0024678	tr|A0A1X7UNV2|A0A1X7UNV2_AMPQE			
OG0024679	tr|A0A1X7UNV5|A0A1X7UNV5_AMPQE			
OG0024680	tr|A0A1X7UNW1|A0A1X7UNW1_AMPQE			
OG0024681	tr|A0A1X7UNW8|A0A1X7UNW8_AMPQE			
OG0024682	tr|A0A1X7UNY2|A0A1X7UNY2_AMPQE			
OG0024683	tr|A0A1X7UNY5|A0A1X7UNY5_AMPQE			
OG0024684	tr|A0A1X7UNY9|A0A1X7UNY9_AMPQE			
OG0024685	tr|A0A1X7UNZ8|A0A1X7UNZ8_AMPQE			
OG0024686	tr|A0A1X7UP00|A0A1X7UP00_AMPQE			
OG0024687	tr|A0A1X7UP02|A0A1X7UP02_AMPQE			
OG0024688	tr|A0A1X7UP06|A0A1X7UP06_AMPQE			
OG0024689	tr|A0A1X7UP12|A0A1X7UP12_AMPQE			
OG0024690	tr|A0A1X7UP25|A0A1X7UP25_AMPQE			
OG0024691	tr|A0A1X7UP40|A0A1X7UP40_AMPQE			
OG0024692	tr|A0A1X7UP46|A0A1X7UP46_AMPQE			
OG0024693	tr|A0A1X7UP74|A0A1X7UP74_AMPQE			
OG0024694	tr|A0A1X7UP76|A0A1X7UP76_AMPQE			
OG0024695	tr|A0A1X7UP78|A0A1X7UP78_AMPQE			
OG0024696	tr|A0A1X7UP92|A0A1X7UP92_AMPQE			
OG0024697	tr|A0A1X7UPA1|A0A1X7UPA1_AMPQE			
OG0024698	tr|A0A1X7UPA2|A0A1X7UPA2_AMPQE			
OG0024699	tr|A0A1X7UPA3|A0A1X7UPA3_AMPQE			
OG0024700	tr|A0A1X7UPB7|A0A1X7UPB7_AMPQE			
OG0024701	tr|A0A1X7UPB9|A0A1X7UPB9_AMPQE			
OG0024702	tr|A0A1X7UPC9|A0A1X7UPC9_AMPQE			
OG0024703	tr|A0A1X7UPD3|A0A1X7UPD3_AMPQE			
OG0024704	tr|A0A1X7UPE8|A0A1X7UPE8_AMPQE			
OG0024705	tr|A0A1X7UPF4|A0A1X7UPF4_AMPQE			
OG0024706	tr|A0A1X7UPF9|A0A1X7UPF9_AMPQE			
OG0024707	tr|A0A1X7UPG1|A0A1X7UPG1_AMPQE			
OG0024708	tr|A0A1X7UPG6|A0A1X7UPG6_AMPQE			
OG0024709	tr|A0A1X7UPG7|A0A1X7UPG7_AMPQE			
OG0024710	tr|A0A1X7UPH1|A0A1X7UPH1_AMPQE			
OG0024711	tr|A0A1X7UPH3|A0A1X7UPH3_AMPQE			
OG0024712	tr|A0A1X7UPH9|A0A1X7UPH9_AMPQE			
OG0024713	tr|A0A1X7UPI7|A0A1X7UPI7_AMPQE			
OG0024714	tr|A0A1X7UPJ3|A0A1X7UPJ3_AMPQE			
OG0024715	tr|A0A1X7UPK9|A0A1X7UPK9_AMPQE			
OG0024716	tr|A0A1X7UPL5|A0A1X7UPL5_AMPQE			
OG0024717	tr|A0A1X7UPM1|A0A1X7UPM1_AMPQE			
OG0024718	tr|A0A1X7UPM3|A0A1X7UPM3_AMPQE			
OG0024719	tr|A0A1X7UPM4|A0A1X7UPM4_AMPQE			
OG0024720	tr|A0A1X7UPM6|A0A1X7UPM6_AMPQE			
OG0024721	tr|A0A1X7UPM9|A0A1X7UPM9_AMPQE			
OG0024722	tr|A0A1X7UPN1|A0A1X7UPN1_AMPQE			
OG0024723	tr|A0A1X7UPP5|A0A1X7UPP5_AMPQE			
OG0024724	tr|A0A1X7UPP7|A0A1X7UPP7_AMPQE			
OG0024725	tr|A0A1X7UPQ6|A0A1X7UPQ6_AMPQE			
OG0024726	tr|A0A1X7UPQ9|A0A1X7UPQ9_AMPQE			
OG0024727	tr|A0A1X7UPR5|A0A1X7UPR5_AMPQE			
OG0024728	tr|A0A1X7UPR8|A0A1X7UPR8_AMPQE			
OG0024729	tr|A0A1X7UPV0|A0A1X7UPV0_AMPQE			
OG0024730	tr|A0A1X7UPW7|A0A1X7UPW7_AMPQE			
OG0024731	tr|A0A1X7UPX3|A0A1X7UPX3_AMPQE			
OG0024732	tr|A0A1X7UPZ7|A0A1X7UPZ7_AMPQE			
OG0024733	tr|A0A1X7UQ02|A0A1X7UQ02_AMPQE			
OG0024734	tr|A0A1X7UQ07|A0A1X7UQ07_AMPQE			
OG0024735	tr|A0A1X7UQ13|A0A1X7UQ13_AMPQE			
OG0024736	tr|A0A1X7UQ15|A0A1X7UQ15_AMPQE			
OG0024737	tr|A0A1X7UQ17|A0A1X7UQ17_AMPQE			
OG0024738	tr|A0A1X7UQ29|A0A1X7UQ29_AMPQE			
OG0024739	tr|A0A1X7UQ32|A0A1X7UQ32_AMPQE			
OG0024740	tr|A0A1X7UQ50|A0A1X7UQ50_AMPQE			
OG0024741	tr|A0A1X7UQ53|A0A1X7UQ53_AMPQE			
OG0024742	tr|A0A1X7UQ69|A0A1X7UQ69_AMPQE			
OG0024743	tr|A0A1X7UQ73|A0A1X7UQ73_AMPQE			
OG0024744	tr|A0A1X7UQ81|A0A1X7UQ81_AMPQE			
OG0024745	tr|A0A1X7UQ87|A0A1X7UQ87_AMPQE			
OG0024746	tr|A0A1X7UQ98|A0A1X7UQ98_AMPQE			
OG0024747	tr|A0A1X7UQB1|A0A1X7UQB1_AMPQE			
OG0024748	tr|A0A1X7UQC6|A0A1X7UQC6_AMPQE			
OG0024749	tr|A0A1X7UQE3|A0A1X7UQE3_AMPQE			
OG0024750	tr|A0A1X7UQG2|A0A1X7UQG2_AMPQE			
OG0024751	tr|A0A1X7UQG6|A0A1X7UQG6_AMPQE			
OG0024752	tr|A0A1X7UQG9|A0A1X7UQG9_AMPQE			
OG0024753	tr|A0A1X7UQH2|A0A1X7UQH2_AMPQE			
OG0024754	tr|A0A1X7UQI4|A0A1X7UQI4_AMPQE			
OG0024755	tr|A0A1X7UQJ4|A0A1X7UQJ4_AMPQE			
OG0024756	tr|A0A1X7UQK5|A0A1X7UQK5_AMPQE			
OG0024757	tr|A0A1X7UQK6|A0A1X7UQK6_AMPQE			
OG0024758	tr|A0A1X7UQL8|A0A1X7UQL8_AMPQE			
OG0024759	tr|A0A1X7UQM4|A0A1X7UQM4_AMPQE			
OG0024760	tr|A0A1X7UQM7|A0A1X7UQM7_AMPQE			
OG0024761	tr|A0A1X7UQN6|A0A1X7UQN6_AMPQE			
OG0024762	tr|A0A1X7UQP6|A0A1X7UQP6_AMPQE			
OG0024763	tr|A0A1X7UQQ9|A0A1X7UQQ9_AMPQE			
OG0024764	tr|A0A1X7UQR5|A0A1X7UQR5_AMPQE			
OG0024765	tr|A0A1X7UQR7|A0A1X7UQR7_AMPQE			
OG0024766	tr|A0A1X7UQR8|A0A1X7UQR8_AMPQE			
OG0024767	tr|A0A1X7UQS1|A0A1X7UQS1_AMPQE			
OG0024768	tr|A0A1X7UQT5|A0A1X7UQT5_AMPQE			
OG0024769	tr|A0A1X7UQV0|A0A1X7UQV0_AMPQE			
OG0024770	tr|A0A1X7UQY4|A0A1X7UQY4_AMPQE			
OG0024771	tr|A0A1X7UQZ1|A0A1X7UQZ1_AMPQE			
OG0024772	tr|A0A1X7UR00|A0A1X7UR00_AMPQE			
OG0024773	tr|A0A1X7UR02|A0A1X7UR02_AMPQE			
OG0024774	tr|A0A1X7UR09|A0A1X7UR09_AMPQE			
OG0024775	tr|A0A1X7UR57|A0A1X7UR57_AMPQE			
OG0024776	tr|A0A1X7UR67|A0A1X7UR67_AMPQE			
OG0024777	tr|A0A1X7UR70|A0A1X7UR70_AMPQE			
OG0024778	tr|A0A1X7UR71|A0A1X7UR71_AMPQE			
OG0024779	tr|A0A1X7UR72|A0A1X7UR72_AMPQE			
OG0024780	tr|A0A1X7UR76|A0A1X7UR76_AMPQE			
OG0024781	tr|A0A1X7UR94|A0A1X7UR94_AMPQE			
OG0024782	tr|A0A1X7URA3|A0A1X7URA3_AMPQE			
OG0024783	tr|A0A1X7URD6|A0A1X7URD6_AMPQE			
OG0024784	tr|A0A1X7URE3|A0A1X7URE3_AMPQE			
OG0024785	tr|A0A1X7URE6|A0A1X7URE6_AMPQE			
OG0024786	tr|A0A1X7URF0|A0A1X7URF0_AMPQE			
OG0024787	tr|A0A1X7URF2|A0A1X7URF2_AMPQE			
OG0024788	tr|A0A1X7URH2|A0A1X7URH2_AMPQE			
OG0024789	tr|A0A1X7URH9|A0A1X7URH9_AMPQE			
OG0024790	tr|A0A1X7URI1|A0A1X7URI1_AMPQE			
OG0024791	tr|A0A1X7URI7|A0A1X7URI7_AMPQE			
OG0024792	tr|A0A1X7URJ3|A0A1X7URJ3_AMPQE			
OG0024793	tr|A0A1X7URL4|A0A1X7URL4_AMPQE			
OG0024794	tr|A0A1X7URL8|A0A1X7URL8_AMPQE			
OG0024795	tr|A0A1X7URM5|A0A1X7URM5_AMPQE			
OG0024796	tr|A0A1X7URM7|A0A1X7URM7_AMPQE			
OG0024797	tr|A0A1X7URM8|A0A1X7URM8_AMPQE			
OG0024798	tr|A0A1X7URN9|A0A1X7URN9_AMPQE			
OG0024799	tr|A0A1X7URP5|A0A1X7URP5_AMPQE			
OG0024800	tr|A0A1X7URQ0|A0A1X7URQ0_AMPQE			
OG0024801	tr|A0A1X7URQ2|A0A1X7URQ2_AMPQE			
OG0024802	tr|A0A1X7URQ8|A0A1X7URQ8_AMPQE			
OG0024803	tr|A0A1X7URQ9|A0A1X7URQ9_AMPQE			
OG0024804	tr|A0A1X7URR2|A0A1X7URR2_AMPQE			
OG0024805	tr|A0A1X7URR6|A0A1X7URR6_AMPQE			
OG0024806	tr|A0A1X7URS2|A0A1X7URS2_AMPQE			
OG0024807	tr|A0A1X7URS9|A0A1X7URS9_AMPQE			
OG0024808	tr|A0A1X7URT0|A0A1X7URT0_AMPQE			
OG0024809	tr|A0A1X7URT1|A0A1X7URT1_AMPQE			
OG0024810	tr|A0A1X7URT3|A0A1X7URT3_AMPQE			
OG0024811	tr|A0A1X7URU2|A0A1X7URU2_AMPQE			
OG0024812	tr|A0A1X7URU8|A0A1X7URU8_AMPQE			
OG0024813	tr|A0A1X7URV1|A0A1X7URV1_AMPQE			
OG0024814	tr|A0A1X7URX6|A0A1X7URX6_AMPQE			
OG0024815	tr|A0A1X7URZ6|A0A1X7URZ6_AMPQE			
OG0024816	tr|A0A1X7US00|A0A1X7US00_AMPQE			
OG0024817	tr|A0A1X7US04|A0A1X7US04_AMPQE			
OG0024818	tr|A0A1X7US08|A0A1X7US08_AMPQE			
OG0024819	tr|A0A1X7US20|A0A1X7US20_AMPQE			
OG0024820	tr|A0A1X7US28|A0A1X7US28_AMPQE			
OG0024821	tr|A0A1X7US46|A0A1X7US46_AMPQE			
OG0024822	tr|A0A1X7US48|A0A1X7US48_AMPQE			
OG0024823	tr|A0A1X7US53|A0A1X7US53_AMPQE			
OG0024824	tr|A0A1X7US55|A0A1X7US55_AMPQE			
OG0024825	tr|A0A1X7US63|A0A1X7US63_AMPQE			
OG0024826	tr|A0A1X7US72|A0A1X7US72_AMPQE			
OG0024827	tr|A0A1X7US76|A0A1X7US76_AMPQE			
OG0024828	tr|A0A1X7US81|A0A1X7US81_AMPQE			
OG0024829	tr|A0A1X7US82|A0A1X7US82_AMPQE			
OG0024830	tr|A0A1X7US88|A0A1X7US88_AMPQE			
OG0024831	tr|A0A1X7US90|A0A1X7US90_AMPQE			
OG0024832	tr|A0A1X7USA6|A0A1X7USA6_AMPQE			
OG0024833	tr|A0A1X7USC6|A0A1X7USC6_AMPQE			
OG0024834	tr|A0A1X7USE7|A0A1X7USE7_AMPQE			
OG0024835	tr|A0A1X7USF2|A0A1X7USF2_AMPQE			
OG0024836	tr|A0A1X7USF3|A0A1X7USF3_AMPQE			
OG0024837	tr|A0A1X7USF8|A0A1X7USF8_AMPQE			
OG0024838	tr|A0A1X7USG6|A0A1X7USG6_AMPQE			
OG0024839	tr|A0A1X7USG7|A0A1X7USG7_AMPQE			
OG0024840	tr|A0A1X7USI0|A0A1X7USI0_AMPQE			
OG0024841	tr|A0A1X7USI2|A0A1X7USI2_AMPQE			
OG0024842	tr|A0A1X7USI4|A0A1X7USI4_AMPQE			
OG0024843	tr|A0A1X7USI5|A0A1X7USI5_AMPQE			
OG0024844	tr|A0A1X7USI6|A0A1X7USI6_AMPQE			
OG0024845	tr|A0A1X7USJ1|A0A1X7USJ1_AMPQE			
OG0024846	tr|A0A1X7USJ2|A0A1X7USJ2_AMPQE			
OG0024847	tr|A0A1X7USJ7|A0A1X7USJ7_AMPQE			
OG0024848	tr|A0A1X7USJ9|A0A1X7USJ9_AMPQE			
OG0024849	tr|A0A1X7USK9|A0A1X7USK9_AMPQE			
OG0024850	tr|A0A1X7USL0|A0A1X7USL0_AMPQE			
OG0024851	tr|A0A1X7USL6|A0A1X7USL6_AMPQE			
OG0024852	tr|A0A1X7USM2|A0A1X7USM2_AMPQE			
OG0024853	tr|A0A1X7USM9|A0A1X7USM9_AMPQE			
OG0024854	tr|A0A1X7USN4|A0A1X7USN4_AMPQE			
OG0024855	tr|A0A1X7USN9|A0A1X7USN9_AMPQE			
OG0024856	tr|A0A1X7USR4|A0A1X7USR4_AMPQE			
OG0024857	tr|A0A1X7USR6|A0A1X7USR6_AMPQE			
OG0024858	tr|A0A1X7USR8|A0A1X7USR8_AMPQE			
OG0024859	tr|A0A1X7USS1|A0A1X7USS1_AMPQE			
OG0024860	tr|A0A1X7USS2|A0A1X7USS2_AMPQE			
OG0024861	tr|A0A1X7USS4|A0A1X7USS4_AMPQE			
OG0024862	tr|A0A1X7UST7|A0A1X7UST7_AMPQE			
OG0024863	tr|A0A1X7USX8|A0A1X7USX8_AMPQE			
OG0024864	tr|A0A1X7USX9|A0A1X7USX9_AMPQE			
OG0024865	tr|A0A1X7USY2|A0A1X7USY2_AMPQE			
OG0024866	tr|A0A1X7UT03|A0A1X7UT03_AMPQE			
OG0024867	tr|A0A1X7UT05|A0A1X7UT05_AMPQE			
OG0024868	tr|A0A1X7UT08|A0A1X7UT08_AMPQE			
OG0024869	tr|A0A1X7UT13|A0A1X7UT13_AMPQE			
OG0024870	tr|A0A1X7UT17|A0A1X7UT17_AMPQE			
OG0024871	tr|A0A1X7UT18|A0A1X7UT18_AMPQE			
OG0024872	tr|A0A1X7UT21|A0A1X7UT21_AMPQE			
OG0024873	tr|A0A1X7UT25|A0A1X7UT25_AMPQE			
OG0024874	tr|A0A1X7UT32|A0A1X7UT32_AMPQE			
OG0024875	tr|A0A1X7UT38|A0A1X7UT38_AMPQE			
OG0024876	tr|A0A1X7UT44|A0A1X7UT44_AMPQE			
OG0024877	tr|A0A1X7UT48|A0A1X7UT48_AMPQE			
OG0024878	tr|A0A1X7UT55|A0A1X7UT55_AMPQE			
OG0024879	tr|A0A1X7UT62|A0A1X7UT62_AMPQE			
OG0024880	tr|A0A1X7UT65|A0A1X7UT65_AMPQE			
OG0024881	tr|A0A1X7UT68|A0A1X7UT68_AMPQE			
OG0024882	tr|A0A1X7UT74|A0A1X7UT74_AMPQE			
OG0024883	tr|A0A1X7UT80|A0A1X7UT80_AMPQE			
OG0024884	tr|A0A1X7UTA0|A0A1X7UTA0_AMPQE			
