Orthogroup	Niphates_augustus.hints.aa	Ephydatia_Emu_v1_prots
OG0002698	jg23069.t1, jg23069.t2	Em0018g278a, Em0018g281a
OG0002699	jg10916.t1	Em0002g82a, Em0002g89a, Em0002g81a
OG0002701	jg4506.t1, jg11560.t1	Em0010g847a, Em0010g848a
OG0002702	jg22264.t1, jg26655.t1, jg7997.t1	Em0007g591a
OG0002703	jg20531.t1	Em0008g911a
OG0002705	jg15855.t1	Em0192g15a, Em0192g14a, Em0021g862a, Em0021g861a
OG0002706	jg2274.t1	Em0637g8a, Em0013g36a, Em0013g40a
OG0002708	jg20072.t1	Em0003g434a, Em0003g431a
OG0002709	jg24235.t2, jg24235.t1	Em0018g167a
OG0002710	jg11977.t1, jg11975.t1, jg11973.t1	Em0016g31a
OG0002711	jg12443.t1, jg12435.t1, jg24645.t1	Em0016g279a
OG0002713	jg11301.t1, jg30208.t1	Em0011g1188a
OG0002714	jg17446.t1, jg8150.t1	Em0026g37a
OG0002715	jg18534.t1	Em0023g323a
OG0002719	jg28428.t1	Em0018g1095a, Em0018g1136a
OG0002720	jg23320.t1, jg11626.t1	Em0010g721a
OG0002723	jg20735.t1	Em0013g844a, Em0023g208a, Em0023g207a, Em0151g7a
OG0002725	jg20019.t1, jg20032.t1, jg3369.t1	Em0023g126a
OG0002736	jg10324.t1, jg8257.t2, jg8257.t1, jg6234.t2, jg6234.t1	Em0009g111a
OG0002737	jg19240.t1	Em0531g3a, Em0016g1116a, Em0016g1179a
OG0002740	jg28142.t1	Em0001g964a, Em0001g998a, Em0001g943a
OG0002741	jg4357.t1	Em0006g1226a, Em0006g1235a
OG0002742	jg27428.t1	Em0011g1185a
OG0002743	jg18516.t2, jg18516.t1	Em0023g423a, Em0023g421a
OG0002745	jg3355.t1	Em0179g14a, Em0179g6a, Em0023g45a
OG0002746	jg1246.t1, jg8677.t1	Em0023g78a
OG0002747	jg15926.t1, jg21578.t1, jg98.t1, jg97.t1, jg12534.t1	Em0006g1043a
OG0002748	jg10737.t1, jg10738.t1	Em0011g521a
OG0002750	jg16963.t1	Em0631g1a
OG0002750	jg16965.t1	Em0018g505a, Em0440g1a
OG0002751	jg29296.t1	Em0006g1252a
OG0002755	jg14684.t1	Em0011g215a
OG0002757	jg16835.t1	Em0001g1059a, Em0001g1051a
OG0002759	jg29579.t1	Em0020g88a
OG0002760	jg21341.t1, jg20226.t1	Em0013g813a
OG0002761	jg8969.t1	Em0016g270a, Em0016g271a
OG0002762	jg23660.t1	Em0171g1a, Em0007g267a
OG0002766	jg18837.t1, jg18838.t1	Em0001g1791a
OG0002770	jg18629.t1	Em0022g287a, Em0022g286a
OG0002773	jg20270.t1	Em0002g293a, Em0014g749a, Em0014g751a
OG0002774	jg14743.t1, jg19267.t1	Em0582g1a, Em0016g939a, Em0582g3a
OG0002775	jg1129.t1, jg1126.t1, jg1133.t1, jg1123.t1	Em0023g819a
OG0002777	jg11198.t1	Em0019g850a, Em0019g856a
OG0002778	jg13027.t1, jg23948.t1, jg16443.t1, jg16295.t1, jg3674.t1	Em0628g1a, Em0001g1221a
OG0002780	jg7719.t1, jg16550.t1, jg7714.t1	Em0020g317a
OG0002782	jg2476.t1	Em0637g4a, Em1078g4a, Em0637g5a, Em0013g33a
OG0002783	jg2215.t1	Em0017g601a
OG0002785	jg21694.t2, jg4381.t1, jg21694.t1, jg4381.t2	Em0005g75a
OG0002787	jg10725.t1	Em0011g588a, Em1145g1a, Em0011g539a
OG0002788	jg5150.t1, jg5152.t1, jg19923.t1, jg6304.t1	Em0011g170a, Em0011g179a
OG0002794	jg6214.t1	Em0009g603a
OG0002795	jg15839.t1	Em0021g878a
OG0002799	jg1414.t1	Em0023g837a
OG0002799	jg1417.t1	Em0023g835a, Em0023g830a
OG0002800	jg6204.t1, jg6205.t1	Em0014g665a, Em0014g655a, Em0009g1025a
OG0002804	jg19246.t1	Em0016g622a, Em0077g11a, Em0831g3a
OG0002805	jg8981.t2, jg8981.t1	Em0016g265a
OG0002808	jg24778.t1, jg1905.t1	Em0018g835a, Em0018g814a
OG0002812	jg13815.t1, jg13815.t2, jg13815.t3	Em0015g467a, Em0015g471a
OG0002814	jg23740.t1, jg19396.t1, jg23735.t1	Em0012g86a
OG0002815	jg4268.t1, jg23536.t1, jg21032.t1, jg6438.t1, jg22695.t1	Em0014g151a
OG0002816	jg11943.t1, jg414.t1	Em0023g470a
OG0002817	jg989.t1	Em0009g44a
OG0002818	jg3540.t1, jg30189.t1, jg30189.t2	Em0011g1164a, Em0011g1162a
OG0002821	jg17015.t1, jg2713.t1	Em0020g697a
OG0002822	jg13597.t1, jg13604.t1, jg3322.t1, jg1142.t1	Em0003g197a
OG0002826	jg24556.t2, jg24556.t1, jg28210.t1	Em0018g898a, Em0018g912a, Em0018g941a
OG0002828	jg225.t1, jg2862.t1	Em0003g1357a, Em0008g95a, Em0008g94a
OG0002829	jg1236.t2, jg1236.t1	Em0008g333a, Em0008g286a, Em0008g282a
OG0002832	jg330.t1, jg22632.t1, jg19545.t1, jg22631.t1, jg20940.t1	Em0008g1057a
OG0002833	jg4241.t1	Em0003g450a, Em0232g1a, Em0003g440a, Em0003g456a, Em0017g27a, Em0001g3662a
OG0002834	jg17441.t1	Em0001g1241a, Em0001g1154a
OG0002836	jg3501.t1, jg17232.t1	Em0011g583a, Em0011g578a
OG0002837	jg6799.t1	Em0011g823a
OG0002839	jg26030.t1, jg26011.t1, jg6137.t1, jg26006.t1, jg26023.t1	Em0009g1231a
OG0002840	jg2327.t1	Em0012g773a, Em0012g775a, Em0012g781a, Em0012g774a, Em0012g780a
OG0002841	jg8168.t1	Em0003g1221a, Em0012g24a, Em0010g765a
OG0002844	jg30444.t1, jg23162.t1, jg30365.t1	Em0007g720a
OG0002845	jg18452.t1, jg18452.t2	Em0023g389a, Em0023g399a
OG0002846	jg23816.t1, jg10147.t1, jg10147.t2, jg22938.t1, jg5587.t1	Em0149g6a, Em0001g3527a
OG0002847	jg24732.t1, jg24739.t1, jg24736.t1, jg20342.t1, jg20337.t1	Em0015g1053a
OG0002848	jg24894.t1, jg28823.t1	Em0014g28a
OG0002849	jg25690.t1, jg25692.t1, jg25689.t1, jg18436.t1, jg25693.t1	Em0023g472a
OG0002850	jg8180.t1	Em0033g21a, Em0033g14a
OG0002850	jg8178.t1	Em0033g11a, Em0033g23a
OG0002851	jg18278.t1, jg25523.t1, jg3097.t1, jg25520.t1, jg3100.t1	Em0016g1103a
OG0002852	jg30474.t1	Em0018g1185a, Em0018g1184a
OG0002853	jg1925.t1	Em0018g930a, Em0018g931a, Em0011g758a
OG0002854	jg3618.t1	Em0421g5a, Em0003g1663a, Em0003g1710a
OG0002855	jg22983.t1, jg979.t1, jg3419.t1	Em0008g13a, Em0023g108a
OG0002856	jg21631.t1, jg864.t2, jg864.t1	Em0009g591a
OG0002857	jg3390.t1	Em0021g811a
OG0002857	jg29810.t1	Em0996g2a, Em0020g187a
OG0002859	jg28877.t1, jg14858.t1, jg14859.t1, jg28878.t1	Em0728g5a, Em0018g1044a
OG0002860	jg2753.t1, jg25724.t1	Em0023g62a
OG0002862	jg8923.t1	Em0544g1a, Em0016g339a, Em0016g346a, Em0016g319a, Em0544g2a
OG0002866	jg8915.t1	Em0016g308a, Em0016g322a
OG0002867	jg13969.t1, jg13970.t1	Em0015g1221a, Em0015g1244a
OG0002868	jg8234.t1	Em0003g736a
OG0002868	jg6091.t1, jg8229.t1	Em0003g742a
OG0002869	jg24247.t1, jg16846.t1	Em0520g3a, Em0014g634a
OG0002870	jg6075.t1, jg8213.t1	Em0003g718a, Em0003g711a, Em0003g713a, Em0003g720a
OG0002871	jg18003.t1	Em0003g293a
OG0002871	jg9837.t1	Em0003g310a, Em0003g314a, Em0003g315a
OG0002872	jg9782.t1, jg25568.t1, jg15436.t1	Em0007g1471a
OG0002874	jg23528.t1, jg5780.t1	Em0002g999a, Em0010g997a, Em0024g250a, Em0001g1309a
OG0002875	jg20595.t2, jg20595.t1, jg12662.t1	Em0008g1270a
OG0002876	jg27426.t1, jg20508.t1, jg23044.t1, jg11011.t1, jg11011.t2	Em0022g402a
OG0002877	jg3521.t1, jg3521.t2	Em0011g1194a
OG0002878	jg15030.t1, jg19665.t1, jg15032.t1, jg19667.t1, jg19672.t1	Em0016g264a, Em0162g19a
OG0002880	jg3531.t1, jg3531.t2	Em0011g1158a
OG0002884	jg17946.t1, jg12239.t1, jg8348.t1	Em0003g386a, Em0003g380a
OG0002885	jg15857.t1	Em0012g704a, Em0009g947a, Em0009g941a
OG0002886	jg16214.t1, jg15565.t4, jg15565.t1, jg15565.t2, jg15565.t3	Em0015g1016a
OG0002887	jg24092.t1, jg20891.t1	Em0022g274a
OG0002888	jg20655.t1, jg7252.t1	Em0023g73a
OG0002889	jg3411.t1	Em0008g115a, Em0008g412a
OG0002891	jg6361.t1, jg6362.t1	Em0011g264a, Em0011g279a
OG0002893	jg21580.t1, jg15928.t1	Em0002g271a
OG0002894	jg6376.t1	Em0011g237a, Em0544g3a, Em0016g345a, Em0016g338a, Em0016g318a
OG0002895	jg25530.t1, jg3088.t1	Em0022g439a
OG0002896	jg1089.t1, jg4945.t3, jg1089.t2, jg4945.t1, jg4945.t2	Em0019g1049a
OG0002897	jg7229.t1, jg356.t1, jg7232.t1, jg16123.t1, jg18281.t1	Em0011g726a
OG0002898	jg14232.t1, jg11095.t1, jg15115.t1, jg13773.t1	Em0017g343a
OG0002899	jg19307.t1	Em0021g371a, Em0021g369a
OG0002901	jg26777.t2, jg26777.t1, jg26823.t1, jg22482.t1	Em0012g995a
OG0002902	jg24398.t1, jg17799.t2, jg24398.t2, jg17799.t1	Em0015g1066a, Em0015g1062a, Em0015g1063a
OG0002903	jg5204.t1	Em0023g939a
OG0002903	jg29187.t1, jg29189.t1	Em0007g624a
OG0002905	jg29839.t1	Em0005g544a, Em0005g541a, Em0001g495a, Em0001g486a, Em0020g57a
OG0002906	jg12690.t1	Em0438g3a, Em0005g1673a, Em0617g1a
OG0002907	jg28796.t1, jg23331.t1, jg28801.t1, jg28802.t1, jg12568.t1	Em0021g259a
OG0002908	jg8327.t1, jg19444.t1, jg19443.t1	Em0002g766a, Em0002g676a
OG0002909	jg15451.t1, jg22087.t1	Em0011g1063a
OG0002910	jg587.t1, jg14830.t1, jg5105.t1, jg23398.t1, jg12584.t1, jg7693.t1	Em0009g682a
OG0002911	jg27165.t2	Em0021g392a, Em0036g18a
OG0002911	jg27165.t1	Em0021g231a
OG0002912	jg27967.t1, jg27967.t2	Em0019g233a, Em0019g236a, Em0019g235a, Em0019g234a
OG0002913	jg10696.t1, jg25409.t1	Em0021g230a, Em0021g229a
OG0002915	jg8893.t2, jg8893.t1	Em0016g426a, Em0016g452a
OG0002916	jg24326.t1, jg24325.t1, jg6253.t1, jg7722.t1, jg7726.t1	Em0012g793a
OG0002917	jg24333.t1, jg6260.t1	Em0006g1134a, Em0758g3a, Em0006g1139a, Em0006g1130a
OG0002919	jg16127.t1, jg14701.t1	Em0011g362a
OG0002919	jg13165.t1	Em0173g1a
OG0002920	jg10471.t1, jg10469.t1, jg15070.t1, jg10467.t1	Em0016g257a, Em0162g10a
OG0002922	jg20707.t1	Em0023g194a
OG0002925	jg24338.t1	Em0019g1028a
OG0002927	jg2269.t1	Em0013g59a, Em0013g53a, Em0013g46a, Em0013g45a
OG0002928	jg12517.t1	Em0006g675a, Em0006g698a, Em0006g664a, Em0006g716a
OG0002929	jg2240.t1	Em0023g96a
OG0002929	jg2241.t1, jg2241.t2	Em0023g94a
OG0002930	jg376.t1, jg377.t1, jg27659.t1, jg27658.t1, jg27662.t1	Em0009g1164a
OG0002931	jg18558.t1, jg12062.t1, jg21179.t1, jg15376.t1, jg21257.t1	Em0016g635a
OG0002932	jg22546.t1, jg3380.t1	Em0023g69a
OG0002933	jg8954.t1	Em0016g303a, Em0016g305a, Em0016g304a
OG0002934	jg20763.t1	Em0008g1083a
OG0002934	jg3416.t1	Em0008g967a
OG0002935	jg3420.t1, jg11949.t1	Em0008g367a, Em0008g368a, Em0008g369a
OG0002936	jg245.t1, jg4582.t1, jg243.t1, jg247.t1, jg242.t1, jg27111.t1	Em0024g124a
OG0002937	jg8292.t1, jg8289.t1, jg8294.t1	Em0211g1a, Em0211g2a, Em0017g574a
OG0002939	jg28303.t1	Em0001g3646a, Em0001g3676a, Em0015g769a, Em0015g777a, Em0015g771a
OG0002940	jg19076.t3, jg19076.t1, jg19076.t2	Em0001g1025a
OG0002942	jg8303.t1, jg8307.t1, jg8305.t1, jg8300.t1, jg8301.t1	Em0012g490a, Em0012g495a
OG0002944	jg16731.t1, jg6096.t1, jg16728.t1, jg16733.t1	Em0009g1275a
OG0002945	jg20257.t1, jg20256.t1	Em0014g834a
OG0002947	jg14181.t1, jg14179.t1, jg14184.t1, jg8606.t1	Em0023g714a, Em0023g721a
OG0002948	jg95.t1, jg12532.t1	Em0006g1034a
OG0002949	jg10814.t1, jg28519.t1	Em0019g551a, Em0020g633a, Em0019g539a
OG0002950	jg18340.t1, jg10407.t1, jg29905.t1, jg18342.t1	Em0020g825a
OG0002951	jg2521.t1	Em0022g796a, Em0608g3a, Em0024g355a
OG0002952	jg12541.t1	Em0005g133a, Em0005g146a, Em0005g177a
OG0002953	jg21342.t2, jg20225.t1, jg20225.t2, jg21342.t1	Em0028g16a, Em0028g4a
OG0002954	jg10197.t1, jg24519.t1, jg10193.t1	Em0144g7a, Em0019g296a
OG0002955	jg11110.t1, jg11109.t1	Em0006g1430a
OG0002956	jg4312.t1	Em0145g10a, Em0429g9a, Em0099g16a
OG0002957	jg11093.t1	Em0004g909a
OG0002957	jg7123.t1	Em0004g905a
OG0002958	jg15847.t1	Em0021g982a
OG0002959	jg4324.t2, jg4324.t1, jg27401.t1	Em0023g666a, Em0023g642a
OG0002960	jg11090.t1	Em0017g153a, Em0017g154a, Em1385g1a, Em0017g152a
OG0002961	jg29244.t2, jg19474.t2, jg19474.t1, jg29244.t1	Em0023g652a
OG0002963	jg12293.t1, jg4166.t1	Em0005g166a, Em0005g141a, Em0005g172a, Em0005g129a
OG0002964	jg23110.t1, jg22395.t2, jg22395.t1	Em0006g871a
OG0002966	jg19948.t1	Em0028g28a, Em0028g20a
OG0002967	jg14741.t1, jg14741.t2	Em0011g325a
OG0002968	jg28133.t2, jg28133.t1, jg28407.t1	Em0019g1091a, Em0019g1056a
OG0002969	jg16215.t1, jg16222.t2, jg15568.t1, jg15568.t2, jg16222.t1	Em0015g1045a
OG0002970	jg11235.t2, jg11235.t1	Em0018g48a, Em0018g59a
OG0002971	jg11223.t2, jg11223.t1	Em0793g2a, Em0018g302a
OG0002973	jg11251.t1	Em0017g294a, Em0017g298a
OG0002974	jg10948.t1, jg10947.t1	Em0001g1084a, Em0001g1094a
OG0002975	jg28468.t1	Em0010g1004a, Em0010g1046a
OG0002976	jg11181.t1, jg11182.t1	Em0011g422a, Em0018g127a, Em0018g128a, Em0012g444a
OG0002977	jg12330.t1	Em0003g1565a, Em0018g1032a, Em0003g1561a, Em0456g3a, Em0003g1560a
OG0002978	jg14237.t1, jg3047.t1, jg10525.t1, jg14239.t1	Em0014g72a, Em0621g2a
OG0002979	jg26746.t1	Em0018g957a, Em0018g867a, Em0018g892a, Em0018g906a, Em0018g945a
OG0002982	jg8105.t1, jg12303.t1	Em0014g119a, Em0014g129a, Em0014g125a
OG0002983	jg12744.t1	Em0005g1521a
OG0002985	jg15527.t2, jg9660.t2, jg9660.t1, jg15527.t1	Em0008g822a, Em0008g830a, Em0005g1176a
OG0002986	jg23309.t1, jg7542.t1, jg133.t1, jg23312.t1, jg23312.t2	Em0020g818a
OG0002987	jg20686.t2, jg20686.t1, jg20686.t3, jg20686.t4	Em0008g1063a
OG0002988	jg26080.t1, jg8492.t2, jg8492.t1	Em0458g1a, Em0021g339a
OG0002991	jg8724.t1, jg8690.t1, jg1262.t2, jg1262.t1	Em0894g3a, Em0023g291a
OG0002992	jg28390.t1	Em0018g784a, Em0018g774a, Em0144g18a, Em0019g285a
OG0002993	jg8365.t1	Em0013g992a, Em0013g998a, Em0013g993a, Em0013g997a
OG0002994	jg26736.t1	Em0023g457a, Em0023g458a, Em0023g459a, Em0023g456a, Em0023g455a
OG0002996	jg8984.t1	Em0016g541a, Em0016g158a
OG0002997	jg19128.t1, jg19129.t1	Em0001g2534a, Em0001g2530a, Em0001g2531a, Em0001g2535a
OG0002998	jg28620.t1	Em0018g1149a
OG0002999	jg19139.t1	Em1074g1a, Em0001g2704a
OG0003000	jg26931.t1, jg13265.t1, jg26932.t1	Em0849g2a, Em0849g3a, Em0005g1347a
OG0003001	jg18048.t2, jg18048.t1	Em0018g378a
OG0003002	jg10748.t1, jg23489.t1	Em0019g635a, Em0666g1a, Em0019g634a
OG0003003	jg1308.t1, jg12931.t1, jg4597.t1	Em0010g1034a, Em0010g1013a
OG0003004	jg11994.t1, jg25699.t1, jg11017.t1, jg11990.t1	Em0022g702a
OG0003005	jg10752.t1	Em0009g64a, Em0009g62a, Em0009g63a, Em0009g65a
OG0003006	jg13696.t1, jg13695.t1, jg18007.t1	Em0018g219a, Em0018g224a, Em0018g223a
OG0003007	jg27933.t1	Em0019g1206a
OG0003008	jg28259.t1, jg821.t1, jg10817.t1	Em0009g1241a, Em0567g3a
OG0003009	jg26936.t1, jg24789.t1, jg26938.t1, jg12968.t1	Em0018g92a, Em0018g85a
OG0003011	jg29662.t1	Em0020g211a, Em0020g224a
OG0003012	jg28196.t1, jg28198.t1	Em0337g2a, Em0018g1196a, Em0018g1225a
OG0003013	jg2353.t2	Em0016g1032a, Em0016g1037a
OG0003014	jg25507.t2, jg25507.t1	Em0013g444a
OG0003014	jg2366.t1	Em0013g432a
OG0003015	jg2355.t1	Em0013g446a, Em0013g733a, Em0012g449a, Em0012g801a, Em0012g800a
OG0003016	jg25150.t1, jg16162.t1	Em0015g655a, Em0015g167a, Em0015g165a, Em0015g160a
OG0003017	jg6019.t1, jg27765.t1, jg1479.t1, jg27765.t2, jg27765.t3	Em0005g1013a
OG0003018	jg3773.t2, jg3773.t1, jg24357.t1	Em0023g804a, Em0023g808a, Em0023g809a
OG0003020	jg3782.t1, jg3778.t1, jg3784.t1, jg11375.t1	Em0023g553a
OG0003021	jg9114.t1, jg21971.t1, jg3628.t1	Em0001g1251a, Em0001g1171a, Em0293g1a
OG0003022	jg2412.t1	Em0016g948a, Em0009g1058a, Em0013g704a
OG0003023	jg2730.t1	Em0012g1083a, Em0012g1087a, Em0006g1227a, Em0006g1236a
OG0003024	jg19582.t1, jg6455.t1	Em0179g20a, Em0179g11a, Em0023g52a, Em0786g5a
OG0003025	jg28094.t1	Em0019g271a, Em0402g4a, Em0019g262a
OG0003026	jg3692.t1	Em0853g4a, Em0853g5a, Em0021g733a, Em0021g744a, Em0853g3a, Em0021g734a
OG0003027	jg8483.t1	Em0021g342a, Em0458g4a
OG0003028	jg4748.t1	Em0460g2a, Em0655g2a, Em1006g2a, Em0022g155a
OG0003029	jg2523.t1, jg2526.t1, jg2524.t1, jg2527.t1	Em0006g1313a, Em0006g1311a
OG0003030	jg12882.t1, jg1986.t1, jg1986.t2, jg1270.t1	Em0021g274a, Em0021g276a
OG0003031	jg2576.t1	Em0021g833a
OG0003032	jg7078.t1	Em0004g1622a, Em0004g1626a, Em0004g1606a, Em0004g1406a, Em0004g1402a, Em0299g6a
OG0003033	jg7061.t1	Em0004g749a, Em0004g575a, Em0004g619a, Em0004g570a, Em0029g43a, Em0004g592a
OG0003034	jg11020.t1, jg1304.t1, jg12928.t1	Em0012g36a, Em0012g9a
OG0003035	jg8321.t1	Em0013g159a
OG0003036	jg23229.t1, jg13418.t1, jg28926.t1	Em0022g723a, Em0022g721a
OG0003037	jg2557.t1, jg2556.t1, jg2559.t1, jg2558.t1	Em0013g956a, Em0013g965a
OG0003038	jg2308.t1	Em0012g1093a, Em0021g520a
OG0003039	jg2539.t1, jg2538.t2, jg2538.t1, jg2537.t1	Em0013g121a
OG0003040	jg18947.t2, jg18947.t1	Em0001g505a, Em0001g538a, Em0001g518a
OG0003041	jg2548.t1	Em0013g124a, Em0735g4a
OG0003042	jg19112.t1	Em0001g1909a, Em0001g1236a, Em0001g1145a, Em0001g1144a, Em0001g1235a
OG0003043	jg6907.t1, jg6906.t1	Em0004g31a, Em0004g35a
OG0003044	jg19144.t1	Em0001g2865a, Em0001g2872a, Em0001g2942a, Em0001g2925a
OG0003045	jg29777.t1	Em0010g896a
OG0003046	jg16785.t1	Em0011g52a, Em0005g1334a, Em0005g1339a, Em0401g2a, Em0017g935a
OG0003047	jg6992.t1	Em0004g1685a
OG0003048	jg29865.t1, jg29866.t1, jg29867.t1	Em0020g815a
OG0003049	jg23655.t1	Em0014g489a, Em0014g416a, Em0518g2a, Em0014g436a, Em0517g2a
OG0003051	jg22995.t1, jg22995.t2	Em0017g101a, Em0017g107a, Em0017g121a, Em0017g133a
OG0003052	jg20960.t1, jg20959.t1	Em0011g659a
OG0003052	jg20958.t2, jg20958.t1	Em0014g124a
OG0003053	jg15991.t1, jg7563.t1, jg3472.t1, jg4646.t1	Em0014g833a
OG0003054	jg11162.t1, jg11162.t2	Em0002g42a
OG0003055	jg15993.t1, jg3474.t1, jg4643.t1, jg7565.t1	Em0009g1144a, Em0009g1138a
OG0003056	jg7557.t1, jg4652.t1, jg4652.t2, jg7557.t2	Em0009g806a, Em0009g790a
OG0003058	jg18071.t1	Em0018g42a
OG0003059	jg16936.t1	Em0018g338a, Em0018g335a, Em1351g1a, Em0018g337a
OG0003060	jg12980.t1, jg26955.t1, jg26949.t1, jg13746.t1	Em0006g1239a, Em0006g1231a
OG0003061	jg4654.t1, jg7555.t1, jg7556.t1, jg4653.t1	Em0009g159a, Em0009g143a
OG0003063	jg5605.t1, jg5825.t1	Em0005g954a, Em0005g932a
OG0003063	jg25345.t1	Em0024g345a, Em0012g364a
OG0003064	jg18078.t1	Em0018g216a, Em0018g227a, Em0018g218a, Em0018g225a
OG0003066	jg20756.t1, jg20756.t2	Em0008g347a
OG0003088	jg25743.t1	Em0001g1901a, Em0001g2130a, Em0001g2129a, Em0001g1830a, Em0001g1818a, Em0004g1717a, Em0004g1720a
OG0003096	jg2200.t1	Em0004g407a
OG0003096	jg4857.t1	Em0005g809a
OG0003096	jg1832.t1	Em0021g360a, Em0001g3018a
OG0003138	jg27724.t1, jg4894.t1, jg15209.t1, jg29964.t1, jg25049.t1, jg16454.t1	Em0010g550a, Em0015g556a
OG0003140	jg26964.t1, jg5341.t1, jg11497.t1, jg11495.t1, jg5346.t1, jg4060.t2, jg4060.t1	Em0011g859a
OG0003143	jg2610.t1	Em0013g1088a, Em0013g1091a, Em0013g1056a, Em0013g1069a, Em0013g1094a, Em0013g1105a, Em0023g729a
OG0003144	jg21431.t1, jg27554.t1, jg21453.t1, jg27503.t1, jg27486.t1, jg1655.t1	Em0162g2a, Em0016g249a
OG0003152	jg12250.t1	Em0021g141a
OG0003153	jg14954.t1, jg14955.t1, jg14958.t1, jg12955.t1, jg10364.t1, jg8605.t1	Em0023g650a, Em0023g665a
OG0003238	jg1435.t1	Em0023g610a, Em0023g611a
OG0003240	jg11031.t1	Em0168g5a, Em0017g495a, Em0008g168a
OG0003241	jg8972.t1	Em0016g275a
OG0003247	jg12032.t1	Em0023g605a
OG0003248	jg8048.t1, jg8047.t1	Em0015g958a, Em0015g955a
OG0003251	jg3598.t1, jg4195.t1	Em0014g809a, Em0014g792a
OG0003252	jg14740.t1	Em0011g417a
OG0003253	jg22384.t1	Em0006g1069a, Em0006g1113a, Em0006g1070a, Em0006g1080a
OG0003254	jg18514.t1	Em0023g533a
OG0003260	jg14585.t1, jg14586.t1	Em0016g660a
OG0003261	jg29037.t1	Em0004g105a, Em0004g1037a
OG0003262	jg20738.t1	Em0151g4a, Em0023g204a
OG0003263	jg26835.t1, jg8279.t1	Em0012g80a, Em0012g79a
OG0003265	jg3545.t1	Em0011g1024a
OG0003266	jg28628.t1, jg29290.t1	Em0018g1152a, Em0018g1151a
OG0003267	jg28637.t1, jg2662.t1	Em0013g828a, Em0013g834a
OG0003269	jg18995.t1	Em0001g93a
OG0003278	jg14662.t1	Em0582g7a, Em0016g935a
OG0003280	jg18536.t1	Em0023g426a
OG0003281	jg18696.t2, jg18696.t1	Em0005g1091a
OG0003283	jg18877.t1	Em0001g1401a
OG0003287	jg17392.t1	Em0003g1863a
OG0003290	jg18325.t1, jg501.t1, jg18323.t1	Em0015g877a
OG0003292	jg18521.t1	Em0023g703a, Em0023g697a
OG0003296	jg17554.t1	Em0005g967a, Em0005g913a, Em0021g634a
OG0003297	jg12749.t1	Em0005g1240a
OG0003299	jg6173.t1	Em0009g1093a
OG0003300	jg30280.t1	Em0011g236a
OG0003300	jg6375.t1, jg6374.t1	Em0011g235a
OG0003303	jg5337.t1, jg26960.t1	Em0011g858a
OG0003305	jg2347.t1, jg2348.t1	Em0013g489a
OG0003306	jg10985.t1	Em0002g1177a
OG0003307	jg14367.t1	Em0015g590a, Em0015g214a, Em0015g230a
OG0003308	jg20564.t1	Em0008g576a
OG0003312	jg12146.t1, jg12147.t1	Em0022g347a
OG0003314	jg20733.t1	Em0023g209a
OG0003315	jg3194.t1, jg9311.t1	Em0011g1052a
OG0003318	jg12255.t1	Em0021g111a
OG0003319	jg7906.t1	Em0008g1190a, Em0008g1173a, Em0131g5a
OG0003320	jg29830.t1	Em0020g74a
OG0003321	jg5972.t1	Em0011g68a, Em1364g1a
OG0003325	jg12743.t1	Em0005g1524a
OG0003327	jg19183.t1	Em0016g1186a, Em0016g1110a
OG0003331	jg11966.t1, jg18267.t1	Em0023g762a
OG0003333	jg11215.t1	Em0018g261a, Em0018g264a
OG0003336	jg17060.t1	Em0015g1132a, Em0015g1150a, Em0015g1134a
OG0003339	jg8957.t1	Em0016g300a
OG0003340	jg13312.t1	Em0009g1191a
OG0003341	jg6013.t1, jg16351.t1, jg13182.t1, jg13235.t1	Em0021g573a
OG0003342	jg19241.t1	Em0001g1078a, Em0001g1104a
OG0003344	jg8342.t1	Em0012g1077a, Em0012g1078a
OG0003345	jg12522.t1, jg9586.t1	Em0005g175a
OG0003346	jg20098.t1	Em0007g816a, Em0007g17a
OG0003347	jg4059.t1	Em0022g177a, Em0022g179a
OG0003348	jg4481.t1	Em0011g6a, Em0011g389a
OG0003349	jg18997.t1	Em0001g215a, Em0001g178a, Em0020g532a
OG0003351	jg8680.t1, jg1249.t1	Em0023g87a
OG0003352	jg8889.t1, jg8889.t2	Em0016g60a
OG0003353	jg6789.t1	Em0011g648a, Em0008g683a
OG0003355	jg23086.t1, jg25319.t1	Em0002g1883a, Em0002g1898a, Em0002g1897a
OG0003356	jg7670.t1	Em0009g612a
OG0003358	jg20550.t1	Em0008g1118a
OG0003359	jg13708.t1	Em0018g239a
OG0003362	jg17075.t2, jg17075.t1	Em0023g950a
OG0003363	jg27427.t1	Em0011g1183a
OG0003368	jg7660.t1, jg7660.t2	Em0009g100a, Em0009g99a
OG0003369	jg14663.t1	Em0016g934a, Em0016g931a
OG0003372	jg11781.t1, jg11781.t2, jg1683.t1, jg21479.t1	Em0018g1126a
OG0003375	jg8172.t2, jg8172.t1	Em0003g1428a
OG0003376	jg23613.t1	Em0016g140a
OG0003379	jg10935.t1	Em0002g1818a, Em0002g1351a, Em0002g1352a, Em0002g1817a
OG0003382	jg25419.t1, jg9620.t1	Em0016g981a
OG0003389	jg4695.t1	Em0022g174a
OG0003390	jg27657.t1	Em0009g980a
OG0003392	jg19048.t1	Em0001g1077a, Em0001g1107a
OG0003393	jg5581.t1, jg7315.t1	Em0014g759a
OG0003394	jg29377.t1, jg29374.t1, jg29372.t1	Em0020g645a
