Orthogroup	Niphates_augustus.hints.aa	Human_UP000005640_9606
OG0003659	jg3397.t1	sp|Q9C002|NMES1_HUMAN, sp|O00483|NDUA4_HUMAN, sp|Q9NRX3|NUA4L_HUMAN
OG0003660	jg3394.t1	sp|Q15365|PCBP1_HUMAN, sp|Q15366|PCBP2_HUMAN, sp|P57721|PCBP3_HUMAN, sp|P57723|PCBP4_HUMAN
OG0003661	jg20279.t1	sp|Q96C90|PP14B_HUMAN, sp|Q8TAE6|PP14C_HUMAN, sp|Q9NXH3|PP14D_HUMAN, sp|Q96A00|PP14A_HUMAN
OG0003662	jg14645.t1	sp|Q8TDX7|NEK7_HUMAN
OG0003663	jg20287.t1	sp|Q9BSG5|RTBDN_HUMAN, sp|A6ND01|JUNO_HUMAN, sp|P15328|FOLR1_HUMAN, sp|P41439|FOLR3_HUMAN, sp|P14207|FOLR2_HUMAN
OG0003664	jg25535.t1, jg3083.t1	sp|Q8N4F7|RN175_HUMAN, sp|Q9H920|RN121_HUMAN
OG0003667	jg8938.t1	sp|Q8IV53|DEN1C_HUMAN, sp|Q8TEH3|DEN1A_HUMAN, sp|Q6P3S1|DEN1B_HUMAN
OG0003668	jg4479.t2, jg4479.t1	sp|Q01780|EXOSX_HUMAN
OG0003670	jg21301.t1, jg17140.t1, jg30343.t1	sp|P27361|MK03_HUMAN, sp|P28482|MK01_HUMAN
OG0003671	jg19354.t1, jg19354.t2, jg13447.t1	sp|Q53HC0|CCD92_HUMAN
OG0003672	jg16635.t1, jg1730.t1	sp|Q9H2M9|RBGPR_HUMAN
OG0003673	jg23787.t1	sp|Q9BVJ7|DUS23_HUMAN, sp|Q9ULE6|PALD_HUMAN
OG0003674	jg18518.t1	sp|P00441|SODC_HUMAN
OG0003676	jg17772.t2, jg17772.t3, jg17772.t1	sp|P42695|CNDD3_HUMAN
OG0003679	jg29727.t1	sp|Q6P474|PDXD2_HUMAN, sp|Q6P996|PDXD1_HUMAN
OG0003680	jg22493.t1, jg26812.t1, jg26788.t1	sp|Q9BS26|ERP44_HUMAN
OG0003681	jg17988.t1	sp|Q9NVN3|RIC8B_HUMAN, sp|Q9NPQ8|RIC8A_HUMAN
OG0003682	jg8128.t1	sp|P78524|DEN2B_HUMAN, sp|Q9ULE3|DEN2A_HUMAN, sp|Q68D51|DEN2C_HUMAN, sp|Q9H6A0|DEN2D_HUMAN
OG0003683	jg9834.t1, jg9836.t1	sp|P28340|DPOD1_HUMAN
OG0003684	jg23043.t1	sp|Q15777|MPPD2_HUMAN, sp|O15442|MPPD1_HUMAN
OG0003685	jg19899.t1, jg19900.t1	sp|P30041|PRDX6_HUMAN
OG0003686	jg27494.t1, jg11796.t1, jg11871.t1, jg15679.t1	sp|Q96MT7|CFA44_HUMAN
OG0003687	jg11567.t1	sp|Q13485|SMAD4_HUMAN
OG0003688	jg22669.t1	sp|P02545|LMNA_HUMAN, sp|Q03252|LMNB2_HUMAN, sp|P20700|LMNB1_HUMAN
OG0003690	jg27456.t1, jg22132.t1	sp|P22612|KAPCG_HUMAN, sp|P22694|KAPCB_HUMAN, sp|P17612|KAPCA_HUMAN
OG0003691	jg28323.t1	sp|Q96PX9|PKH4B_HUMAN, sp|Q58EX7|PKHG4_HUMAN, sp|Q5JYT7|K1755_HUMAN, sp|Q8TER5|ARH40_HUMAN
OG0003692	jg16771.t1, jg6308.t1, jg19919.t1	sp|Q9UM11|FZR1_HUMAN
OG0003693	jg6068.t2, jg1405.t1, jg6068.t1	sp|Q01518|CAP1_HUMAN, sp|P40123|CAP2_HUMAN
OG0003694	jg19918.t1, jg6309.t1, jg6310.t1	sp|Q99848|EBP2_HUMAN
OG0003695	jg10327.t1, jg6233.t1, jg1866.t1	sp|Q99578|RIT2_HUMAN, sp|Q92963|RIT1_HUMAN
OG0003696	jg18028.t1, jg17558.t1	sp|O15121|DEGS1_HUMAN, sp|Q6QHC5|DEGS2_HUMAN
OG0003698	jg29084.t1	sp|Q9UPQ0|LIMC1_HUMAN, sp|Q8WWI1|LMO7_HUMAN, sp|O15231|ZN185_HUMAN, sp|O95171|SCEL_HUMAN
OG0003699	jg20888.t1, jg24095.t1	sp|O60343|TBCD4_HUMAN, sp|Q86TI0|TBCD1_HUMAN
OG0003701	jg30317.t1	sp|P62873|GBB1_HUMAN, sp|Q9HAV0|GBB4_HUMAN, sp|P62879|GBB2_HUMAN, sp|P16520|GBB3_HUMAN
OG0003702	jg8356.t1	sp|Q6H8Q1|ABLM2_HUMAN, sp|O14639|ABLM1_HUMAN, sp|Q08495|DEMA_HUMAN, sp|O94929|ABLM3_HUMAN
OG0003703	jg20889.t1, jg24094.t1	sp|Q8WV99|ZFN2B_HUMAN, sp|Q8N6M9|ZFN2A_HUMAN
OG0003704	jg14537.t1, jg20899.t1, jg24084.t1	sp|Q9Y6N1|COX11_HUMAN
OG0003705	jg8011.t1, jg26664.t1	sp|O43929|ORC4_HUMAN, sp|O00623|PEX12_HUMAN
OG0003706	jg28998.t1	sp|Q2WGN9|GAB4_HUMAN, sp|Q9UQC2|GAB2_HUMAN, sp|Q13480|GAB1_HUMAN, sp|Q8WWW8|GAB3_HUMAN
OG0003709	jg16709.t1, jg20926.t1, jg18888.t1	sp|Q00325|MPCP_HUMAN
OG0003710	jg1351.t1, jg1358.t1, jg9525.t1	sp|P27797|CALR_HUMAN
OG0003711	jg24214.t1	sp|Q9NQ75|CASS4_HUMAN, sp|P56945|BCAR1_HUMAN, sp|Q14511|CASL_HUMAN
OG0003714	jg15927.t1, jg21579.t1, jg15927.t2, jg21579.t2	sp|Q9H777|RNZ1_HUMAN
OG0003715	jg8465.t1	sp|Q8ND76|CCNY_HUMAN, sp|Q8N7R7|CCYL1_HUMAN, sp|Q5T2Q4|CCYL2_HUMAN
OG0003716	jg10732.t1, jg10184.t2, jg10184.t1	sp|O43847|NRDC_HUMAN
OG0003717	jg4529.t1, jg21356.t1	sp|Q9BQF6|SENP7_HUMAN, sp|Q9GZR1|SENP6_HUMAN
OG0003718	jg20831.t1, jg20831.t2	sp|Q96A70|AZIN2_HUMAN, sp|P11926|DCOR_HUMAN
OG0003719	jg12344.t1, jg12344.t2	sp|Q5T5U3|RHG21_HUMAN, sp|Q9P227|RHG23_HUMAN
OG0003720	jg1139.t1, jg4533.t1, jg10500.t1, jg21352.t1	sp|O75934|SPF27_HUMAN
OG0003721	jg20824.t1	sp|Q9H7F0|AT133_HUMAN
OG0003723	jg15758.t1, jg15759.t1	sp|Q6ZT21|TMPPE_HUMAN
OG0003724	jg9535.t1, jg1366.t1, jg25939.t1	sp|P32929|CGL_HUMAN
OG0003725	jg23206.t1	sp|Q9BZ71|PITM3_HUMAN, sp|Q9BZ72|PITM2_HUMAN, sp|O00562|PITM1_HUMAN
OG0003730	jg7640.t1	sp|Q96D96|HVCN1_HUMAN
OG0003731	jg26816.t1, jg26784.t1, jg22489.t1	sp|Q9BU89|DOHH_HUMAN
OG0003732	jg26778.t1, jg26822.t1, jg22483.t1	sp|P56962|STX17_HUMAN
OG0003733	jg15459.t1, jg25587.t1, jg15465.t1, jg15453.t1, jg25582.t1	sp|Q8N5X7|IF4E3_HUMAN
OG0003734	jg26817.t1, jg26783.t1, jg22488.t1	sp|Q99741|CDC6_HUMAN
OG0003735	jg30472.t1, jg19093.t1	sp|P11387|TOP1_HUMAN, sp|Q969P6|TOP1M_HUMAN
OG0003737	jg18847.t1	sp|Q13042|CDC16_HUMAN, sp|P32314|FOXN2_HUMAN, sp|O00409|FOXN3_HUMAN
OG0003739	jg1545.t1, jg1553.t1, jg6010.t1	sp|P49642|PRI1_HUMAN
OG0003740	jg9832.t1, jg9832.t3, jg9832.t2	sp|Q6NUS6|TECT3_HUMAN
OG0003741	jg5963.t1, jg504.t1	sp|O60729|CC14B_HUMAN, sp|A4D256|CC14C_HUMAN, sp|Q9UNH5|CC14A_HUMAN
OG0003742	jg17085.t1	sp|O75153|CLU_HUMAN
OG0003743	jg12688.t1	sp|Q92530|PSMF1_HUMAN
OG0003745	jg18092.t1, jg28015.t1, jg21642.t1	sp|P49281|NRAM2_HUMAN
OG0003747	jg14680.t1	sp|Q13822|ENPP2_HUMAN, sp|O14638|ENPP3_HUMAN, sp|P22413|ENPP1_HUMAN
OG0003749	jg7684.t1, jg12576.t1, jg23390.t1	sp|Q8NEF9|SRFB1_HUMAN
OG0003750	jg7136.t1	sp|Q8N9W6|BOLL_HUMAN
OG0003750	jg28047.t1	sp|Q9GZT3|SLIRP_HUMAN
OG0003751	jg12578.t1, jg23392.t1, jg7686.t1	sp|Q6P161|RM54_HUMAN
OG0003752	jg10700.t1	sp|Q96AY4|TTC28_HUMAN
OG0003753	jg3769.t1, jg4352.t1	sp|P0DN76|U2AF5_HUMAN, sp|Q01081|U2AF1_HUMAN
OG0003754	jg7682.t1, jg12574.t1	sp|Q9NZ09|UBAP1_HUMAN, sp|F5GYI3|UBA1L_HUMAN
OG0003755	jg10687.t1	sp|Q6ZTN6|AN13D_HUMAN, sp|Q86YJ7|AN13B_HUMAN
OG0003756	jg9805.t1, jg17778.t1, jg22256.t1	sp|Q16851|UGPA_HUMAN
OG0003757	jg26997.t1, jg2964.t1, jg1314.t1	sp|Q6P2Q9|PRP8_HUMAN
OG0003758	jg2866.t1	sp|Q8IZH2|XRN1_HUMAN
OG0003759	jg15066.t1, jg10463.t1	sp|Q8NBV4|PLPP7_HUMAN, sp|Q8IY26|PLPP6_HUMAN
OG0003760	jg24322.t1, jg6250.t1	sp|P22415|USF1_HUMAN, sp|Q15853|USF2_HUMAN
OG0003761	jg17564.t1, jg17564.t2	sp|Q9NRA8|4ET_HUMAN
OG0003762	jg10693.t1	sp|Q8WUJ1|NEUFC_HUMAN
OG0003765	jg7451.t1, jg8067.t1, jg16997.t1, jg7451.t2	sp|Q9H6F5|CCD86_HUMAN
OG0003766	jg19425.t1, jg2368.t1, jg25910.t1, jg25920.t1	sp|P38646|GRP75_HUMAN
OG0003767	jg2223.t1	sp|Q5T9A4|ATD3B_HUMAN, sp|Q9NVI7|ATD3A_HUMAN, sp|Q5T2N8|ATD3C_HUMAN
OG0003768	jg12190.t1	sp|Q9UKA8|RCAN3_HUMAN, sp|Q14206|RCAN2_HUMAN, sp|P53805|RCAN1_HUMAN
OG0003769	jg8361.t1	sp|P14598|NCF1_HUMAN, sp|A8MVU1|NCF1C_HUMAN, sp|A6NI72|NCF1B_HUMAN, sp|A1X283|SPD2B_HUMAN, sp|Q5TCZ1|SPD2A_HUMAN
OG0003771	jg12495.t1	sp|Q6P4R8|NFRKB_HUMAN
OG0003772	jg12506.t1, jg12507.t1	sp|Q8IYP9|ZDH23_HUMAN
OG0003773	jg5925.t1, jg857.t1	sp|Q99963|SH3G3_HUMAN, sp|Q99962|SH3G2_HUMAN, sp|Q99961|SH3G1_HUMAN
OG0003774	jg3418.t1	sp|Q9BV79|MECR_HUMAN, sp|O75391|SPAG7_HUMAN
OG0003775	jg30546.t1, jg3118.t1, jg30546.t2	sp|Q96I15|SCLY_HUMAN
OG0003776	jg11244.t1, jg11244.t2	sp|Q8TCS8|PNPT1_HUMAN
OG0003777	jg19073.t1	sp|Q5VW36|FOCAD_HUMAN
OG0003778	jg8304.t1, jg8306.t1, jg8302.t1, jg8308.t1	sp|Q7Z7H8|RM10_HUMAN
OG0003780	jg6188.t1, jg945.t1	sp|P41240|CSK_HUMAN
OG0003781	jg8734.t1, jg25504.t1, jg2995.t1	sp|Q9H694|BICC1_HUMAN
OG0003784	jg12714.t1, jg12715.t1, jg12716.t1	sp|Q6Y1H2|HACD2_HUMAN, sp|B0YJ81|HACD1_HUMAN
OG0003785	jg10728.t1	sp|Q5VYV0|FOXB2_HUMAN, sp|Q99853|FOXB1_HUMAN
OG0003786	jg22723.t1, jg16747.t1	sp|Q9H2Y7|ZN106_HUMAN
OG0003787	jg6194.t1	sp|Q9BVS4|RIOK2_HUMAN
OG0003788	jg19931.t1	sp|Q8TBE0|BAHD1_HUMAN
OG0003789	jg11936.t1	sp|Q5HYJ3|FA76B_HUMAN, sp|Q8TAV0|FA76A_HUMAN
OG0003791	jg14145.t1, jg17137.t1, jg8588.t1	sp|Q9UMY4|SNX12_HUMAN, sp|O60493|SNX3_HUMAN
OG0003792	jg12525.t1, jg9588.t1	sp|O00233|PSMD9_HUMAN
OG0003793	jg11127.t1	sp|O14990|IPP2C_HUMAN, sp|Q96PQ5|IPP2L_HUMAN, sp|Q6NXS1|IPP2B_HUMAN, sp|P41236|IPP2_HUMAN
OG0003794	jg12351.t1	sp|O75533|SF3B1_HUMAN
OG0003795	jg4329.t1	sp|Q01813|PFKAP_HUMAN, sp|P08237|PFKAM_HUMAN, sp|P17858|PFKAL_HUMAN
OG0003796	jg11101.t1	sp|Q6ZS17|RIPR1_HUMAN, sp|Q96MK2|RIPR3_HUMAN, sp|Q9Y4F9|RIPR2_HUMAN
OG0003797	jg24525.t1, jg10203.t1	sp|A6NHX0|CAST2_HUMAN, sp|Q8NAP1|CAST3_HUMAN, sp|Q8WTX7|CAST1_HUMAN
OG0003798	jg10213.t1	sp|Q9UBK9|UXT_HUMAN
OG0003799	jg10222.t1	sp|Q9GZT8|NIF3L_HUMAN
OG0003799	jg10221.t1	sp|Q9Y6E7|SIR4_HUMAN
OG0003800	jg11104.t1, jg20507.t1, jg11249.t1	sp|Q96HL8|SH3Y1_HUMAN
OG0003801	jg12292.t1, jg4165.t1	sp|P62987|RL40_HUMAN
OG0003802	jg4308.t1	sp|Q96M98|PACRG_HUMAN
OG0003803	jg12031.t1	sp|Q96A09|TET5B_HUMAN, sp|Q96IP4|TET5A_HUMAN, sp|Q5VWP2|TET5C_HUMAN, sp|Q8NEK8|TET5D_HUMAN
OG0003804	jg7010.t1	sp|Q00266|METK1_HUMAN, sp|P31153|METK2_HUMAN
OG0003805	jg8113.t1	sp|Q13322|GRB10_HUMAN, sp|Q14451|GRB7_HUMAN, sp|Q14449|GRB14_HUMAN
OG0003806	jg10201.t1, jg24523.t1	sp|Q6ICB4|SESQ2_HUMAN, sp|Q8N4B1|SESQ1_HUMAN
OG0003808	jg4313.t1	sp|Q9H0F7|ARL6_HUMAN
OG0003811	jg11140.t1	sp|P62910|RL32_HUMAN, sp|Q96C34|RUND1_HUMAN
OG0003812	jg7993.t1, jg7992.t1, jg26651.t1, jg22268.t1	sp|O60934|NBN_HUMAN
OG0003813	jg8114.t1	sp|P11234|RALB_HUMAN, sp|P11233|RALA_HUMAN
OG0003814	jg19233.t1	sp|Q9UKW4|VAV3_HUMAN, sp|P15498|VAV_HUMAN, sp|P52735|VAV2_HUMAN
OG0003815	jg13808.t1	sp|Q96RR4|KKCC2_HUMAN, sp|Q8N5S9|KKCC1_HUMAN
OG0003816	jg30529.t1, jg3135.t1	sp|P20248|CCNA2_HUMAN, sp|P78396|CCNA1_HUMAN
OG0003817	jg29118.t1, jg29118.t2	sp|Q96EY1|DNJA3_HUMAN
OG0003818	jg22276.t1, jg7990.t1, jg26649.t1, jg22270.t1	sp|Q01831|XPC_HUMAN
OG0003819	jg19975.t1, jg19974.t1	sp|Q9Y6Q2|STON1_HUMAN, sp|Q8WXE9|STON2_HUMAN
OG0003820	jg19968.t1	sp|Q9BUJ2|HNRL1_HUMAN, sp|Q1KMD3|HNRL2_HUMAN, sp|Q00839|HNRPU_HUMAN
OG0003821	jg19977.t1	sp|P16473|TSHR_HUMAN, sp|P23945|FSHR_HUMAN, sp|P22888|LSHR_HUMAN
OG0003822	jg19961.t1	sp|P81133|SIM1_HUMAN, sp|Q14190|SIM2_HUMAN, sp|Q99742|NPAS1_HUMAN, sp|Q8IXF0|NPAS3_HUMAN
OG0003823	jg14745.t1	sp|O75369|FLNB_HUMAN, sp|P21333|FLNA_HUMAN, sp|Q14315|FLNC_HUMAN
OG0003825	jg26752.t1, jg205.t1	sp|P07814|SYEP_HUMAN
OG0003826	jg12182.t1	sp|Q7Z3S7|CA2D4_HUMAN, sp|Q8IZS8|CA2D3_HUMAN, sp|P54289|CA2D1_HUMAN, sp|Q9NY47|CA2D2_HUMAN
OG0003827	jg14415.t1, jg14415.t2	sp|Q93084|AT2A3_HUMAN, sp|O14983|AT2A1_HUMAN, sp|P16615|AT2A2_HUMAN
OG0003828	jg29090.t1	sp|Q16280|CNGA2_HUMAN, sp|P29973|CNGA1_HUMAN, sp|Q16281|CNGA3_HUMAN
OG0003830	jg17537.t1	sp|Q9NXJ5|PGPI_HUMAN, sp|A6NFU8|PGPIL_HUMAN
OG0003831	jg11228.t2, jg11228.t1	sp|P00167|CYB5_HUMAN, sp|O43169|CYB5B_HUMAN
OG0003832	jg20066.t1, jg20067.t1	sp|Q9BVG9|PTSS2_HUMAN, sp|P48651|PTSS1_HUMAN
OG0003834	jg10929.t1, jg28435.t1	sp|Q9BXW4|MLP3C_HUMAN
OG0003835	jg28493.t2, jg28493.t1	sp|O14678|ABCD4_HUMAN
OG0003836	jg11245.t1	sp|Q8N2H9|PELI3_HUMAN, sp|Q9HAT8|PELI2_HUMAN, sp|Q96FA3|PELI1_HUMAN
OG0003837	jg29641.t1	sp|P46734|MP2K3_HUMAN, sp|P52564|MP2K6_HUMAN
OG0003838	jg10527.t1, jg3043.t3, jg3043.t2	sp|P15056|BRAF_HUMAN, sp|P10398|ARAF_HUMAN
OG0003841	jg28434.t1	sp|Q9H1B4|NXF5_HUMAN, sp|Q9GZY0|NXF2_HUMAN, sp|Q9H4D5|NXF3_HUMAN, sp|Q9UBU9|NXF1_HUMAN
OG0003842	jg17415.t1	sp|Q14008|CKAP5_HUMAN
OG0003843	jg18771.t1	sp|Q6P2P2|ANM9_HUMAN
OG0003844	jg13897.t1	sp|Q96QT6|PHF12_HUMAN
OG0003845	jg13448.t1, jg19353.t1	sp|Q9H900|ZWILC_HUMAN, sp|A8MSI8|LYRM9_HUMAN
OG0003846	jg4000.t1, jg22251.t1, jg4022.t1	sp|Q8NEE8|TTC16_HUMAN
OG0003847	jg12698.t1	sp|Q9H4M7|PKHA4_HUMAN, sp|Q6IQ23|PKHA7_HUMAN, sp|Q9Y2H5|PKHA6_HUMAN, sp|Q9HAU0|PKHA5_HUMAN
OG0003848	jg23665.t1, jg23663.t1, jg23668.t1	sp|Q07864|DPOE1_HUMAN
OG0003849	jg21016.t1, jg3011.t1	sp|O94761|RECQ4_HUMAN
OG0003851	jg26722.t1, jg26721.t1	sp|P54922|ADPRH_HUMAN
OG0003852	jg28416.t1, jg28414.t1	sp|Q49AR2|CE022_HUMAN
OG0003855	jg18298.t1	sp|Q5T0N5|FBP1L_HUMAN, sp|Q15642|CIP4_HUMAN, sp|Q96RU3|FNBP1_HUMAN
OG0003856	jg15145.t1, jg1531.t1, jg26475.t1	sp|O75052|CAPON_HUMAN
OG0003857	jg17384.t1	sp|O43895|XPP2_HUMAN
OG0003858	jg8866.t1	sp|P61764|STXB1_HUMAN, sp|Q15833|STXB2_HUMAN
OG0003859	jg26476.t1, jg1529.t1, jg15144.t1	sp|Q9Y6A1|POMT1_HUMAN
OG0003860	jg22334.t1, jg4220.t1	sp|P36915|GNL1_HUMAN
OG0003861	jg28376.t1, jg28374.t1	sp|Q8N9N8|EIF1A_HUMAN
OG0003862	jg13278.t1	sp|O00154|BACH_HUMAN, sp|Q6ZUV0|BACHL_HUMAN
OG0003863	jg10048.t1, jg10045.t1, jg592.t1	sp|Q86VU5|CMTD1_HUMAN
OG0003864	jg17515.t1	sp|Q16534|HLF_HUMAN, sp|Q10587|TEF_HUMAN, sp|Q10586|DBP_HUMAN
OG0003866	jg591.t1, jg10044.t1, jg10047.t1	sp|Q16820|MEP1B_HUMAN, sp|Q16819|MEP1A_HUMAN
OG0003867	jg13276.t1	sp|Q5VTE0|EF1A3_HUMAN, sp|P68104|EF1A1_HUMAN, sp|Q05639|EF1A2_HUMAN
OG0003868	jg17383.t1	sp|Q16621|NFE2_HUMAN, sp|Q16236|NF2L2_HUMAN, sp|Q14494|NF2L1_HUMAN, sp|Q9Y4A8|NF2L3_HUMAN
OG0003869	jg22765.t1, jg16756.t1	tr|A0A1B0GUL7|A0A1B0GUL7_HUMAN, sp|P36507|MP2K2_HUMAN, sp|Q02750|MP2K1_HUMAN
OG0003871	jg23483.t1	sp|Q96AC1|FERM2_HUMAN, sp|Q9BQL6|FERM1_HUMAN, sp|Q86UX7|URP2_HUMAN
OG0003872	jg10772.t1	sp|P49756|RBM25_HUMAN
OG0003873	jg3638.t1, jg3635.t2, jg3635.t1	sp|Q9Y485|DMXL1_HUMAN, sp|Q8TDJ6|DMXL2_HUMAN
OG0003874	jg13715.t1	sp|A1XBS5|FA92A_HUMAN, sp|Q6ZTR7|CBAR2_HUMAN
OG0003876	jg25320.t1	sp|P24298|ALAT1_HUMAN, sp|Q8TD30|ALAT2_HUMAN
OG0003878	jg29516.t1	sp|Q8NA61|CBY2_HUMAN, sp|A6NI87|CBY3_HUMAN, sp|Q9Y3M2|CBY1_HUMAN
OG0003879	jg13398.t1, jg13396.t1	sp|P60520|GBRL2_HUMAN
OG0003880	jg29629.t1, jg29628.t1, jg29696.t1	sp|Q92949|FOXJ1_HUMAN
OG0003882	jg2433.t1	sp|Q96IR7|HPDL_HUMAN
OG0003883	jg23324.t1, jg27247.t1, jg29674.t2, jg29674.t1	sp|Q53G59|KLH12_HUMAN
OG0003884	jg11665.t1	sp|Q496J9|SV2C_HUMAN, sp|Q7L1I2|SV2B_HUMAN, sp|Q7L0J3|SV2A_HUMAN
OG0003885	jg2376.t1	sp|Q6P4Q7|CNNM4_HUMAN, sp|Q9H8M5|CNNM2_HUMAN, sp|Q8NE01|CNNM3_HUMAN, sp|Q9NRU3|CNNM1_HUMAN
OG0003886	jg18019.t1	sp|Q96L73|NSD1_HUMAN, sp|Q9BZ95|NSD3_HUMAN, sp|O96028|NSD2_HUMAN
OG0003888	jg7261.t1, jg24783.t1, jg9044.t1	sp|Q8N4L2|PP4P2_HUMAN, sp|Q86T03|PP4P1_HUMAN
OG0003889	jg20758.t1	sp|Q6IPT4|NB5R5_HUMAN
OG0003890	jg6724.t1, jg2216.t1	sp|Q9BVV7|TIM21_HUMAN
OG0003892	jg1482.t1, jg27762.t1, jg6022.t1	sp|Q13574|DGKZ_HUMAN, sp|O75912|DGKI_HUMAN
OG0003894	jg28205.t1, jg28201.t1	sp|Q6FI81|CPIN1_HUMAN
OG0003895	jg27764.t1, jg6020.t1, jg1480.t1	sp|O75386|TULP3_HUMAN, sp|P50607|TUB_HUMAN
OG0003896	jg19367.t1, jg13432.t1	sp|Q96Q80|DERL3_HUMAN, sp|Q9GZP9|DERL2_HUMAN
OG0003897	jg11528.t1	sp|Q96DF8|ESS2_HUMAN, sp|O95249|GOSR1_HUMAN
OG0003898	jg18501.t1	sp|Q9NRD9|DUOX1_HUMAN, sp|Q9NRD8|DUOX2_HUMAN
OG0003899	jg18493.t1	sp|Q15349|KS6A2_HUMAN, sp|Q9UK32|KS6A6_HUMAN, sp|P51812|KS6A3_HUMAN, sp|Q15418|KS6A1_HUMAN
OG0003900	jg23083.t1	sp|O95759|TBCD8_HUMAN, sp|Q0IIM8|TBC8B_HUMAN, sp|Q6ZT07|TBCD9_HUMAN, sp|Q66K14|TBC9B_HUMAN
OG0003901	jg14456.t1, jg14456.t2, jg10869.t1	sp|Q9UJ70|NAGK_HUMAN
OG0003902	jg9102.t1	sp|Q96NT0|CC115_HUMAN
OG0003904	jg2464.t1, jg2463.t1	sp|Q92878|RAD50_HUMAN
OG0003905	jg2457.t1	sp|A4D1P6|WDR91_HUMAN
OG0003906	jg28177.t1	sp|Q14498|RBM39_HUMAN, sp|Q86U06|RBM23_HUMAN
OG0003907	jg3632.t1, jg9110.t1, jg21975.t1	sp|Q16539|MK14_HUMAN
OG0003908	jg2319.t1	sp|P18146|EGR1_HUMAN, sp|Q06889|EGR3_HUMAN, sp|P11161|EGR2_HUMAN
OG0003909	jg28473.t1, jg28472.t1, jg28474.t1	sp|O14734|ACOT8_HUMAN
OG0003910	jg13329.t1	sp|Q9BTC8|MTA3_HUMAN, sp|Q13330|MTA1_HUMAN, sp|O94776|MTA2_HUMAN
OG0003911	jg2454.t1	sp|P0DJG4|THEGL_HUMAN
OG0003912	jg2448.t1, jg2449.t1	sp|O43301|HS12A_HUMAN, sp|Q96MM6|HS12B_HUMAN
OG0003914	jg2801.t1, jg2801.t2	sp|Q9P0J7|KCMF1_HUMAN
OG0003915	jg12214.t1	sp|Q5U3C3|TM164_HUMAN
OG0003916	jg2763.t1	sp|O43623|SNAI2_HUMAN, sp|O95863|SNAI1_HUMAN, sp|Q3KNW1|SNAI3_HUMAN
OG0003917	jg7111.t1	sp|Q8TBX8|PI42C_HUMAN, sp|P48426|PI42A_HUMAN, sp|P78356|PI42B_HUMAN
OG0003918	jg25784.t1, jg5935.t1, jg24176.t1	sp|Q8N7E2|CBLL2_HUMAN, sp|Q75N03|HAKAI_HUMAN
OG0003919	jg24704.t1, jg24692.t1, jg22619.t1, jg30310.t1	sp|Q13426|XRCC4_HUMAN
OG0003920	jg9108.t1, jg21977.t1	sp|P51854|TKTL1_HUMAN, sp|Q9H0I9|TKTL2_HUMAN, sp|P29401|TKT_HUMAN
OG0003921	jg7186.t1	sp|P33176|KINH_HUMAN, sp|Q12840|KIF5A_HUMAN, sp|O60282|KIF5C_HUMAN
OG0003922	jg12914.t1, jg1289.t1	sp|O95400|CD2B2_HUMAN
OG0003923	jg5933.t1, jg25786.t1, jg24178.t1	sp|O95674|CDS2_HUMAN, sp|Q92903|CDS1_HUMAN
OG0003924	jg25795.t1, jg24193.t1, jg24184.t1, jg19402.t1	sp|Q53GS9|SNUT2_HUMAN
OG0003925	jg7125.t2, jg7125.t1	sp|Q92830|KAT2A_HUMAN, sp|Q92831|KAT2B_HUMAN
OG0003926	jg26088.t1, jg6878.t1	sp|Q9UBU7|DBF4A_HUMAN, sp|Q8NFT6|DBF4B_HUMAN
OG0003927	jg17909.t2, jg17909.t3, jg17909.t1	sp|Q92793|CBP_HUMAN, sp|Q09472|EP300_HUMAN
OG0003928	jg2737.t1	sp|P24844|MYL9_HUMAN
OG0003929	jg4054.t1	sp|O60312|AT10A_HUMAN, sp|O94823|AT10B_HUMAN, sp|Q9P241|AT10D_HUMAN, sp|Q9Y2Q0|AT8A1_HUMAN
OG0003930	jg2498.t1	sp|O60306|AQR_HUMAN
OG0003931	jg7129.t2, jg7129.t1	sp|Q13561|DCTN2_HUMAN, sp|Q5UIP0|RIF1_HUMAN
OG0003932	jg3701.t2, jg3701.t1	sp|P46976|GLYG_HUMAN
OG0003933	jg7076.t1	sp|Q6ZWH5|NEK10_HUMAN
OG0003934	jg12894.t1, jg12883.t1, jg1271.t1, jg1278.t1, jg12897.t1	sp|P32321|DCTD_HUMAN
OG0003935	jg8400.t1	sp|Q5H9R7|PP6R3_HUMAN, sp|Q9UPN7|PP6R1_HUMAN, sp|O75170|PP6R2_HUMAN
OG0003936	jg17904.t1	sp|Q96PY6|NEK1_HUMAN, sp|Q6P3R8|NEK5_HUMAN
OG0003937	jg22202.t1, jg22191.t1, jg3430.t1, jg3430.t2	sp|O60841|IF2P_HUMAN
OG0003938	jg1225.t1, jg8656.t1	sp|Q8IZJ6|TDH_HUMAN
OG0003939	jg2478.t1	sp|Q9UMR5|PPT2_HUMAN
OG0003940	jg20639.t1	sp|O43315|AQP9_HUMAN
OG0003941	jg7908.t1	sp|Q96IF1|AJUBA_HUMAN, sp|A6NIX2|WTIP_HUMAN, sp|Q9UGP4|LIMD1_HUMAN, sp|Q15654|TRIP6_HUMAN, sp|Q93052|LPP_HUMAN
OG0003942	jg25611.t1, jg26980.t1, jg24137.t1	sp|P49591|SYSC_HUMAN
