Orthogroup	Niphates_augustus.hints.aa	Amphimedon_UP000007879_400682
OG0006585	jg12666.t1	tr|A0A1X7UB52|A0A1X7UB52_AMPQE
OG0006586	jg18692.t1	tr|A0A1X7UBC8|A0A1X7UBC8_AMPQE
OG0006587	jg25707.t1, jg5713.t1, jg5714.t1, jg9718.t1	tr|A0A1X7UBD0|A0A1X7UBD0_AMPQE
OG0006588	jg949.t1	tr|A0A1X7UBE2|A0A1X7UBE2_AMPQE
OG0006589	jg12672.t1	tr|A0A1X7UBG7|A0A1X7UBG7_AMPQE
OG0006590	jg30035.t1	tr|A0A1X7UBY0|A0A1X7UBY0_AMPQE, tr|A0A1X7UZS4|A0A1X7UZS4_AMPQE, tr|A0A1X7UBG9|A0A1X7UBG9_AMPQE
OG0006591	jg17552.t1	tr|A0A1X7UBJ1|A0A1X7UBJ1_AMPQE
OG0006592	jg28313.t1	tr|A0A1X7UBK7|A0A1X7UBK7_AMPQE
OG0006593	jg28315.t1	tr|A0A1X7UBP2|A0A1X7UBP2_AMPQE
OG0006594	jg6001.t1, jg567.t1	tr|A0A1X7UBS4|A0A1X7UBS4_AMPQE
OG0006595	jg16038.t1	tr|A0A1X7UBT2|A0A1X7UBT2_AMPQE
OG0006596	jg18693.t1	tr|A0A1X7UBV1|A0A1X7UBV1_AMPQE
OG0006597	jg19924.t1, jg6303.t1	tr|A0A1X7UC08|A0A1X7UC08_AMPQE
OG0006598	jg12667.t1	tr|A0A1X7UC13|A0A1X7UC13_AMPQE
OG0006599	jg21935.t1, jg27277.t1	tr|A0A1X7UC50|A0A1X7UC50_AMPQE, tr|A0A1X7UK76|A0A1X7UK76_AMPQE
OG0006600	jg20022.t1, jg3366.t1	tr|A0A1X7UCE3|A0A1X7UCE3_AMPQE
OG0006601	jg20030.t1, jg3371.t1	tr|A0A1X7UCG3|A0A1X7UCG3_AMPQE
OG0006602	jg30206.t1, jg11299.t1	tr|A0A1X7UCM4|A0A1X7UCM4_AMPQE
OG0006603	jg3370.t1, jg20031.t1	tr|A0A1X7UCT0|A0A1X7UCT0_AMPQE
OG0006604	jg6007.t1	tr|A0A1X7UD30|A0A1X7UD30_AMPQE
OG0006605	jg29006.t1	tr|A0A1X7UD44|A0A1X7UD44_AMPQE
OG0006606	jg3362.t1, jg20027.t1	tr|A0A1X7UD81|A0A1X7UD81_AMPQE
OG0006607	jg20021.t1, jg3367.t1	tr|A0A1X7UD93|A0A1X7UD93_AMPQE
OG0006608	jg30314.t1, jg24689.t1, jg22616.t1	tr|A0A1X7UDA7|A0A1X7UDA7_AMPQE
OG0006609	jg7216.t1	tr|A0A1X7UDB5|A0A1X7UDB5_AMPQE
OG0006610	jg13827.t1	tr|A0A1X7UDI1|A0A1X7UDI1_AMPQE
OG0006611	jg16212.t1, jg15563.t1	tr|A0A1X7UDI9|A0A1X7UDI9_AMPQE
OG0006612	jg18711.t1	tr|A0A1X7UDJ3|A0A1X7UDJ3_AMPQE
OG0006613	jg16209.t1, jg15560.t1	tr|A0A1X7UDJ4|A0A1X7UDJ4_AMPQE
OG0006614	jg8426.t2, jg8426.t1	tr|A0A1X7V8K0|A0A1X7V8K0_AMPQE, tr|A0A1X7UDT0|A0A1X7UDT0_AMPQE
OG0006615	jg23387.t1, jg2858.t1	tr|A0A1X7UDT1|A0A1X7UDT1_AMPQE
OG0006616	jg8518.t1, jg26856.t1	tr|A0A1X7UDV5|A0A1X7UDV5_AMPQE
OG0006617	jg8273.t1	tr|A0A1X7UDX5|A0A1X7UDX5_AMPQE
OG0006618	jg8349.t1	tr|A0A1X7UDY4|A0A1X7UDY4_AMPQE
OG0006619	jg14325.t1	tr|A0A1X7UFG1|A0A1X7UFG1_AMPQE, tr|A0A1X7UE13|A0A1X7UE13_AMPQE, tr|A0A1X7UEX8|A0A1X7UEX8_AMPQE
OG0006620	jg20894.t1, jg24089.t1	tr|A0A1X7UE29|A0A1X7UE29_AMPQE
OG0006621	jg16210.t1, jg15561.t1	tr|A0A1X7UE31|A0A1X7UE31_AMPQE
OG0006622	jg15557.t1, jg16206.t1	tr|A0A1X7UE37|A0A1X7UE37_AMPQE
OG0006623	jg14601.t1	tr|A0A1X7UEP5|A0A1X7UEP5_AMPQE, tr|A0A1X7UE49|A0A1X7UE49_AMPQE, tr|A0A1X7UFK1|A0A1X7UFK1_AMPQE
OG0006624	jg24088.t1, jg20895.t1	tr|A0A1X7UE51|A0A1X7UE51_AMPQE
OG0006625	jg23230.t1	tr|A0A1X7UE53|A0A1X7UE53_AMPQE
OG0006626	jg27193.t1	tr|A0A1X7UED4|A0A1X7UED4_AMPQE
OG0006627	jg14417.t1	tr|A0A1X7UEE1|A0A1X7UEE1_AMPQE, tr|A0A1X7V3J4|A0A1X7V3J4_AMPQE
OG0006628	jg8516.t1	tr|A0A1X7UEE4|A0A1X7UEE4_AMPQE
OG0006629	jg24213.t1	tr|A0A1X7UEN7|A0A1X7UEN7_AMPQE
OG0006630	jg14604.t1	tr|A0A1X7UF29|A0A1X7UF29_AMPQE, tr|A0A1X7UEP1|A0A1X7UEP1_AMPQE
OG0006631	jg8425.t1	tr|A0A1X7UEP8|A0A1X7UEP8_AMPQE
OG0006632	jg8415.t1	tr|A0A1X7UER0|A0A1X7UER0_AMPQE
OG0006633	jg13828.t1	tr|A0A1X7UEU6|A0A1X7UEU6_AMPQE
OG0006634	jg8437.t1	tr|A0A1X7UEV3|A0A1X7UEV3_AMPQE
OG0006635	jg16207.t1, jg15558.t1	tr|A0A1X7UEW1|A0A1X7UEW1_AMPQE
OG0006636	jg14602.t1	tr|A0A1X7UFL1|A0A1X7UFL1_AMPQE, tr|A0A1X7UF19|A0A1X7UF19_AMPQE
OG0006637	jg15859.t1	tr|A0A1X7UF30|A0A1X7UF30_AMPQE
OG0006638	jg22114.t1	tr|A0A1X7UF38|A0A1X7UF38_AMPQE, tr|A0A1X7UG03|A0A1X7UG03_AMPQE
OG0006639	jg8414.t1	tr|A0A1X7UF63|A0A1X7UF63_AMPQE
OG0006640	jg26984.t1, jg24995.t1, jg13422.t1	tr|A0A1X7UF88|A0A1X7UF88_AMPQE
OG0006641	jg22444.t1	tr|A0A1X7UF91|A0A1X7UF91_AMPQE, tr|A0A1X7VNA2|A0A1X7VNA2_AMPQE
OG0006642	jg3165.t1, jg25647.t1, jg25649.t1, jg25646.t1	tr|A0A1X7UFA0|A0A1X7UFA0_AMPQE
OG0006643	jg8517.t1	tr|A0A1X7UFA4|A0A1X7UFA4_AMPQE
OG0006644	jg8439.t1	tr|A0A1X7UFC7|A0A1X7UFC7_AMPQE
OG0006645	jg13084.t1, jg14120.t1	tr|A0A1X7UG98|A0A1X7UG98_AMPQE, tr|A0A1X7UFE1|A0A1X7UFE1_AMPQE
OG0006646	jg8012.t1, jg26665.t1	tr|A0A1X7UFR8|A0A1X7UFR8_AMPQE
OG0006647	jg20089.t1, jg1103.t1, jg1101.t1, jg1100.t1	tr|A0A1X7UFS8|A0A1X7UFS8_AMPQE
OG0006648	jg14688.t1, jg30125.t1	tr|A0A1X7UFT1|A0A1X7UFT1_AMPQE
OG0006649	jg26666.t1, jg8013.t1	tr|A0A1X7UFU2|A0A1X7UFU2_AMPQE
OG0006650	jg8017.t1, jg26669.t1	tr|A0A1X7UFU7|A0A1X7UFU7_AMPQE
OG0006651	jg9533.t1, jg1364.t1	tr|A0A1X7UFW7|A0A1X7UFW7_AMPQE
OG0006652	jg3235.t1	tr|A0A1X7UFX0|A0A1X7UFX0_AMPQE
OG0006653	jg22658.t1, jg16779.t1, jg27019.t1	tr|A0A1X7UGV2|A0A1X7UGV2_AMPQE, tr|A0A1X7UFY7|A0A1X7UFY7_AMPQE
OG0006655	jg22662.t1	tr|A0A1X7UG12|A0A1X7UG12_AMPQE
OG0006656	jg21357.t1, jg4528.t1	tr|A0A1X7UG22|A0A1X7UG22_AMPQE
OG0006657	jg1095.t1, jg4941.t1	tr|A0A1X7UG41|A0A1X7UG41_AMPQE
OG0006658	jg8435.t1	tr|A0A1X7UG88|A0A1X7UG88_AMPQE
OG0006659	jg19304.t1	tr|A0A1X7UG91|A0A1X7UG91_AMPQE
OG0006660	jg24571.t1	tr|A0A1X7V0J7|A0A1X7V0J7_AMPQE, tr|A0A1X7UZB7|A0A1X7UZB7_AMPQE, tr|A0A1X7UG94|A0A1X7UG94_AMPQE
OG0006661	jg2715.t1, jg2718.t2, jg2718.t1, jg2742.t1	tr|A0A1X7UG96|A0A1X7UG96_AMPQE
OG0006662	jg8433.t1	tr|A0A1X7UGB0|A0A1X7UGB0_AMPQE
OG0006663	jg3272.t1, jg8619.t1	tr|A0A1X7UGP8|A0A1X7UGP8_AMPQE, tr|A0A1X7UGB9|A0A1X7UGB9_AMPQE
OG0006664	jg12011.t1	tr|A0A1X7UGF0|A0A1X7UGF0_AMPQE
OG0006665	jg22113.t1	tr|A0A1X7UGG7|A0A1X7UGG7_AMPQE
OG0006666	jg3709.t1	tr|A0A1X7UGK6|A0A1X7UGK6_AMPQE
OG0006667	jg1097.t1, jg4939.t1	tr|A0A1X7UGM4|A0A1X7UGM4_AMPQE
OG0006668	jg4980.t1, jg10409.t1	tr|A0A1X7UGN4|A0A1X7UGN4_AMPQE
OG0006669	jg12417.t1, jg20371.t1	tr|A0A1X7UGN5|A0A1X7UGN5_AMPQE
OG0006670	jg19803.t1, jg21593.t1, jg19810.t1, jg21594.t1	tr|A0A1X7UGU7|A0A1X7UGU7_AMPQE
OG0006671	jg14522.t1	tr|A0A1X7UGV4|A0A1X7UGV4_AMPQE
OG0006672	jg25941.t1	tr|A0A1X7UGY3|A0A1X7UGY3_AMPQE
OG0006673	jg20664.t1	tr|A0A1X7UGY8|A0A1X7UGY8_AMPQE
OG0006674	jg6863.t1, jg25260.t1, jg16286.t1, jg13492.t1	tr|A0A1X7UGZ8|A0A1X7UGZ8_AMPQE
OG0006675	jg9876.t1	tr|A0A1X7UH51|A0A1X7UH51_AMPQE
OG0006676	jg22660.t1	tr|A0A1X7UHE6|A0A1X7UHE6_AMPQE
OG0006677	jg1096.t1, jg4940.t1	tr|A0A1X7UHI1|A0A1X7UHI1_AMPQE
OG0006678	jg8449.t1	tr|A0A1X7UHL8|A0A1X7UHL8_AMPQE
OG0006679	jg19309.t1	tr|A0A1X7UHM8|A0A1X7UHM8_AMPQE
OG0006680	jg19305.t1	tr|A0A1X7UHN1|A0A1X7UHN1_AMPQE
OG0006681	jg14523.t1	tr|A0A1X7UHR1|A0A1X7UHR1_AMPQE
OG0006682	jg19199.t1	tr|A0A1X7UHR4|A0A1X7UHR4_AMPQE
OG0006683	jg11511.t1	tr|A0A1X7UHR6|A0A1X7UHR6_AMPQE
OG0006684	jg7031.t1	tr|A0A1X7UHT4|A0A1X7UHT4_AMPQE
OG0006685	jg26089.t1	tr|A0A1X7UX77|A0A1X7UX77_AMPQE, tr|A0A1X7UHT7|A0A1X7UHT7_AMPQE
OG0006686	jg7657.t1	tr|A0A1X7VX27|A0A1X7VX27_AMPQE, tr|A0A1X7UJG6|A0A1X7UJG6_AMPQE, tr|A0A1X7UIQ9|A0A1X7UIQ9_AMPQE, tr|A0A1X7UHV4|A0A1X7UHV4_AMPQE
OG0006687	jg25979.t1	tr|A0A1X7UHX6|A0A1X7UHX6_AMPQE
OG0006688	jg4378.t1	tr|A0A1X7UHY2|A0A1X7UHY2_AMPQE
OG0006689	jg9866.t1	tr|A0A1X7UHY9|A0A1X7UHY9_AMPQE
OG0006690	jg3571.t1, jg24627.t1, jg27313.t1	tr|A0A1X7UJC5|A0A1X7UJC5_AMPQE, tr|A0A1X7UHZ6|A0A1X7UHZ6_AMPQE
OG0006691	jg7032.t1	tr|A0A1X7UI27|A0A1X7UI27_AMPQE
OG0006692	jg23710.t1, jg27007.t1	tr|A0A1X7UI77|A0A1X7UI77_AMPQE
OG0006693	jg18512.t1	tr|A0A1X7UIB7|A0A1X7UIB7_AMPQE
OG0006694	jg9312.t2, jg9312.t1, jg3195.t1	tr|A0A1X7UIE1|A0A1X7UIE1_AMPQE
OG0006695	jg20828.t2, jg20828.t1	tr|A0A1X7UIE8|A0A1X7UIE8_AMPQE
OG0006696	jg20830.t1	tr|A0A1X7UIF0|A0A1X7UIF0_AMPQE
OG0006697	jg25977.t1	tr|A0A1X7UIG1|A0A1X7UIG1_AMPQE
OG0006698	jg9864.t1	tr|A0A1X7UIH6|A0A1X7UIH6_AMPQE
OG0006699	jg24626.t1, jg27314.t1, jg3572.t1	tr|A0A1X7UJB9|A0A1X7UJB9_AMPQE, tr|A0A1X7UIK2|A0A1X7UIK2_AMPQE
OG0006700	jg17939.t1	tr|A0A1X7UIL2|A0A1X7UIL2_AMPQE
OG0006701	jg7020.t1	tr|A0A1X7UIN3|A0A1X7UIN3_AMPQE
OG0006702	jg7016.t1	tr|A0A1X7UIP0|A0A1X7UIP0_AMPQE
OG0006703	jg19419.t1, jg19419.t2	tr|A0A1X7UIQ3|A0A1X7UIQ3_AMPQE, tr|A0A1X7UIP5|A0A1X7UIP5_AMPQE
OG0006704	jg19429.t1	tr|A0A1X7UIQ8|A0A1X7UIQ8_AMPQE
OG0006705	jg19476.t2, jg19476.t1	tr|A0A1X7UIS0|A0A1X7UIS0_AMPQE
OG0006706	jg21698.t1, jg4385.t1	tr|A0A1X7UIS6|A0A1X7UIS6_AMPQE
OG0006707	jg18535.t1	tr|A0A1X7UIW1|A0A1X7UIW1_AMPQE
OG0006709	jg23214.t1, jg27002.t1	tr|A0A1X7UJ15|A0A1X7UJ15_AMPQE
OG0006710	jg10321.t2, jg10321.t1	tr|A0A1X7UJ57|A0A1X7UJ57_AMPQE
OG0006712	jg19478.t1, jg21702.t1	tr|A0A1X7UJ86|A0A1X7UJ86_AMPQE
OG0006713	jg21697.t1, jg4384.t1	tr|A0A1X7UJA8|A0A1X7UJA8_AMPQE
OG0006714	jg29792.t1	tr|A0A1X7UJB2|A0A1X7UJB2_AMPQE
OG0006715	jg13685.t1, jg13685.t2	tr|A0A1X7UJC0|A0A1X7UJC0_AMPQE
OG0006716	jg18883.t1	tr|A0A1X7UJE1|A0A1X7UJE1_AMPQE
OG0006717	jg252.t1, jg22586.t1, jg27347.t1	tr|A0A1X7UJE2|A0A1X7UJE2_AMPQE
OG0006718	jg19263.t1	tr|A0A1X7UJG4|A0A1X7UJG4_AMPQE
OG0006719	jg28237.t1	tr|A0A1X7VH70|A0A1X7VH70_AMPQE
OG0006719	jg13364.t1	tr|A0A1X7UJG9|A0A1X7UJG9_AMPQE
OG0006720	jg17278.t1, jg30101.t1, jg17288.t1	tr|A0A1X7UTF2|A0A1X7UTF2_AMPQE, tr|A0A1X7UJJ4|A0A1X7UJJ4_AMPQE
OG0006721	jg9804.t1	tr|A0A1X7UJP2|A0A1X7UJP2_AMPQE
OG0006722	jg24399.t1, jg17800.t1	tr|A0A1X7UJT7|A0A1X7UJT7_AMPQE
OG0006723	jg15443.t1, jg25578.t1, jg25576.t1	tr|A0A1X7UKS3|A0A1X7UKS3_AMPQE, tr|A0A1X7UJW5|A0A1X7UJW5_AMPQE
OG0006724	jg6217.t1	tr|I1ESJ7|I1ESJ7_AMPQE, tr|A0A1X7UJY3|A0A1X7UJY3_AMPQE
OG0006725	jg13870.t1	tr|A0A1X7UK25|A0A1X7UK25_AMPQE
OG0006725	jg16986.t1	tr|A0A1X7VDD7|A0A1X7VDD7_AMPQE
OG0006726	jg29598.t1	tr|A0A1X7UK27|A0A1X7UK27_AMPQE
OG0006727	jg13684.t1	tr|A0A1X7UK28|A0A1X7UK28_AMPQE
OG0006728	jg26554.t1, jg30355.t1, jg9727.t1	tr|A0A1X7UK71|A0A1X7UK71_AMPQE, tr|A0A1X7UNT9|A0A1X7UNT9_AMPQE
OG0006729	jg27344.t1, jg22583.t1	tr|A0A1X7UK85|A0A1X7UK85_AMPQE
OG0006730	jg29606.t1	tr|A0A1X7UK87|A0A1X7UK87_AMPQE
OG0006731	jg29600.t1, jg18587.t1	tr|A0A1X7UK92|A0A1X7UK92_AMPQE
OG0006732	jg29836.t1	tr|A0A1X7UKA2|A0A1X7UKA2_AMPQE
OG0006733	jg30277.t1, jg30277.t3, jg6371.t1, jg30277.t2	tr|A0A1X7UKB0|A0A1X7UKB0_AMPQE
OG0006734	jg16992.t1	tr|A0A1X7UKE8|A0A1X7UKE8_AMPQE
OG0006735	jg17391.t1	tr|A0A1X7UKH0|A0A1X7UKH0_AMPQE
OG0006736	jg26948.t1, jg12978.t1	tr|A0A1X7UKI9|A0A1X7UKI9_AMPQE
OG0006736	jg17047.t1	tr|A0A1X7URK9|A0A1X7URK9_AMPQE
OG0006737	jg17775.t1	tr|A0A1X7UKK3|A0A1X7UKK3_AMPQE
OG0006738	jg20303.t1	tr|A0A1X7UKM5|A0A1X7UKM5_AMPQE
OG0006739	jg17445.t1	tr|A0A1X7UKM7|A0A1X7UKM7_AMPQE
OG0006740	jg20306.t1	tr|A0A1X7UKN1|A0A1X7UKN1_AMPQE
OG0006741	jg29211.t1, jg29210.t1	tr|A0A1X7UKP2|A0A1X7UKP2_AMPQE
OG0006742	jg28957.t1	tr|A0A1X7UKP7|A0A1X7UKP7_AMPQE, tr|A0A1X7ULK7|A0A1X7ULK7_AMPQE
OG0006743	jg28970.t1	tr|A0A1X7UKR6|A0A1X7UKR6_AMPQE
OG0006744	jg29607.t1	tr|A0A1X7UKW3|A0A1X7UKW3_AMPQE
OG0006745	jg10643.t1, jg16407.t2, jg16407.t1, jg9144.t1	tr|A0A1X7UKW6|A0A1X7UKW6_AMPQE
OG0006746	jg26954.t1, jg12979.t1	tr|A0A1X7UL08|A0A1X7UL08_AMPQE
OG0006747	jg17773.t1	tr|A0A1X7UL17|A0A1X7UL17_AMPQE
OG0006748	jg24535.t1	tr|A0A1X7UL26|A0A1X7UL26_AMPQE
OG0006749	jg17389.t1	tr|A0A1X7UL47|A0A1X7UL47_AMPQE
OG0006750	jg24536.t1	tr|A0A1X7ULA6|A0A1X7ULA6_AMPQE
OG0006751	jg20299.t1	tr|A0A1X7ULB9|A0A1X7ULB9_AMPQE
OG0006752	jg15775.t1, jg2955.t1	tr|A0A1X7ULE3|A0A1X7ULE3_AMPQE
OG0006753	jg14388.t1	tr|A0A1X7ULE8|A0A1X7ULE8_AMPQE
OG0006754	jg1554.t1, jg1547.t1, jg6011.t1	tr|A0A1X7ULG2|A0A1X7ULG2_AMPQE
OG0006755	jg14394.t1	tr|A0A1X7ULH0|A0A1X7ULH0_AMPQE
OG0006756	jg17480.t1	tr|A0A1X7ULH5|A0A1X7ULH5_AMPQE
OG0006757	jg5627.t1, jg2828.t1, jg30111.t1, jg19644.t1	tr|A0A1X7ULR8|A0A1X7ULR8_AMPQE
OG0006758	jg12776.t1	tr|A0A1X7ULY3|A0A1X7ULY3_AMPQE
OG0006759	jg12786.t1, jg12789.t1	tr|A0A1X7UM02|A0A1X7UM02_AMPQE
OG0006760	jg13800.t1	tr|A0A1X7UM10|A0A1X7UM10_AMPQE
OG0006761	jg5976.t1	tr|A0A1X7UMQ8|A0A1X7UMQ8_AMPQE, tr|A0A1X7UM14|A0A1X7UM14_AMPQE
OG0006762	jg5915.t1	tr|A0A1X7UM49|A0A1X7UM49_AMPQE
OG0006763	jg28041.t1	tr|A0A1X7UMB2|A0A1X7UMB2_AMPQE
OG0006764	jg30201.t1, jg28964.t1	tr|A0A1X7UMC0|A0A1X7UMC0_AMPQE
OG0006765	jg12780.t1	tr|A0A1X7UMD1|A0A1X7UMD1_AMPQE
OG0006766	jg14393.t1	tr|A0A1X7UMD9|A0A1X7UMD9_AMPQE
OG0006767	jg18146.t1	tr|A0A1X7UME3|A0A1X7UME3_AMPQE
OG0006768	jg12791.t1	tr|A0A1X7UME6|A0A1X7UME6_AMPQE
OG0006769	jg5960.t1	tr|A0A1X7UMJ0|A0A1X7UMJ0_AMPQE
OG0006770	jg15691.t1	tr|A0A1X7UMS1|A0A1X7UMS1_AMPQE
OG0006771	jg14344.t1	tr|A0A1X7UMS4|A0A1X7UMS4_AMPQE
OG0006772	jg14395.t1	tr|A0A1X7UMS9|A0A1X7UMS9_AMPQE
OG0006773	jg27950.t1	tr|A0A1X7UMX3|A0A1X7UMX3_AMPQE
OG0006774	jg12562.t1	tr|A0A1X7UN13|A0A1X7UN13_AMPQE
OG0006775	jg19237.t1	tr|A0A1X7UN15|A0A1X7UN15_AMPQE
OG0006776	jg14447.t1	tr|A0A1X7UN29|A0A1X7UN29_AMPQE
OG0006777	jg9015.t1, jg9030.t1, jg9010.t1, jg7270.t1	tr|A0A1X7UN73|A0A1X7UN73_AMPQE
OG0006778	jg27949.t1	tr|A0A1X7UN81|A0A1X7UN81_AMPQE
OG0006779	jg30485.t1, jg30485.t2	tr|A0A1X7UNC6|A0A1X7UNC6_AMPQE
OG0006780	jg27957.t1	tr|A0A1X7UNH1|A0A1X7UNH1_AMPQE
OG0006781	jg20545.t1	tr|A0A1X7VIB6|A0A1X7VIB6_AMPQE
OG0006781	jg22100.t1	tr|A0A1X7UNI4|A0A1X7UNI4_AMPQE
OG0006782	jg23247.t1, jg22082.t1	tr|A0A1X7UNK3|A0A1X7UNK3_AMPQE
OG0006783	jg1969.t1	tr|A0A1X7V8G5|A0A1X7V8G5_AMPQE, tr|A0A1X7UNL7|A0A1X7UNL7_AMPQE
OG0006784	jg28039.t1	tr|A0A1X7UNN2|A0A1X7UNN2_AMPQE
OG0006785	jg3905.t1, jg13007.t1, jg17328.t1	tr|A0A1X7UNR0|A0A1X7UNR0_AMPQE, tr|A0A1X7UYL6|A0A1X7UYL6_AMPQE
OG0006786	jg22084.t1, jg23249.t1	tr|A0A1X7UNW0|A0A1X7UNW0_AMPQE
OG0006787	jg25735.t2, jg25735.t1	tr|A0A1X7UNY0|A0A1X7UNY0_AMPQE
OG0006788	jg22525.t1, jg1755.t1	tr|A0A1X7UNZ7|A0A1X7UNZ7_AMPQE
OG0006789	jg30487.t2, jg30487.t1	tr|A0A1X7UP01|A0A1X7UP01_AMPQE
OG0006790	jg25378.t1, jg16692.t1, jg9673.t2, jg9673.t1	tr|A0A1X7UP27|A0A1X7UP27_AMPQE
OG0006791	jg11731.t1, jg8760.t1, jg11731.t2, jg8760.t2	tr|A0A1X7UP54|A0A1X7UP54_AMPQE
OG0006792	jg5899.t1, jg5899.t2	tr|A0A1X7UPA9|A0A1X7UPA9_AMPQE
OG0006793	jg12570.t1, jg7677.t1	tr|A0A1X7UPE6|A0A1X7UPE6_AMPQE
OG0006794	jg15950.t1, jg27964.t1	tr|A0A1X7UPF6|A0A1X7UPF6_AMPQE
OG0006795	jg6237.t1, jg24302.t1	tr|A0A1X7UPM0|A0A1X7UPM0_AMPQE
OG0006796	jg12565.t1, jg12565.t2	tr|A0A1X7UPN3|A0A1X7UPN3_AMPQE
OG0006797	jg7692.t1, jg23399.t1, jg12585.t1	tr|A0A1X7UPQ8|A0A1X7UPQ8_AMPQE
OG0006798	jg12577.t1, jg23391.t1, jg7685.t1	tr|A0A1X7UPR7|A0A1X7UPR7_AMPQE
OG0006799	jg8784.t1	tr|A0A1X7UPW8|A0A1X7UPW8_AMPQE
OG0006800	jg5898.t1	tr|A0A1X7UQ00|A0A1X7UQ00_AMPQE
OG0006801	jg14700.t1, jg630.t1	tr|A0A1X7UQ01|A0A1X7UQ01_AMPQE
OG0006802	jg16290.t1, jg16290.t2, jg10685.t1	tr|A0A1X7UQ23|A0A1X7UQ23_AMPQE
OG0006803	jg27979.t1	tr|A0A1X7UQ25|A0A1X7UQ25_AMPQE
OG0006804	jg3877.t1, jg3933.t1, jg27601.t1, jg3932.t1	tr|A0A1X7UQ49|A0A1X7UQ49_AMPQE
OG0006805	jg27956.t1	tr|A0A1X7UQ57|A0A1X7UQ57_AMPQE
OG0006806	jg24321.t1, jg6249.t1	tr|A0A1X7UQB0|A0A1X7UQB0_AMPQE
OG0006807	jg17569.t1	tr|A0A1X7UQC1|A0A1X7UQC1_AMPQE
OG0006808	jg8821.t1	tr|A0A1X7UQG1|A0A1X7UQG1_AMPQE
OG0006809	jg8799.t1	tr|A0A1X7UQH7|A0A1X7UQH7_AMPQE
OG0006810	jg4351.t1	tr|A0A1X7UQI0|A0A1X7UQI0_AMPQE
OG0006811	jg8911.t1	tr|A0A1X7UQI7|A0A1X7UQI7_AMPQE
OG0006812	jg8896.t1	tr|A0A1X7UQJ7|A0A1X7UQJ7_AMPQE
OG0006813	jg24305.t1, jg6240.t1, jg6238.t1, jg24303.t1	tr|A0A1X7UQK0|A0A1X7UQK0_AMPQE
OG0006814	jg6247.t1, jg24319.t1	tr|A0A1X7UQL0|A0A1X7UQL0_AMPQE
OG0006815	jg19387.t1, jg19387.t2	tr|A0A1X7UQM6|A0A1X7UQM6_AMPQE
OG0006816	jg20580.t1	tr|A0A1X7UQQ6|A0A1X7UQQ6_AMPQE
OG0006817	jg17562.t1	tr|A0A1X7UQT4|A0A1X7UQT4_AMPQE
OG0006818	jg8913.t1	tr|A0A1X7UQU5|A0A1X7UQU5_AMPQE
OG0006819	jg7839.t1, jg4913.t1, jg10539.t1, jg10540.t1	tr|A0A1X7UQU6|A0A1X7UQU6_AMPQE
OG0006820	jg14713.t1	tr|A0A1X7UR20|A0A1X7UR20_AMPQE, sp|I1FQB6|TIKI1_AMPQE
OG0006821	jg19385.t1	tr|A0A1X7UR21|A0A1X7UR21_AMPQE
OG0006822	jg10691.t1	tr|A0A1X7UR33|A0A1X7UR33_AMPQE
OG0006823	jg14724.t1	tr|A0A1X7UR34|A0A1X7UR34_AMPQE
OG0006824	jg24763.t1, jg20385.t1	tr|A0A1X7UR42|A0A1X7UR42_AMPQE
OG0006825	jg20461.t1, jg27022.t1	tr|A0A1X7UR54|A0A1X7UR54_AMPQE
OG0006826	jg8894.t1	tr|A0A1X7URA0|A0A1X7URA0_AMPQE
OG0006827	jg8887.t1	tr|A0A1X7URA5|A0A1X7URA5_AMPQE
OG0006828	jg20579.t1	tr|A0A1X7URC0|A0A1X7URC0_AMPQE, tr|A0A1X7V8U2|A0A1X7V8U2_AMPQE
OG0006829	jg6340.t1, jg6334.t1, jg6346.t1, jg6354.t1	tr|A0A1X7URD5|A0A1X7URD5_AMPQE
OG0006830	jg14782.t1, jg5164.t1, jg5158.t1, jg14723.t1	tr|A0A1X7URE4|A0A1X7URE4_AMPQE
OG0006831	jg9554.t1, jg24344.t1	tr|A0A1X7URH0|A0A1X7URH0_AMPQE
OG0006832	jg8834.t1	tr|A0A1X7URH3|A0A1X7URH3_AMPQE
OG0006833	jg17027.t1	tr|A0A1X7URI6|A0A1X7URI6_AMPQE
OG0006834	jg8822.t1	tr|A0A1X7URI8|A0A1X7URI8_AMPQE
OG0006835	jg8897.t1	tr|A0A1X7URM3|A0A1X7URM3_AMPQE
OG0006836	jg4178.t1	tr|A0A1X7URS3|A0A1X7URS3_AMPQE
OG0006837	jg12136.t1, jg29047.t1	tr|A0A1X7URS8|A0A1X7URS8_AMPQE
OG0006838	jg12178.t1	tr|A0A1X7URV8|A0A1X7URV8_AMPQE
OG0006839	jg20710.t1	tr|A0A1X7URY7|A0A1X7URY7_AMPQE
OG0006840	jg20569.t1, jg20570.t1	tr|A0A1X7US18|A0A1X7US18_AMPQE
OG0006841	jg17037.t1, jg17037.t2	tr|A0A1X7USA3|A0A1X7USA3_AMPQE
OG0006842	jg8670.t1, jg1238.t1	tr|A0A1X7V9K1|A0A1X7V9K1_AMPQE, tr|A0A1X7USG0|A0A1X7USG0_AMPQE
OG0006843	jg7041.t1, jg6997.t1, jg6996.t1	tr|A0A1X7USG9|A0A1X7USG9_AMPQE, tr|A0A1X7UST5|A0A1X7UST5_AMPQE
