Orthogroup	Amphimedon_UP000007879_400682	Niphates_augustus.hints.aa
OG0004678	tr|A0A1X7TNH2|A0A1X7TNH2_AMPQE	jg17921.t1, jg4207.t1
OG0004679	tr|A0A1X7TNJ1|A0A1X7TNJ1_AMPQE, tr|A0A1X7UK75|A0A1X7UK75_AMPQE	jg7212.t1
OG0004680	tr|A0A1X7U304|A0A1X7U304_AMPQE, tr|A0A1X7TNP1|A0A1X7TNP1_AMPQE	jg30471.t1
OG0004681	tr|A0A1X7TNV0|A0A1X7TNV0_AMPQE	jg13667.t1, jg26633.t1, jg28740.t1, jg26173.t1, jg13194.t1
OG0004682	tr|A0A1X7VA39|A0A1X7VA39_AMPQE, tr|A0A1X7V3K4|A0A1X7V3K4_AMPQE, tr|A0A1X7TNW4|A0A1X7TNW4_AMPQE	jg14425.t1
OG0004683	tr|A0A1X7TNX4|A0A1X7TNX4_AMPQE	jg3745.t1
OG0004684	tr|A0A1X7TRS8|A0A1X7TRS8_AMPQE, tr|A0A1X7TNX7|A0A1X7TNX7_AMPQE, tr|A0A1X7TRN1|A0A1X7TRN1_AMPQE, tr|A0A1X7TRM6|A0A1X7TRM6_AMPQE	jg12185.t1
OG0004686	tr|A0A1X7V9Y9|A0A1X7V9Y9_AMPQE, tr|A0A1X7U6Y3|A0A1X7U6Y3_AMPQE, tr|A0A1X7TP14|A0A1X7TP14_AMPQE, tr|A0A1X7VAP3|A0A1X7VAP3_AMPQE	jg14731.t1, jg14730.t1
OG0004687	tr|A0A1X7TPF8|A0A1X7TPF8_AMPQE	jg29462.t1
OG0004688	tr|A0A1X7TPK7|A0A1X7TPK7_AMPQE	jg22064.t1
OG0004689	tr|A0A1X7TPR3|A0A1X7TPR3_AMPQE	jg12609.t1, jg9062.t1
OG0004690	tr|A0A1X7TPY0|A0A1X7TPY0_AMPQE	jg1890.t2, jg1890.t1
OG0004691	tr|A0A1X7TQ58|A0A1X7TQ58_AMPQE, tr|A0A1X7TTQ5|A0A1X7TTQ5_AMPQE	jg1897.t1
OG0004692	tr|A0A1X7TQV6|A0A1X7TQV6_AMPQE, tr|A0A1X7UJF3|A0A1X7UJF3_AMPQE	jg14546.t1
OG0004694	tr|A0A1X7TSA6|A0A1X7TSA6_AMPQE, tr|A0A1X7TRM5|A0A1X7TRM5_AMPQE, tr|A0A1X7TSB1|A0A1X7TSB1_AMPQE	jg25121.t1
OG0004695	tr|A0A1X7TRV1|A0A1X7TRV1_AMPQE, tr|A0A1X7VVJ4|A0A1X7VVJ4_AMPQE	jg25394.t1, jg7886.t1, jg15945.t1, jg21951.t1
OG0004696	tr|A0A1X7TRV2|A0A1X7TRV2_AMPQE, tr|A0A1X7V780|A0A1X7V780_AMPQE	jg23503.t1, jg26245.t1, jg19566.t1, jg19568.t1
OG0004697	tr|A0A1X7TS95|A0A1X7TS95_AMPQE	jg17248.t1, jg16650.t1, jg21890.t1, jg17249.t1, jg23915.t1
OG0004698	tr|A0A1X7UPU7|A0A1X7UPU7_AMPQE, tr|A0A1X7TSB4|A0A1X7TSB4_AMPQE	jg11729.t1, jg8758.t1, jg11725.t1
OG0004699	tr|A0A1X7TSC3|A0A1X7TSC3_AMPQE	jg11911.t1
OG0004700	tr|A0A1X7TSU9|A0A1X7TSU9_AMPQE, tr|A0A1X7TWL0|A0A1X7TWL0_AMPQE	jg20332.t1, jg6560.t1, jg22930.t1, jg25373.t1
OG0004701	tr|A0A1X7TSV3|A0A1X7TSV3_AMPQE	jg23440.t1, jg18530.t1, jg7717.t1, jg16553.t1, jg7723.t1
OG0004702	tr|A0A1X7TSX7|A0A1X7TSX7_AMPQE	jg28643.t1, jg21718.t1
OG0004703	tr|A0A1X7TSY2|A0A1X7TSY2_AMPQE	jg9826.t2, jg9826.t1
OG0004704	tr|A0A1X7V452|A0A1X7V452_AMPQE, tr|A0A1X7TT11|A0A1X7TT11_AMPQE	jg29234.t1
OG0004705	tr|A0A1X7TTA2|A0A1X7TTA2_AMPQE	jg17442.t1
OG0004706	tr|A0A1X7TTC6|A0A1X7TTC6_AMPQE	jg29236.t2, jg29236.t1
OG0004707	tr|A0A1X7TTU9|A0A1X7TTU9_AMPQE	jg1921.t1
OG0004708	tr|A0A1X7UTT7|A0A1X7UTT7_AMPQE, tr|A0A1X7TU17|A0A1X7TU17_AMPQE, tr|A0A1X7UCK6|A0A1X7UCK6_AMPQE	jg8566.t1, jg21809.t1, jg16605.t1
OG0004709	tr|A0A1X7V315|A0A1X7V315_AMPQE, tr|A0A1X7TUN1|A0A1X7TUN1_AMPQE	jg316.t1
OG0004709	tr|A0A1X7UUC8|A0A1X7UUC8_AMPQE	jg5634.t1, jg24939.t1
OG0004710	tr|A0A1X7TUU0|A0A1X7TUU0_AMPQE	jg16983.t1
OG0004712	tr|A0A1X7TUV2|A0A1X7TUV2_AMPQE	jg11258.t1
OG0004713	tr|A0A1X7TUY3|A0A1X7TUY3_AMPQE	jg2861.t1, jg226.t1
OG0004714	tr|A0A1X7TV50|A0A1X7TV50_AMPQE	jg3887.t1, jg10079.t1, jg1155.t1, jg3493.t1
OG0004715	tr|A0A1X7TV65|A0A1X7TV65_AMPQE	jg450.t1
OG0004715	tr|A0A1X7UX13|A0A1X7UX13_AMPQE	jg24470.t1, jg2201.t1, jg4858.t1
OG0004716	tr|A0A1X7TVD6|A0A1X7TVD6_AMPQE	jg8212.t1, jg8170.t1
OG0004717	tr|A0A1X7TVX6|A0A1X7TVX6_AMPQE, tr|A0A1X7TXN7|A0A1X7TXN7_AMPQE, tr|A0A1X7TXF5|A0A1X7TXF5_AMPQE	jg21647.t1
OG0004718	tr|A0A1X7TW79|A0A1X7TW79_AMPQE	jg2748.t1
OG0004722	tr|A0A1X7TX82|A0A1X7TX82_AMPQE	jg8682.t1, jg1251.t1
OG0004723	tr|A0A1X7TX88|A0A1X7TX88_AMPQE	jg12268.t2, jg12268.t1, jg12268.t3
OG0004725	tr|A0A1X7UX00|A0A1X7UX00_AMPQE, tr|A0A1X7TXR6|A0A1X7TXR6_AMPQE	jg21758.t1, jg15259.t1, jg18782.t1, jg15258.t1
OG0004726	tr|A0A1X7TXS9|A0A1X7TXS9_AMPQE, tr|A0A1X7U6K0|A0A1X7U6K0_AMPQE	jg6179.t1
OG0004727	tr|A0A1X7TY01|A0A1X7TY01_AMPQE	jg11208.t1
OG0004728	tr|A0A1X7TY48|A0A1X7TY48_AMPQE, tr|A0A1X7UM30|A0A1X7UM30_AMPQE	jg14471.t1
OG0004729	tr|A0A1X7TY53|A0A1X7TY53_AMPQE, tr|A0A1X7TYY7|A0A1X7TYY7_AMPQE, tr|A0A1X7VTD4|A0A1X7VTD4_AMPQE, tr|A0A1X7VQP9|A0A1X7VQP9_AMPQE, tr|A0A1X7V0S3|A0A1X7V0S3_AMPQE	jg14355.t1
OG0004730	tr|A0A1X7TY58|A0A1X7TY58_AMPQE	jg24457.t1, jg11272.t1
OG0004731	tr|A0A1X7TY89|A0A1X7TY89_AMPQE	jg10882.t2, jg10882.t1
OG0004732	tr|A0A1X7TY96|A0A1X7TY96_AMPQE, tr|A0A1X7TZ27|A0A1X7TZ27_AMPQE	jg11201.t1
OG0004733	tr|A0A1X7TYE4|A0A1X7TYE4_AMPQE, tr|A0A1X7V3W2|A0A1X7V3W2_AMPQE, tr|A0A1X7V4Q6|A0A1X7V4Q6_AMPQE, tr|A0A1X7VTQ9|A0A1X7VTQ9_AMPQE, tr|A0A1X7V3V2|A0A1X7V3V2_AMPQE	jg21820.t1
OG0004734	tr|A0A1X7TYF8|A0A1X7TYF8_AMPQE	jg20358.t1, jg24756.t1
OG0004735	tr|A0A1X7TYM7|A0A1X7TYM7_AMPQE	jg10509.t1, jg10508.t1, jg22738.t1
OG0004736	tr|A0A1X7TYR1|A0A1X7TYR1_AMPQE	jg24734.t1, jg20344.t1, jg24741.t1, jg20340.t1
OG0004737	tr|A0A1X7UPI5|A0A1X7UPI5_AMPQE, tr|A0A1X7TYW6|A0A1X7TYW6_AMPQE	jg22743.t1, jg10513.t1
OG0004738	tr|A0A1X7TYZ8|A0A1X7TYZ8_AMPQE	jg24755.t1, jg20357.t1
OG0004739	tr|A0A1X7TZ79|A0A1X7TZ79_AMPQE	jg27319.t1, jg22560.t1
OG0004740	tr|A0A1X7TZG4|A0A1X7TZG4_AMPQE	jg18336.t1, jg18335.t1
OG0004741	tr|A0A1X7TZR6|A0A1X7TZR6_AMPQE	jg18548.t1
OG0004742	tr|A0A1X7TZU8|A0A1X7TZU8_AMPQE	jg25954.t1
OG0004743	tr|A0A1X7TZX9|A0A1X7TZX9_AMPQE	jg4629.t1
OG0004744	tr|A0A1X7U0B5|A0A1X7U0B5_AMPQE	jg18543.t1
OG0004745	tr|A0A1X7URA7|A0A1X7URA7_AMPQE, tr|A0A1X7U0C0|A0A1X7U0C0_AMPQE	jg20181.t1
OG0004746	tr|A0A1X7U0E4|A0A1X7U0E4_AMPQE	jg907.t1
OG0004747	tr|A0A1X7U0F7|A0A1X7U0F7_AMPQE	jg8186.t1
OG0004748	tr|A0A1X7VM80|A0A1X7VM80_AMPQE	jg15818.t1
OG0004748	tr|A0A1X7VLQ1|A0A1X7VLQ1_AMPQE, tr|A0A1X7U0G9|A0A1X7U0G9_AMPQE	jg15821.t1
OG0004749	tr|A0A1X7U0R1|A0A1X7U0R1_AMPQE	jg28817.t1, jg28818.t1, jg28818.t2, jg24889.t1
OG0004750	tr|A0A1X7U0Z1|A0A1X7U0Z1_AMPQE	jg26584.t1, jg13999.t1, jg26585.t1, jg14000.t1, jg18799.t1
OG0004751	tr|A0A1X7U144|A0A1X7U144_AMPQE	jg4198.t1, jg3601.t1
OG0004752	tr|A0A1X7U158|A0A1X7U158_AMPQE	jg8674.t1, jg8674.t2, jg1243.t1
OG0004753	tr|A0A1X7V209|A0A1X7V209_AMPQE, tr|A0A1X7U1W4|A0A1X7U1W4_AMPQE	jg28749.t1, jg26175.t1, jg7501.t1, jg10169.t1
OG0004754	tr|A0A1X7U1W9|A0A1X7U1W9_AMPQE	jg12630.t1
OG0004754	tr|A0A1X7U347|A0A1X7U347_AMPQE	jg12629.t1
OG0004755	tr|A0A1X7U203|A0A1X7U203_AMPQE	jg6169.t1
OG0004756	tr|A0A1X7U235|A0A1X7U235_AMPQE	jg974.t1
OG0004756	tr|A0A1X7UTX5|A0A1X7UTX5_AMPQE	jg21635.t1
OG0004757	tr|A0A1X7U248|A0A1X7U248_AMPQE	jg8750.t1
OG0004758	tr|A0A1X7U2D0|A0A1X7U2D0_AMPQE	jg30469.t1
OG0004759	tr|A0A1X7U2F0|A0A1X7U2F0_AMPQE	jg5555.t1, jg17591.t1, jg5331.t1, jg25843.t1, jg14065.t1
OG0004760	tr|A0A1X7V018|A0A1X7V018_AMPQE, tr|A0A1X7U2H2|A0A1X7U2H2_AMPQE	jg25731.t1, jg1071.t1, jg24112.t1, jg24115.t1
OG0004761	tr|A0A1X7U2J4|A0A1X7U2J4_AMPQE	jg12641.t1
OG0004762	tr|A0A1X7U2N5|A0A1X7U2N5_AMPQE	jg26698.t1
OG0004763	tr|A0A1X7U2R8|A0A1X7U2R8_AMPQE	jg7350.t1, jg20990.t1, jg10259.t1, jg15383.t1, jg24051.t1
OG0004764	tr|A0A1X7U2S1|A0A1X7U2S1_AMPQE	jg26440.t1, jg639.t1, jg21786.t1, jg4905.t1, jg7829.t1
OG0004765	tr|A0A1X7U2Z4|A0A1X7U2Z4_AMPQE	jg16770.t1, jg12130.t1
OG0004766	tr|A0A1X7VQS1|A0A1X7VQS1_AMPQE	jg13476.t1
OG0004766	tr|A0A1X7U343|A0A1X7U343_AMPQE	jg11581.t1
OG0004767	tr|A0A1X7U394|A0A1X7U394_AMPQE, tr|A0A1X7U7X0|A0A1X7U7X0_AMPQE	jg18505.t1
OG0004770	tr|A0A1X7U3F0|A0A1X7U3F0_AMPQE	jg3388.t1
OG0004771	tr|A0A1X7U3G8|A0A1X7U3G8_AMPQE	jg4610.t1
OG0004772	tr|A0A1X7VGP7|A0A1X7VGP7_AMPQE, tr|A0A1X7UCC9|A0A1X7UCC9_AMPQE, tr|A0A1X7U3K5|A0A1X7U3K5_AMPQE	jg30321.t1, jg30321.t2
OG0004773	tr|A0A1X7U3M2|A0A1X7U3M2_AMPQE	jg863.t1
OG0004774	tr|A0A1X7U3Q2|A0A1X7U3Q2_AMPQE	jg11744.t1
OG0004775	tr|A0A1X7VPF0|A0A1X7VPF0_AMPQE, tr|A0A1X7VQ66|A0A1X7VQ66_AMPQE	jg5929.t1
OG0004776	tr|A0A1X7U4C1|A0A1X7U4C1_AMPQE	jg14636.t1
OG0004777	tr|A0A1X7U4I1|A0A1X7U4I1_AMPQE, tr|A0A1X7UE77|A0A1X7UE77_AMPQE, tr|A0A1X7VFY3|A0A1X7VFY3_AMPQE	jg19721.t1, jg12005.t1, jg13668.t1
OG0004778	tr|A0A1X7U4K5|A0A1X7U4K5_AMPQE	jg14638.t1
OG0004779	tr|A0A1X7U4N2|A0A1X7U4N2_AMPQE	jg25915.t1, jg19318.t1
OG0004780	tr|A0A1X7U4N3|A0A1X7U4N3_AMPQE	jg11550.t1
OG0004781	tr|A0A1X7U4W9|A0A1X7U4W9_AMPQE	jg11548.t1
OG0004782	tr|A0A1X7U594|A0A1X7U594_AMPQE	jg11538.t1, jg11544.t1
OG0004783	tr|A0A1X7U5I7|A0A1X7U5I7_AMPQE	jg25277.t1
OG0004783	tr|A0A1X7UEI1|A0A1X7UEI1_AMPQE	jg5355.t1, jg23179.t1, jg25276.t1
OG0004784	tr|A0A1X7U5M4|A0A1X7U5M4_AMPQE	jg14728.t1
OG0004785	tr|A0A1X7U5Q3|A0A1X7U5Q3_AMPQE	jg15069.t1, jg10466.t1
OG0004786	tr|A0A1X7U640|A0A1X7U640_AMPQE	jg936.t1
OG0004787	tr|A0A1X7U651|A0A1X7U651_AMPQE	jg17142.t1
OG0004788	tr|A0A1X7U660|A0A1X7U660_AMPQE	jg12674.t1
OG0004788	tr|A0A1X7U7D2|A0A1X7U7D2_AMPQE	jg12668.t1
OG0004789	tr|A0A1X7U6L7|A0A1X7U6L7_AMPQE	jg12677.t1
OG0004790	tr|A0A1X7U6U7|A0A1X7U6U7_AMPQE	jg30344.t1, jg17141.t1, jg21302.t1
OG0004791	tr|A0A1X7U6Z9|A0A1X7U6Z9_AMPQE	jg17146.t2, jg17146.t1, jg17146.t3
OG0004792	tr|A0A1X7U731|A0A1X7U731_AMPQE	jg6202.t1
OG0004793	tr|A0A1X7U7E0|A0A1X7U7E0_AMPQE	jg928.t2, jg928.t1
OG0004794	tr|A0A1X7U7F6|A0A1X7U7F6_AMPQE	jg19882.t1, jg3277.t1, jg8623.t1, jg29224.t1
OG0004795	tr|A0A1X7U7K5|A0A1X7U7K5_AMPQE	jg20532.t1
OG0004796	tr|A0A1X7U7M4|A0A1X7U7M4_AMPQE	jg6487.t1, jg14281.t1, jg19648.t1
OG0004797	tr|A0A1X7U7Q8|A0A1X7U7Q8_AMPQE	jg3707.t1, jg22238.t1
OG0004798	tr|A0A1X7U7W1|A0A1X7U7W1_AMPQE	jg29220.t1
OG0004799	tr|A0A1X7U7Z6|A0A1X7U7Z6_AMPQE, tr|A0A1X7VSS4|A0A1X7VSS4_AMPQE	jg17770.t1, jg23358.t1, jg1602.t1, jg15038.t1
OG0004800	tr|A0A1X7U9I9|A0A1X7U9I9_AMPQE, tr|A0A1X7U869|A0A1X7U869_AMPQE	jg30231.t1, jg11324.t1
OG0004801	tr|A0A1X7U871|A0A1X7U871_AMPQE	jg3276.t1, jg29225.t1, jg8622.t1
OG0004802	tr|A0A1X7U8A8|A0A1X7U8A8_AMPQE	jg17622.t1, jg8024.t1, jg26675.t1, jg11622.t1, jg17625.t1
OG0004803	tr|A0A1X7U8H8|A0A1X7U8H8_AMPQE	jg29741.t1
OG0004804	tr|A0A1X7U8J2|A0A1X7U8J2_AMPQE	jg17997.t1
OG0004805	tr|A0A1X7U8L3|A0A1X7U8L3_AMPQE	jg8236.t1
OG0004806	tr|A0A1X7U8L8|A0A1X7U8L8_AMPQE	jg11631.t1
OG0004807	tr|A0A1X7U8M6|A0A1X7U8M6_AMPQE	jg962.t1
OG0004808	tr|A0A1X7U8M9|A0A1X7U8M9_AMPQE	jg9542.t1
OG0004808	tr|A0A1X7VMA7|A0A1X7VMA7_AMPQE	jg1384.t1
OG0004809	tr|A0A1X7U8N7|A0A1X7U8N7_AMPQE	jg30226.t2, jg30226.t1, jg11320.t1
OG0004810	tr|A0A1X7U8P5|A0A1X7U8P5_AMPQE	jg29152.t1
OG0004811	tr|A0A1X7U922|A0A1X7U922_AMPQE	jg30473.t2, jg30473.t1
OG0004813	tr|A0A1X7U976|A0A1X7U976_AMPQE, tr|A0A1X7U9H7|A0A1X7U9H7_AMPQE	jg3509.t1
OG0004814	tr|A0A1X7V333|A0A1X7V333_AMPQE, tr|A0A1X7V1X9|A0A1X7V1X9_AMPQE, tr|A0A1X7U995|A0A1X7U995_AMPQE	jg30498.t1, jg30499.t1, jg23894.t1
OG0004815	tr|A0A1X7U9D8|A0A1X7U9D8_AMPQE	jg20530.t1, jg23377.t1, jg23379.t1
OG0004816	tr|A0A1X7U9K2|A0A1X7U9K2_AMPQE	jg23977.t1, jg30438.t1, jg9219.t1, jg16902.t1, jg9973.t1
OG0004817	tr|A0A1X7U9W0|A0A1X7U9W0_AMPQE	jg18006.t1
OG0004818	tr|A0A1X7U9X4|A0A1X7U9X4_AMPQE	jg12600.t1, jg9053.t1, jg8137.t1
OG0004819	tr|A0A1X7U9Y9|A0A1X7U9Y9_AMPQE	jg8126.t1
OG0004820	tr|A0A1X7U9Z2|A0A1X7U9Z2_AMPQE	jg8132.t1, jg8132.t2
OG0004821	tr|A0A1X7UA30|A0A1X7UA30_AMPQE	jg15017.t1, jg19682.t1, jg15014.t1, jg19683.t1, jg15015.t1
OG0004822	tr|A0A1X7UAC0|A0A1X7UAC0_AMPQE	jg23843.t1, jg14871.t1, jg1957.t1, jg1962.t1
OG0004823	tr|A0A1X7UAR9|A0A1X7UAR9_AMPQE	jg23063.t1
OG0004824	tr|A0A1X7UAV8|A0A1X7UAV8_AMPQE	jg19681.t1, jg15018.t1
OG0004825	tr|A0A1X7UB27|A0A1X7UB27_AMPQE	jg9146.t1, jg10656.t1
OG0004826	tr|A0A1X7UB32|A0A1X7UB32_AMPQE	jg27286.t1, jg27285.t1, jg21710.t1, jg28308.t1
OG0004827	tr|A0A1X7UB33|A0A1X7UB33_AMPQE	jg6067.t1, jg1404.t1
OG0004828	tr|A0A1X7UB96|A0A1X7UB96_AMPQE, tr|A0A1X7UCL9|A0A1X7UCL9_AMPQE, tr|A0A1X7UC63|A0A1X7UC63_AMPQE	jg998.t1
OG0004829	tr|A0A1X7UCQ7|A0A1X7UCQ7_AMPQE, tr|A0A1X7UBA7|A0A1X7UBA7_AMPQE, tr|A0A1X7UCM5|A0A1X7UCM5_AMPQE	jg19166.t1, jg999.t1, jg19163.t1
OG0004830	tr|A0A1X7UBE1|A0A1X7UBE1_AMPQE, tr|A0A1X7UFJ4|A0A1X7UFJ4_AMPQE	jg22120.t1
OG0004831	tr|A0A1X7UBF7|A0A1X7UBF7_AMPQE	jg12659.t2
OG0004831	tr|A0A1X7UC04|A0A1X7UC04_AMPQE	jg12657.t1
OG0004832	tr|A0A1X7UBP9|A0A1X7UBP9_AMPQE	jg16036.t1, jg16034.t1
OG0004833	tr|A0A1X7UBY2|A0A1X7UBY2_AMPQE	jg12665.t1
OG0004834	tr|A0A1X7UC20|A0A1X7UC20_AMPQE	jg442.t1, jg320.t1
OG0004835	tr|A0A1X7VFC3|A0A1X7VFC3_AMPQE, tr|A0A1X7UC52|A0A1X7UC52_AMPQE	jg10031.t1, jg7526.t1, jg7527.t1, jg28766.t1
OG0004836	tr|A0A1X7UYH3|A0A1X7UYH3_AMPQE, tr|A0A1X7UC79|A0A1X7UC79_AMPQE	jg18710.t2, jg18710.t1
OG0004837	tr|A0A1X7V638|A0A1X7V638_AMPQE, tr|A0A1X7UZZ6|A0A1X7UZZ6_AMPQE, tr|A0A1X7UC99|A0A1X7UC99_AMPQE, tr|A0A1X7V7H8|A0A1X7V7H8_AMPQE	jg25353.t1, jg18371.t1
OG0004838	tr|A0A1X7UCC3|A0A1X7UCC3_AMPQE	jg17549.t1
OG0004839	tr|A0A1X7UCD9|A0A1X7UCD9_AMPQE	jg1068.t1, jg29297.t1, jg3970.t1, jg26869.t1, jg30170.t1
OG0004840	tr|A0A1X7UCW8|A0A1X7UCW8_AMPQE	jg17555.t1
OG0004841	tr|A0A1X7UDX7|A0A1X7UDX7_AMPQE, tr|A0A1X7VFM1|A0A1X7VFM1_AMPQE, tr|A0A1X7UD19|A0A1X7UD19_AMPQE	jg21026.t1, jg10231.t1, jg9735.t1
OG0004842	tr|A0A1X7UD35|A0A1X7UD35_AMPQE	jg30207.t1, jg11300.t1
OG0004843	tr|A0A1X7UD61|A0A1X7UD61_AMPQE	jg15138.t1, jg4134.t1
OG0004844	tr|A0A1X7UDA5|A0A1X7UDA5_AMPQE	jg20890.t1, jg24093.t1
OG0004845	tr|A0A1X7UDC4|A0A1X7UDC4_AMPQE	jg5884.t1, jg23237.t1
OG0004846	tr|A0A1X7UDL5|A0A1X7UDL5_AMPQE	jg1871.t1
OG0004847	tr|A0A1X7UDU0|A0A1X7UDU0_AMPQE	jg8416.t2, jg8416.t3, jg8416.t1
OG0004848	tr|A0A1X7UDX0|A0A1X7UDX0_AMPQE	jg8539.t1
OG0004849	tr|A0A1X7UE70|A0A1X7UE70_AMPQE	jg23232.t1
OG0004850	tr|A0A1X7UEC4|A0A1X7UEC4_AMPQE	jg8004.t1, jg26657.t1
OG0004851	tr|A0A1X7UEF5|A0A1X7UEF5_AMPQE	jg16208.t1, jg15559.t1
OG0004852	tr|A0A1X7UEG2|A0A1X7UEG2_AMPQE	jg8270.t1, jg8272.t1
OG0004853	tr|A0A1X7UEI8|A0A1X7UEI8_AMPQE	jg29016.t1
OG0004854	tr|A0A1X7UEU3|A0A1X7UEU3_AMPQE	jg8274.t2, jg8274.t1
OG0004855	tr|A0A1X7UG83|A0A1X7UG83_AMPQE, tr|A0A1X7UEU9|A0A1X7UEU9_AMPQE	jg8440.t1
OG0004856	tr|A0A1X7UEV6|A0A1X7UEV6_AMPQE	jg16211.t1, jg15562.t1
OG0004857	tr|A0A1X7UEW5|A0A1X7UEW5_AMPQE	jg10254.t1, jg13085.t1
OG0004858	tr|A0A1X7VHE2|A0A1X7VHE2_AMPQE, tr|A0A1X7UEY3|A0A1X7UEY3_AMPQE	jg12162.t1, jg9675.t1, jg16691.t1, jg25377.t1
OG0004859	tr|A0A1X7UF54|A0A1X7UF54_AMPQE	jg8424.t1
OG0004860	tr|A0A1X7UFD0|A0A1X7UFD0_AMPQE	jg8434.t1
OG0004861	tr|A0A1X7UFD2|A0A1X7UFD2_AMPQE	jg9532.t2, jg9532.t1
OG0004862	tr|A0A1X7UFJ8|A0A1X7UFJ8_AMPQE, tr|A0A1X7VLG9|A0A1X7VLG9_AMPQE	jg25847.t1, jg17587.t1, jg13168.t1, jg324.t1
OG0004863	tr|A0A1X7UFR3|A0A1X7UFR3_AMPQE	jg8009.t1, jg26662.t1
OG0004864	tr|A0A1X7UFS0|A0A1X7UFS0_AMPQE	jg13771.t1, jg15117.t1, jg13772.t1, jg15116.t1
OG0004865	tr|A0A1X7UG13|A0A1X7UG13_AMPQE	jg14072.t1, jg7598.t1, jg17199.t1, jg15295.t1, jg17722.t1
OG0004866	tr|A0A1X7UG72|A0A1X7UG72_AMPQE	jg6369.t1, jg30276.t1
OG0004867	tr|A0A1X7UGB4|A0A1X7UGB4_AMPQE	jg15112.t1, jg13777.t1
OG0004868	tr|A0A1X7UGJ3|A0A1X7UGJ3_AMPQE	jg11368.t1, jg18272.t1
OG0004869	tr|A0A1X7UGK1|A0A1X7UGK1_AMPQE	jg7164.t1
OG0004870	tr|A0A1X7UHS2|A0A1X7UHS2_AMPQE, tr|A0A1X7UGW3|A0A1X7UGW3_AMPQE	jg19187.t2, jg19187.t1
OG0004871	tr|A0A1X7UH32|A0A1X7UH32_AMPQE	jg25532.t1, jg3086.t1
OG0004872	tr|A0A1X7UH35|A0A1X7UH35_AMPQE	jg9862.t1
OG0004873	tr|A0A1X7UH40|A0A1X7UH40_AMPQE	jg9865.t1
OG0004874	tr|A0A1X7UH62|A0A1X7UH62_AMPQE	jg15132.t1
OG0004875	tr|A0A1X7UH74|A0A1X7UH74_AMPQE	jg3137.t1, jg30527.t1
OG0004876	tr|A0A1X7UH93|A0A1X7UH93_AMPQE	jg7023.t1
OG0004877	tr|A0A1X7UHG4|A0A1X7UHG4_AMPQE	jg21358.t1, jg4527.t1
OG0004878	tr|A0A1X7UHJ8|A0A1X7UHJ8_AMPQE	jg4981.t1, jg10410.t1
OG0004879	tr|A0A1X7UHM6|A0A1X7UHM6_AMPQE	jg9860.t1
OG0004880	tr|A0A1X7UIK5|A0A1X7UIK5_AMPQE, tr|A0A1X7UHQ8|A0A1X7UHQ8_AMPQE	jg17937.t1
OG0004881	tr|A0A1X7UHR0|A0A1X7UHR0_AMPQE	jg19213.t1
OG0004882	tr|A0A1X7UHR3|A0A1X7UHR3_AMPQE	jg17941.t1
OG0004883	tr|A0A1X7UHU7|A0A1X7UHU7_AMPQE, tr|A0A1X7UI47|A0A1X7UI47_AMPQE	jg7015.t1
OG0004884	tr|A0A1X7UHW6|A0A1X7UHW6_AMPQE	jg12381.t1
OG0004885	tr|A0A1X7UHW9|A0A1X7UHW9_AMPQE	jg25970.t1
OG0004886	tr|A0A1X7UI08|A0A1X7UI08_AMPQE	jg11968.t1, jg26069.t1
OG0004887	tr|A0A1X7UI12|A0A1X7UI12_AMPQE	jg17932.t1
OG0004888	tr|A0A1X7UI36|A0A1X7UI36_AMPQE	jg7022.t1
OG0004889	tr|A0A1X7UI44|A0A1X7UI44_AMPQE	jg8558.t1, jg28689.t1, jg16436.t1, jg10401.t1, jg26119.t1
OG0004890	tr|A0A1X7UIH2|A0A1X7UIH2_AMPQE, tr|A0A1X7UI61|A0A1X7UI61_AMPQE	jg13955.t1
OG0004891	tr|A0A1X7UIA0|A0A1X7UIA0_AMPQE	jg17025.t1
OG0004892	tr|A0A1X7UIF5|A0A1X7UIF5_AMPQE	jg20825.t1
OG0004893	tr|A0A1X7UIN5|A0A1X7UIN5_AMPQE	jg26779.t1, jg26821.t1, jg22484.t1
OG0004895	tr|A0A1X7UJ25|A0A1X7UJ25_AMPQE	jg23207.t1
OG0004896	tr|A0A1X7UJ41|A0A1X7UJ41_AMPQE, tr|A0A1X7URU6|A0A1X7URU6_AMPQE	jg17029.t1
OG0004897	tr|A0A1X7USM3|A0A1X7USM3_AMPQE, tr|A0A1X7UJ48|A0A1X7UJ48_AMPQE, tr|A0A1X7US93|A0A1X7US93_AMPQE	jg17030.t1
OG0004898	tr|A0A1X7UJA5|A0A1X7UJA5_AMPQE	jg22487.t1, jg26818.t1, jg26782.t1
OG0004899	tr|A0A1X7UJC2|A0A1X7UJC2_AMPQE	jg29424.t1, jg4031.t1, jg22260.t1, jg3994.t1, jg4030.t1
OG0004900	tr|A0A1X7UJF7|A0A1X7UJF7_AMPQE, tr|A0A1X7UJP9|A0A1X7UJP9_AMPQE	jg7207.t1
OG0004901	tr|A0A1X7UJK2|A0A1X7UJK2_AMPQE	jg22481.t1, jg26824.t1, jg26776.t1
OG0004902	tr|A0A1X7UJK7|A0A1X7UJK7_AMPQE, tr|A0A1X7UK73|A0A1X7UK73_AMPQE	jg13686.t1
