Orthogroup	Amphimedon_UP000007879_400682	Human_UP000005640_9606
OG0005051	tr|A0A1X7UZJ5|A0A1X7UZJ5_AMPQE	sp|Q8N9S9|SNX31_HUMAN, sp|Q15036|SNX17_HUMAN
OG0005052	tr|A0A1X7UZP8|A0A1X7UZP8_AMPQE	sp|A1IGU5|ARH37_HUMAN, sp|Q9NXL2|ARH38_HUMAN, sp|Q6XZF7|DNMBP_HUMAN
OG0005053	tr|A0A1X7UZS1|A0A1X7UZS1_AMPQE	sp|Q9H0E7|UBP44_HUMAN, sp|Q70CQ1|UBP49_HUMAN
OG0005054	tr|A0A1X7UZX9|A0A1X7UZX9_AMPQE	sp|Q8IWF9|CCD83_HUMAN
OG0005055	tr|A0A1X7V058|A0A1X7V058_AMPQE	sp|Q9NSV4|DIAP3_HUMAN, sp|O60879|DIAP2_HUMAN, sp|O60610|DIAP1_HUMAN
OG0005056	tr|A0A1X7V072|A0A1X7V072_AMPQE	sp|Q9NPH2|INO1_HUMAN
OG0005057	tr|A0A1X7VUY6|A0A1X7VUY6_AMPQE, tr|A0A1X7V098|A0A1X7V098_AMPQE	sp|Q86WI1|PKHL1_HUMAN
OG0005059	tr|A0A1X7V0H6|A0A1X7V0H6_AMPQE	sp|Q8WV19|SFT2A_HUMAN
OG0005061	tr|A0A1X7V0M0|A0A1X7V0M0_AMPQE	sp|O94874|UFL1_HUMAN
OG0005062	tr|A0A1X7V0P5|A0A1X7V0P5_AMPQE	sp|Q53FV1|ORML2_HUMAN, sp|Q9P0S3|ORML1_HUMAN, sp|Q8N138|ORML3_HUMAN
OG0005064	tr|A0A1X7V0Y4|A0A1X7V0Y4_AMPQE	sp|Q8WY54|PPM1E_HUMAN, sp|P49593|PPM1F_HUMAN
OG0005065	tr|A0A1X7V132|A0A1X7V132_AMPQE	sp|O75306|NDUS2_HUMAN
OG0005066	tr|A0A1X7V138|A0A1X7V138_AMPQE	sp|Q5TAQ9|DCAF8_HUMAN, sp|P0C7V8|DC8L2_HUMAN, sp|A6NGE4|DC8L1_HUMAN
OG0005067	tr|A0A1X7V145|A0A1X7V145_AMPQE	sp|Q9H147|TDIF1_HUMAN
OG0005068	tr|A0A1X7V150|A0A1X7V150_AMPQE	sp|Q9HCN4|GPN1_HUMAN
OG0005069	tr|A0A1X7V174|A0A1X7V174_AMPQE	sp|Q9BQ49|SMIM7_HUMAN
OG0005071	tr|A0A1X7V1K1|A0A1X7V1K1_AMPQE	sp|A8MW95|BECN2_HUMAN, sp|Q14457|BECN1_HUMAN
OG0005074	tr|A0A1X7V1R3|A0A1X7V1R3_AMPQE	sp|Q96JK2|DCAF5_HUMAN
OG0005075	tr|A0A1X7V1U7|A0A1X7V1U7_AMPQE	sp|Q15035|TRAM2_HUMAN, sp|Q8N609|TR1L1_HUMAN, sp|Q15629|TRAM1_HUMAN
OG0005077	tr|A0A1X7V2A4|A0A1X7V2A4_AMPQE	sp|Q13616|CUL1_HUMAN
OG0005078	tr|A0A1X7V2D9|A0A1X7V2D9_AMPQE	sp|O00303|EIF3F_HUMAN
OG0005079	tr|A0A1X7V2F5|A0A1X7V2F5_AMPQE	sp|P22681|CBL_HUMAN, sp|Q13191|CBLB_HUMAN, sp|Q9ULV8|CBLC_HUMAN
OG0005080	tr|A0A1X7V2F6|A0A1X7V2F6_AMPQE	sp|P29375|KDM5A_HUMAN
OG0005081	tr|A0A1X7V2L6|A0A1X7V2L6_AMPQE	sp|Q5TC82|RC3H1_HUMAN, sp|Q9HBD1|RC3H2_HUMAN
OG0005082	tr|A0A1X7V2Q5|A0A1X7V2Q5_AMPQE	sp|P62269|RS18_HUMAN
OG0005084	tr|A0A1X7V2W5|A0A1X7V2W5_AMPQE	sp|Q8NHY2|COP1_HUMAN
OG0005085	tr|A0A1X7V2W9|A0A1X7V2W9_AMPQE	tr|A0A499FJF3|A0A499FJF3_HUMAN, sp|Q6P4F7|RHGBA_HUMAN, sp|Q3KRB8|RHGBB_HUMAN
OG0005086	tr|A0A1X7V2X3|A0A1X7V2X3_AMPQE	sp|Q9BV57|MTND_HUMAN
OG0005087	tr|A0A1X7V377|A0A1X7V377_AMPQE, tr|A0A1X7V369|A0A1X7V369_AMPQE	sp|O95999|BCL10_HUMAN
OG0005088	tr|A0A1X7V3A7|A0A1X7V3A7_AMPQE	sp|O14530|TXND9_HUMAN
OG0005090	tr|A0A1X7V3H2|A0A1X7V3H2_AMPQE	sp|Q07021|C1QBP_HUMAN
OG0005091	tr|A0A1X7V3M4|A0A1X7V3M4_AMPQE	sp|Q96QR8|PURB_HUMAN, sp|Q00577|PURA_HUMAN, sp|Q9UJV8|PURG_HUMAN
OG0005092	tr|A0A1X7V3P1|A0A1X7V3P1_AMPQE	sp|O95429|BAG4_HUMAN, sp|O95817|BAG3_HUMAN, sp|Q9UL15|BAG5_HUMAN
OG0005094	tr|A0A1X7VSA6|A0A1X7VSA6_AMPQE, tr|A0A1X7V455|A0A1X7V455_AMPQE	sp|P22314|UBA1_HUMAN
OG0005095	tr|A0A1X7V497|A0A1X7V497_AMPQE	sp|Q6NUP7|PP4R4_HUMAN
OG0005096	tr|A0A1X7V4B0|A0A1X7V4B0_AMPQE	sp|Q9UJ68|MSRA_HUMAN
OG0005097	tr|A0A1X7V4C7|A0A1X7V4C7_AMPQE	sp|P50461|CSRP3_HUMAN, sp|P21291|CSRP1_HUMAN, sp|Q16527|CSRP2_HUMAN
OG0005098	tr|A0A1X7V4X9|A0A1X7V4X9_AMPQE, tr|A0A1X7V4D7|A0A1X7V4D7_AMPQE	sp|Q13907|IDI1_HUMAN, sp|Q9BXS1|IDI2_HUMAN
OG0005099	tr|A0A1X7V4E7|A0A1X7V4E7_AMPQE	sp|Q8TB40|ABHD4_HUMAN, sp|Q8WTS1|ABHD5_HUMAN
OG0005100	tr|A0A1X7V4E8|A0A1X7V4E8_AMPQE	sp|Q9BSE4|HERP2_HUMAN, sp|Q15011|HERP1_HUMAN
OG0005101	tr|A0A1X7V4L6|A0A1X7V4L6_AMPQE	sp|Q15819|UB2V2_HUMAN, sp|Q13404|UB2V1_HUMAN
OG0005103	tr|A0A1X7V4T7|A0A1X7V4T7_AMPQE	sp|Q8N954|GPT11_HUMAN
OG0005105	tr|A0A1X7V4W9|A0A1X7V4W9_AMPQE	sp|Q9Y651|SOX21_HUMAN, sp|O95416|SOX14_HUMAN
OG0005106	tr|A0A1X7V500|A0A1X7V500_AMPQE	sp|Q8NF37|PCAT1_HUMAN, sp|Q7L5N7|PCAT2_HUMAN, sp|Q643R3|LPCT4_HUMAN
OG0005108	tr|A0A1X7V589|A0A1X7V589_AMPQE	sp|Q6ZVE7|GOT1A_HUMAN, sp|Q9Y3E0|GOT1B_HUMAN
OG0005109	tr|A0A1X7V5B9|A0A1X7V5B9_AMPQE	sp|Q96AE7|TTC17_HUMAN
OG0005110	tr|A0A1X7V5C1|A0A1X7V5C1_AMPQE	sp|Q8IU81|I2BP1_HUMAN, sp|Q9H1B7|I2BPL_HUMAN, sp|Q7Z5L9|I2BP2_HUMAN
OG0005111	tr|A0A1X7V5K6|A0A1X7V5K6_AMPQE	sp|P40145|ADCY8_HUMAN, sp|P51828|ADCY7_HUMAN, sp|Q08462|ADCY2_HUMAN, sp|Q8NFM4|ADCY4_HUMAN
OG0005112	tr|A0A1X7V5M5|A0A1X7V5M5_AMPQE	sp|Q9P2D3|HTR5B_HUMAN, sp|Q86XA9|HTR5A_HUMAN
OG0005113	tr|A0A1X7V5P4|A0A1X7V5P4_AMPQE, tr|A0A1X7V708|A0A1X7V708_AMPQE	sp|P36957|ODO2_HUMAN
OG0005114	tr|A0A1X7V5W1|A0A1X7V5W1_AMPQE	sp|P11216|PYGB_HUMAN, sp|P11217|PYGM_HUMAN, sp|P06737|PYGL_HUMAN
OG0005115	tr|A0A1X7V5X2|A0A1X7V5X2_AMPQE	sp|O60524|NEMF_HUMAN
OG0005116	tr|A0A1X7V609|A0A1X7V609_AMPQE, tr|A0A1X7VF43|A0A1X7VF43_AMPQE	sp|Q6UXH8|CCBE1_HUMAN
OG0005117	tr|A0A1X7V665|A0A1X7V665_AMPQE	sp|Q8NCW5|NNRE_HUMAN
OG0005118	tr|A0A1X7V6G8|A0A1X7V6G8_AMPQE	sp|O43852|CALU_HUMAN, sp|Q96D15|RCN3_HUMAN, sp|Q15293|RCN1_HUMAN
OG0005119	tr|A0A1X7V6J3|A0A1X7V6J3_AMPQE	sp|Q9UIF8|BAZ2B_HUMAN, sp|Q9UIF9|BAZ2A_HUMAN
OG0005120	tr|A0A1X7V6P6|A0A1X7V6P6_AMPQE	sp|Q9P1Y6|PHRF1_HUMAN, sp|Q99590|SCAFB_HUMAN, sp|Q9H7N4|SFR19_HUMAN
OG0005121	tr|A0A1X7V6R6|A0A1X7V6R6_AMPQE	sp|P58546|MTPN_HUMAN
OG0005122	tr|A0A1X7V6S1|A0A1X7V6S1_AMPQE	sp|O75145|LIPA3_HUMAN, sp|Q13136|LIPA1_HUMAN, sp|O75334|LIPA2_HUMAN, sp|O75335|LIPA4_HUMAN
OG0005123	tr|A0A1X7V6X4|A0A1X7V6X4_AMPQE	sp|O60516|4EBP3_HUMAN, sp|Q13541|4EBP1_HUMAN, sp|Q13542|4EBP2_HUMAN
OG0005124	tr|A0A1X7V6Y4|A0A1X7V6Y4_AMPQE	sp|Q86XF0|DYR2_HUMAN, sp|P00374|DYR_HUMAN
OG0005125	tr|A0A1X7V703|A0A1X7V703_AMPQE	sp|Q9NZV1|CRIM1_HUMAN
OG0005126	tr|A0A1X7V7W3|A0A1X7V7W3_AMPQE, tr|A0A1X7V724|A0A1X7V724_AMPQE	sp|Q13535|ATR_HUMAN
OG0005127	tr|A0A1X7V773|A0A1X7V773_AMPQE	sp|O75461|E2F6_HUMAN, sp|Q14209|E2F2_HUMAN, sp|O00716|E2F3_HUMAN
OG0005128	tr|A0A1X7V7A4|A0A1X7V7A4_AMPQE, tr|A0A1X7V8Q6|A0A1X7V8Q6_AMPQE	sp|Q8WU67|ABHD3_HUMAN, sp|Q96SE0|ABHD1_HUMAN
OG0005129	tr|A0A1X7V7F6|A0A1X7V7F6_AMPQE	sp|Q9Y6W5|WASF2_HUMAN, sp|Q9UPY6|WASF3_HUMAN, sp|Q92558|WASF1_HUMAN
OG0005131	tr|A0A1X7V7V2|A0A1X7V7V2_AMPQE, tr|A0A1X7V990|A0A1X7V990_AMPQE	sp|Q8N9V3|WSDU1_HUMAN
OG0005132	tr|A0A1X7V7X2|A0A1X7V7X2_AMPQE	sp|Q8N488|RYBP_HUMAN, sp|Q8IY57|YAF2_HUMAN
OG0005133	tr|A0A1X7V7Y9|A0A1X7V7Y9_AMPQE	sp|Q9UPT6|JIP3_HUMAN, sp|O60271|JIP4_HUMAN
OG0005134	tr|A0A1X7V816|A0A1X7V816_AMPQE	sp|P07339|CATD_HUMAN
OG0005135	tr|A0A1X7V818|A0A1X7V818_AMPQE	sp|Q9P2L0|WDR35_HUMAN
OG0005136	tr|A0A1X7V857|A0A1X7V857_AMPQE	sp|Q9BQK8|LPIN3_HUMAN, sp|Q14693|LPIN1_HUMAN, sp|Q92539|LPIN2_HUMAN
OG0005137	tr|A0A1X7V8A1|A0A1X7V8A1_AMPQE	sp|Q9C0B7|TNG6_HUMAN
OG0005138	tr|A0A1X7V8A9|A0A1X7V8A9_AMPQE	sp|O75420|GGYF1_HUMAN, sp|Q6Y7W6|GGYF2_HUMAN
OG0005139	tr|A0A1X7V8C2|A0A1X7V8C2_AMPQE	sp|O75344|FKBP6_HUMAN
OG0005140	tr|A0A1X7V8D0|A0A1X7V8D0_AMPQE	sp|Q6SPF0|SAMD1_HUMAN, sp|Q5VXD3|SAM13_HUMAN
OG0005141	tr|A0A1X7V8G4|A0A1X7V8G4_AMPQE	sp|O95749|GGPPS_HUMAN
OG0005142	tr|A0A1X7V8U5|A0A1X7V8U5_AMPQE, tr|A0A1X7VPV8|A0A1X7VPV8_AMPQE, tr|A0A1X7V9N5|A0A1X7V9N5_AMPQE	sp|P51797|CLCN6_HUMAN
OG0005143	tr|A0A1X7V8U8|A0A1X7V8U8_AMPQE	sp|Q96HI0|SENP5_HUMAN, sp|Q9H4L4|SENP3_HUMAN, sp|Q9HC62|SENP2_HUMAN
OG0005144	tr|A0A1X7V8V4|A0A1X7V8V4_AMPQE	sp|Q9Y2B0|CNPY2_HUMAN, sp|Q3B7I2|CNPY1_HUMAN
OG0005146	tr|A0A1X7V8Z3|A0A1X7V8Z3_AMPQE	sp|Q9BW91|NUDT9_HUMAN
OG0005147	tr|A0A1X7V8Z6|A0A1X7V8Z6_AMPQE	sp|P15882|CHIN_HUMAN, sp|P52757|CHIO_HUMAN
OG0005148	tr|A0A1X7V962|A0A1X7V962_AMPQE	sp|Q7Z5M8|AB12B_HUMAN, sp|Q8N2K0|ABD12_HUMAN
OG0005149	tr|A0A1X7V989|A0A1X7V989_AMPQE, tr|A0A1X7VAK4|A0A1X7VAK4_AMPQE	sp|A6ND91|ASPD_HUMAN
OG0005150	tr|A0A1X7V991|A0A1X7V991_AMPQE	sp|O43903|GAS2_HUMAN, sp|Q86XJ1|GA2L3_HUMAN
OG0005152	tr|A0A1X7V9P6|A0A1X7V9P6_AMPQE	sp|P20594|ANPRB_HUMAN, sp|P16066|ANPRA_HUMAN, sp|P17342|ANPRC_HUMAN
OG0005153	tr|A0A1X7V9T2|A0A1X7V9T2_AMPQE	sp|Q92545|TM131_HUMAN
OG0005154	tr|A0A1X7V9W5|A0A1X7V9W5_AMPQE	sp|Q58FF7|H90B3_HUMAN, sp|P08238|HS90B_HUMAN, sp|P07900|HS90A_HUMAN
OG0005155	tr|A0A1X7V9X8|A0A1X7V9X8_AMPQE	sp|Q9H0W9|CK054_HUMAN
OG0005156	tr|A0A1X7VA75|A0A1X7VA75_AMPQE	sp|Q9NRR6|INP5E_HUMAN
OG0005157	tr|A0A1X7VAI6|A0A1X7VAI6_AMPQE	sp|Q13608|PEX6_HUMAN
OG0005158	tr|A0A1X7VAK6|A0A1X7VAK6_AMPQE	sp|Q96AX1|VP33A_HUMAN
OG0005161	tr|A0A1X7VB21|A0A1X7VB21_AMPQE	sp|Q8WU20|FRS2_HUMAN, sp|O43559|FRS3_HUMAN
OG0005162	tr|A0A1X7VB34|A0A1X7VB34_AMPQE	sp|Q8NBH2|KY_HUMAN, sp|Q96RY5|CRML_HUMAN
OG0005163	tr|A0A1X7VB46|A0A1X7VB46_AMPQE	sp|Q9HAV7|GRPE1_HUMAN, sp|Q8TAA5|GRPE2_HUMAN
OG0005164	tr|A0A1X7VB55|A0A1X7VB55_AMPQE	sp|P0DME0|SETLP_HUMAN, sp|Q01105|SET_HUMAN
OG0005166	tr|A0A1X7VB92|A0A1X7VB92_AMPQE	sp|P14868|SYDC_HUMAN
OG0005167	tr|A0A1X7VDK1|A0A1X7VDK1_AMPQE, tr|A0A1X7VBB9|A0A1X7VBB9_AMPQE	sp|Q96JB5|CK5P3_HUMAN
OG0005169	tr|A0A1X7VBD6|A0A1X7VBD6_AMPQE	sp|Q9NZ32|ARP10_HUMAN
OG0005170	tr|A0A1X7VBR7|A0A1X7VBR7_AMPQE	sp|P10515|ODP2_HUMAN
OG0005171	tr|A0A1X7VBV6|A0A1X7VBV6_AMPQE	sp|O15217|GSTA4_HUMAN, sp|Q16772|GSTA3_HUMAN, sp|P09210|GSTA2_HUMAN, sp|P08263|GSTA1_HUMAN, sp|Q7RTV2|GSTA5_HUMAN
OG0005172	tr|A0A1X7VBY1|A0A1X7VBY1_AMPQE	sp|Q06710|PAX8_HUMAN, sp|Q02548|PAX5_HUMAN, sp|Q02962|PAX2_HUMAN
OG0005173	tr|A0A1X7VBY6|A0A1X7VBY6_AMPQE	sp|O00499|BIN1_HUMAN, sp|P49418|AMPH_HUMAN, sp|Q9UBW5|BIN2_HUMAN
OG0005174	tr|A0A1X7VDG8|A0A1X7VDG8_AMPQE, tr|A0A1X7VC11|A0A1X7VC11_AMPQE	sp|Q96NB3|ZN830_HUMAN
OG0005175	tr|A0A1X7VC41|A0A1X7VC41_AMPQE	sp|Q9NZI6|TF2L1_HUMAN, sp|Q9NZI7|UBIP1_HUMAN, sp|Q12800|TFCP2_HUMAN
OG0005176	tr|A0A1X7VC54|A0A1X7VC54_AMPQE	sp|Q6BDS2|URFB1_HUMAN, sp|A0JNW5|UH1BL_HUMAN
OG0005177	tr|A0A1X7VCA2|A0A1X7VCA2_AMPQE, tr|A0A1X7VDW9|A0A1X7VDW9_AMPQE	sp|Q8NI22|MCFD2_HUMAN
OG0005178	tr|A0A1X7VCJ1|A0A1X7VCJ1_AMPQE	sp|A2VCK2|DCD2B_HUMAN, sp|A8MYV0|DCD2C_HUMAN, sp|Q9UHG0|DCDC2_HUMAN
OG0005179	tr|A0A1X7VCN8|A0A1X7VCN8_AMPQE	sp|Q96EA4|SPDLY_HUMAN
OG0005180	tr|A0A1X7VCT5|A0A1X7VCT5_AMPQE	sp|Q9Y6M4|KC1G3_HUMAN, sp|P78368|KC1G2_HUMAN, sp|Q9HCP0|KC1G1_HUMAN
OG0005182	tr|A0A1X7VCX1|A0A1X7VCX1_AMPQE	sp|P30307|MPIP3_HUMAN, sp|P30304|MPIP1_HUMAN, sp|P30305|MPIP2_HUMAN
OG0005184	tr|A0A1X7VDD0|A0A1X7VDD0_AMPQE	sp|Q8WW33|GTSF1_HUMAN
OG0005185	tr|A0A1X7VDE2|A0A1X7VDE2_AMPQE	sp|Q9P0J1|PDP1_HUMAN, sp|Q9P2J9|PDP2_HUMAN
OG0005186	tr|A0A1X7VDF9|A0A1X7VDF9_AMPQE	sp|Q6IN85|P4R3A_HUMAN, sp|Q5MIZ7|P4R3B_HUMAN
OG0005187	tr|A0A1X7VDI5|A0A1X7VDI5_AMPQE	sp|Q59EK9|RUN3A_HUMAN, sp|Q96NL0|RUN3B_HUMAN
OG0005188	tr|A0A1X7VDL5|A0A1X7VDL5_AMPQE	sp|Q14999|CUL7_HUMAN, sp|Q8IWT3|CUL9_HUMAN
OG0005189	tr|A0A1X7VDM0|A0A1X7VDM0_AMPQE	sp|O94851|MICA2_HUMAN, sp|Q7RTP6|MICA3_HUMAN
OG0005190	tr|A0A1X7VDR9|A0A1X7VDR9_AMPQE	sp|Q12907|LMAN2_HUMAN, sp|Q9H0V9|LMA2L_HUMAN
OG0005191	tr|A0A1X7VDS4|A0A1X7VDS4_AMPQE	sp|Q9UGP5|DPOLL_HUMAN
OG0005192	tr|A0A1X7VDS7|A0A1X7VDS7_AMPQE	sp|Q9UN36|NDRG2_HUMAN, sp|Q92597|NDRG1_HUMAN, sp|Q9UGV2|NDRG3_HUMAN, sp|Q9ULP0|NDRG4_HUMAN
OG0005193	tr|A0A1X7VDU2|A0A1X7VDU2_AMPQE	sp|Q7Z3C6|ATG9A_HUMAN
OG0005194	tr|A0A1X7VDV1|A0A1X7VDV1_AMPQE	sp|Q9H3S7|PTN23_HUMAN
OG0005195	tr|A0A1X7VDX1|A0A1X7VDX1_AMPQE	sp|Q7L8J4|3BP5L_HUMAN, sp|O60239|3BP5_HUMAN
OG0005196	tr|A0A1X7VE05|A0A1X7VE05_AMPQE	sp|Q96GE4|CEP95_HUMAN
OG0005197	tr|A0A1X7VE50|A0A1X7VE50_AMPQE	sp|Q96QE5|TEFM_HUMAN
OG0005198	tr|A0A1X7VE62|A0A1X7VE62_AMPQE	sp|Q6ZS86|GLPK5_HUMAN
OG0005199	tr|A0A1X7VE66|A0A1X7VE66_AMPQE	sp|Q9Y277|VDAC3_HUMAN, sp|P45880|VDAC2_HUMAN, sp|P21796|VDAC1_HUMAN
OG0005200	tr|A0A1X7VE83|A0A1X7VE83_AMPQE	sp|Q8NDA8|MROH1_HUMAN
OG0005201	tr|A0A1X7VEC9|A0A1X7VEC9_AMPQE	sp|Q5HYI7|MTX3_HUMAN, sp|Q13505|MTX1_HUMAN
OG0005202	tr|A0A1X7VED6|A0A1X7VED6_AMPQE	sp|Q96GD4|AURKB_HUMAN
OG0005203	tr|A0A1X7VT27|A0A1X7VT27_AMPQE, tr|A0A1X7VEH5|A0A1X7VEH5_AMPQE	sp|P51580|TPMT_HUMAN
OG0005204	tr|A0A1X7VEH8|A0A1X7VEH8_AMPQE	sp|Q9BU20|CPLN2_HUMAN
OG0005205	tr|A0A1X7VEJ0|A0A1X7VEJ0_AMPQE	sp|O95336|6PGL_HUMAN
OG0005206	tr|A0A1X7VEK5|A0A1X7VEK5_AMPQE	sp|O95292|VAPB_HUMAN, sp|Q9P0L0|VAPA_HUMAN
OG0005208	tr|A0A1X7VEL5|A0A1X7VEL5_AMPQE	sp|Q9GZY4|COA1_HUMAN
OG0005209	tr|A0A1X7VF26|A0A1X7VF26_AMPQE	sp|Q9UID3|VPS51_HUMAN
OG0005210	tr|A0A1X7VF44|A0A1X7VF44_AMPQE	sp|Q9BY10|TSCOT_HUMAN, sp|Q7Z3Q1|S46A3_HUMAN, sp|Q96NT5|PCFT_HUMAN
OG0005211	tr|A0A1X7VF47|A0A1X7VF47_AMPQE	sp|Q96N19|G137A_HUMAN, sp|Q8N3F9|G137C_HUMAN, sp|O60478|G137B_HUMAN
OG0005212	tr|A0A1X7VF60|A0A1X7VF60_AMPQE	sp|P04181|OAT_HUMAN
OG0005213	tr|A0A1X7VF85|A0A1X7VF85_AMPQE	sp|Q8NFU7|TET1_HUMAN, sp|Q6N021|TET2_HUMAN, sp|O43151|TET3_HUMAN
OG0005216	tr|A0A1X7VFF5|A0A1X7VFF5_AMPQE	sp|O43670|ZN207_HUMAN
OG0005217	tr|A0A1X7VFQ7|A0A1X7VFQ7_AMPQE	sp|P54252|ATX3_HUMAN, sp|Q9H3M9|ATX3L_HUMAN
OG0005218	tr|A0A1X7VFW5|A0A1X7VFW5_AMPQE	sp|Q96DB5|RMD1_HUMAN
OG0005219	tr|A0A1X7VFZ6|A0A1X7VFZ6_AMPQE	sp|O95363|SYFM_HUMAN
OG0005221	tr|A0A1X7VG69|A0A1X7VG69_AMPQE	sp|Q96MM7|H6ST2_HUMAN, sp|O60243|H6ST1_HUMAN, sp|Q8IZP7|H6ST3_HUMAN
OG0005222	tr|A0A1X7VGB5|A0A1X7VGB5_AMPQE, tr|A0A1X7VH99|A0A1X7VH99_AMPQE	sp|Q9UHR5|S30BP_HUMAN
OG0005223	tr|A0A1X7VGC0|A0A1X7VGC0_AMPQE, tr|A0A1X7VHR3|A0A1X7VHR3_AMPQE	sp|Q9GZZ9|UBA5_HUMAN
OG0005224	tr|A0A1X7VGM4|A0A1X7VGM4_AMPQE	sp|P63241|IF5A1_HUMAN, sp|Q6IS14|IF5AL_HUMAN, sp|Q9GZV4|IF5A2_HUMAN
OG0005225	tr|A0A1X7VGU5|A0A1X7VGU5_AMPQE	sp|Q9Y6D5|BIG2_HUMAN, sp|Q9Y6D6|BIG1_HUMAN
OG0005226	tr|A0A1X7VH63|A0A1X7VH63_AMPQE	sp|Q6ZNB7|ALKMO_HUMAN
OG0005227	tr|A0A1X7VH81|A0A1X7VH81_AMPQE	sp|Q9UPU7|TBD2B_HUMAN, sp|Q9BYX2|TBD2A_HUMAN
OG0005228	tr|A0A1X7VH98|A0A1X7VH98_AMPQE	sp|P12270|TPR_HUMAN
OG0005229	tr|A0A1X7VHA4|A0A1X7VHA4_AMPQE	sp|Q8IZW8|TENS4_HUMAN, sp|Q9HBL0|TENS1_HUMAN, sp|Q68CZ2|TENS3_HUMAN, sp|Q63HR2|TNS2_HUMAN
OG0005230	tr|A0A1X7VHG4|A0A1X7VHG4_AMPQE	sp|P39880|CUX1_HUMAN, sp|O14529|CUX2_HUMAN
OG0005231	tr|A0A1X7VHH2|A0A1X7VHH2_AMPQE	sp|O75385|ULK1_HUMAN, sp|Q8IYT8|ULK2_HUMAN
OG0005232	tr|A0A1X7VHJ5|A0A1X7VHJ5_AMPQE	sp|Q6ZMD2|SPNS3_HUMAN, sp|Q9H2V7|SPNS1_HUMAN, sp|Q8IVW8|SPNS2_HUMAN
OG0005233	tr|A0A1X7VHM6|A0A1X7VHM6_AMPQE	sp|Q8NFC6|BD1L1_HUMAN, sp|Q96IK1|BOD1_HUMAN, sp|Q8IYS8|BD1L2_HUMAN
OG0005234	tr|A0A1X7VJG6|A0A1X7VJG6_AMPQE, tr|A0A1X7VHY7|A0A1X7VHY7_AMPQE	sp|Q86XR8|CEP57_HUMAN, sp|Q8IYX8|CE57L_HUMAN
OG0005235	tr|A0A1X7VI07|A0A1X7VI07_AMPQE	sp|Q8N448|LNX2_HUMAN, sp|Q8TBB1|LNX1_HUMAN
OG0005236	tr|A0A1X7VI17|A0A1X7VI17_AMPQE	sp|O14495|PLPP3_HUMAN, sp|O14494|PLPP1_HUMAN, sp|O43688|PLPP2_HUMAN
OG0005237	tr|A0A1X7VI61|A0A1X7VI61_AMPQE	sp|Q5TIA1|MEI1_HUMAN
OG0005238	tr|A0A1X7VI66|A0A1X7VI66_AMPQE	sp|Q9HAP2|MLXIP_HUMAN, sp|Q9NP71|MLXPL_HUMAN
OG0005239	tr|A0A1X7VJQ6|A0A1X7VJQ6_AMPQE, tr|A0A1X7VI74|A0A1X7VI74_AMPQE	sp|Q96A54|PAQR1_HUMAN, sp|Q86V24|PAQR2_HUMAN
OG0005240	tr|A0A1X7VIJ1|A0A1X7VIJ1_AMPQE	sp|P25098|ARBK1_HUMAN, sp|P35626|ARBK2_HUMAN
OG0005241	tr|A0A1X7VIK0|A0A1X7VIK0_AMPQE	sp|Q92560|BAP1_HUMAN
OG0005242	tr|A0A1X7VIL0|A0A1X7VIL0_AMPQE	sp|Q9UQQ2|SH2B3_HUMAN, sp|O14492|SH2B2_HUMAN, sp|Q9NRF2|SH2B1_HUMAN
OG0005243	tr|A0A1X7VIM6|A0A1X7VIM6_AMPQE	sp|P06730|IF4E_HUMAN, sp|A6NMX2|I4E1B_HUMAN
OG0005244	tr|A0A1X7VIP3|A0A1X7VIP3_AMPQE	sp|Q9H2I8|LRMDA_HUMAN
OG0005245	tr|A0A1X7VJY4|A0A1X7VJY4_AMPQE, tr|A0A1X7VIV7|A0A1X7VIV7_AMPQE	sp|Q969N2|PIGT_HUMAN
OG0005246	tr|A0A1X7VIZ4|A0A1X7VIZ4_AMPQE, tr|A0A1X7VKA4|A0A1X7VKA4_AMPQE	sp|Q96LL9|DJC30_HUMAN
OG0005247	tr|A0A1X7VJ03|A0A1X7VJ03_AMPQE	sp|Q14012|KCC1A_HUMAN, sp|Q8IU85|KCC1D_HUMAN
OG0005248	tr|A0A1X7VJI1|A0A1X7VJI1_AMPQE, tr|A0A1X7VJ67|A0A1X7VJ67_AMPQE	sp|Q9P1Y5|CAMP3_HUMAN, sp|Q08AD1|CAMP2_HUMAN, sp|Q5T5Y3|CAMP1_HUMAN
OG0005249	tr|A0A1X7VJC1|A0A1X7VJC1_AMPQE	sp|Q1HG44|DOXA2_HUMAN, sp|Q1HG43|DOXA1_HUMAN
OG0005250	tr|A0A1X7VJL8|A0A1X7VJL8_AMPQE	sp|P30838|AL3A1_HUMAN, sp|P51648|AL3A2_HUMAN
OG0005251	tr|A0A1X7VJX2|A0A1X7VJX2_AMPQE	sp|O75891|AL1L1_HUMAN, sp|Q3SY69|AL1L2_HUMAN
OG0005252	tr|A0A1X7VJX6|A0A1X7VJX6_AMPQE	sp|Q9NXG2|THUM1_HUMAN
OG0005253	tr|A0A1X7VK16|A0A1X7VK16_AMPQE	sp|O43147|SGSM2_HUMAN, sp|Q2NKQ1|SGSM1_HUMAN
OG0005254	tr|A0A1X7VK83|A0A1X7VK83_AMPQE	sp|Q9Y3D0|CIA2B_HUMAN
OG0005255	tr|A0A1X7VKA5|A0A1X7VKA5_AMPQE	sp|O60337|MARH6_HUMAN
