Orthogroup	Human_UP000005640_9606	Ephydatia_Emu_v1_prots
OG0002358	sp|Q969H4|CNKR1_HUMAN, sp|Q8WXI2|CNKR2_HUMAN, sp|Q6P9H4|CNKR3_HUMAN, sp|G9CGD6|CNIPF_HUMAN, sp|Q8WWN9|ICEF1_HUMAN	Em0023g408a
OG0002360	sp|Q14241|ELOA1_HUMAN, sp|Q8NG57|ELOA3_HUMAN, sp|A6NLF2|ELB3D_HUMAN, sp|A0A087WX78|ELB3C_HUMAN, sp|Q3SY89|ELB3B_HUMAN, sp|Q8IYF1|ELOA2_HUMAN	Em0005g709a
OG0002361	sp|Q9H6H4|REEP4_HUMAN, sp|Q6NUK4|REEP3_HUMAN, sp|Q9H902|REEP1_HUMAN, sp|Q9BRK0|REEP2_HUMAN	Em0013g999a, Em0013g994a, Em0013g1022a
OG0002362	sp|P55199|ELL_HUMAN, sp|O00472|ELL2_HUMAN, sp|Q9HB65|ELL3_HUMAN, sp|Q8N4S9|MALD2_HUMAN, sp|Q9H607|OCEL1_HUMAN, sp|Q16625|OCLN_HUMAN	Em0009g1194a
OG0002364	sp|P13716|HEM2_HUMAN	Em0016g656a, Em0016g649a
OG0002366	sp|Q92556|ELMO1_HUMAN, sp|Q96JJ3|ELMO2_HUMAN, sp|Q96BJ8|ELMO3_HUMAN	Em0001g123a, Em0001g114a, Em0001g122a
OG0002367	sp|Q6PJG2|MDEAS_HUMAN, sp|Q96PN7|TREF1_HUMAN, sp|Q9H0D2|ZN541_HUMAN	Em0215g1a, Em0019g932a
OG0002368	sp|Q8WYP3|RIN2_HUMAN, sp|Q13671|RIN1_HUMAN, sp|Q8TB24|RIN3_HUMAN, sp|Q6ZS11|RINL_HUMAN	Em0019g355a
OG0002369	sp|Q14410|GLPK2_HUMAN, sp|Q14409|GLPK3_HUMAN, sp|P32189|GLPK_HUMAN	Em0005g65a, Em0005g60a
OG0002370	sp|P04062|GLCM_HUMAN	Em0551g4a, Em0019g109a, Em0551g6a, Em0019g112a, Em0551g7a, Em0019g111a
OG0002371	sp|Q01970|PLCB3_HUMAN, sp|Q9NQ66|PLCB1_HUMAN, sp|Q00722|PLCB2_HUMAN, sp|Q15147|PLCB4_HUMAN	Em0006g972a, Em0006g969a, Em0006g970a
OG0002372	sp|Q9Y5S8|NOX1_HUMAN, sp|Q9HBY0|NOX3_HUMAN, sp|P04839|CY24B_HUMAN	Em0023g779a, Em0003g690a
OG0002373	sp|Q96CM8|ACSF2_HUMAN	Em0017g219a, Em0017g223a, Em0017g216a, Em0017g218a, Em0017g217a, Em0017g215a
OG0002374	sp|Q6QHF9|PAOX_HUMAN, sp|Q9NWM0|SMOX_HUMAN	Em0009g967a, Em0009g1159a
OG0002375	sp|Q9NUX5|POTE1_HUMAN	Em0099g1a, Em0145g9a, Em0099g26a, Em0429g10a, Em0425g7a, Em0099g17a, Em0099g2a
OG0002376	sp|Q9NV66|TYW1_HUMAN, sp|Q6NUM6|TYW1B_HUMAN	Em0015g809a, Em0015g799a, Em0015g807a
OG0002377	sp|Q9H4G4|GAPR1_HUMAN	Em0010g233a, Em0210g8a, Em0010g235a, Em0210g6a, Em0210g9a, Em0010g232a
OG0002378	sp|Q86UC2|RSPH3_HUMAN	Em0099g7a, Em0099g19a, Em0425g3a, Em0429g3a, Em0145g16a, Em0099g11a
OG0002382	sp|O75689|ADAP1_HUMAN, sp|Q9NPF8|ADAP2_HUMAN	Em0020g931a, Em0020g926a, Em0020g930a
OG0002384	sp|Q9NZQ0|DJC27_HUMAN	Em0005g1325a
OG0002384	sp|Q8TB72|PUM2_HUMAN, sp|Q14671|PUM1_HUMAN	Em0005g1324a
OG0002386	sp|Q7Z7K2|ZN467_HUMAN, sp|Q5TEC3|ZN697_HUMAN, sp|Q8NCA9|ZN784_HUMAN, sp|Q8NAF0|ZN579_HUMAN	Em0020g936a, Em0630g3a, Em0020g937a
OG0002387	sp|Q96RU8|TRIB1_HUMAN, sp|Q92519|TRIB2_HUMAN, sp|Q96RU7|TRIB3_HUMAN	Em0005g1526a, Em0187g9a, Em0036g10a, Em0112g11a
OG0002389	sp|Q9UPN3|MACF1_HUMAN, sp|Q03001|DYST_HUMAN	Em0023g122a, Em0002g1592a, Em0023g120a
OG0002390	sp|A0A024RBG1|NUD4B_HUMAN, sp|Q9NZJ9|NUDT4_HUMAN, sp|Q96G61|NUD11_HUMAN, sp|Q8NFP7|NUD10_HUMAN, sp|O95989|NUDT3_HUMAN	Em0023g267a
OG0002391	sp|Q9BXR0|TGT_HUMAN	Em0016g1167a
OG0002392	sp|Q9Y2K6|UBP20_HUMAN, sp|Q8TEY7|UBP33_HUMAN	Em0016g91a, Em0016g76a, Em0016g90a
OG0002393	sp|P41247|PLPL4_HUMAN, sp|Q7Z6Z6|PLPL5_HUMAN, sp|Q96AD5|PLPL2_HUMAN, sp|Q9NST1|PLPL3_HUMAN	Em0003g458a
OG0002394	sp|Q7Z3B0|SIM15_HUMAN	Em0014g591a, Em0014g589a
OG0002395	sp|Q9Y613|FHOD1_HUMAN, sp|Q2V2M9|FHOD3_HUMAN	Em0018g633a, Em0018g619a, Em0018g630a, Em0018g615a, Em0018g614a
OG0002396	sp|O00767|SCD_HUMAN	Em0016g898a, Em0016g899a, Em0648g2a, Em0010g47a, Em0674g2a, Em0010g73a
OG0002397	sp|Q9BVA0|KTNB1_HUMAN, sp|Q9H079|KTBL1_HUMAN	Em0018g70a
OG0002398	sp|P61077|UB2D3_HUMAN, sp|P62837|UB2D2_HUMAN, sp|P51668|UB2D1_HUMAN, sp|Q9Y2X8|UB2D4_HUMAN	Em0010g1031a, Em0010g1030a, Em0010g1016a
OG0002399	sp|Q9Y3I1|FBX7_HUMAN	Em0010g121a
OG0002399	sp|Q6FIF0|ZFAN6_HUMAN, sp|O76080|ZFAN5_HUMAN	Em0010g120a
OG0002400	sp|O60762|DPM1_HUMAN, sp|Q49AJ0|F135B_HUMAN, sp|Q9P2D6|F135A_HUMAN	Em0018g1094a, Em0018g1137a
OG0002401	sp|O15457|MSH4_HUMAN	Em0010g710a
OG0002402	sp|Q9Y490|TLN1_HUMAN, sp|Q9Y4G6|TLN2_HUMAN	Em0010g62a, Em0010g50a, Em0010g55a, Em0010g56a
OG0002403	sp|P61129|ZC3H6_HUMAN, sp|Q9UPT8|ZC3H4_HUMAN, sp|Q8N5P1|ZC3H8_HUMAN	Em0017g519a, Em0017g506a, Em0017g510a, Em0017g514a
OG0002404	sp|Q9NVR5|KTU_HUMAN	Em0179g21a, Em0786g6a, Em0023g53a, Em0179g12a
OG0002407	sp|Q8ND30|LIPB2_HUMAN, sp|Q86W92|LIPB1_HUMAN	Em0598g3a, Em0597g3a, Em0015g1251a, Em0598g4a
OG0002408	sp|Q86U86|PB1_HUMAN	Em0001g2763a, Em0001g2753a, Em0001g2754a
OG0002410	sp|O43491|E41L2_HUMAN, sp|P11171|EPB41_HUMAN, sp|Q9H4G0|E41L1_HUMAN, sp|Q9Y2J2|E41L3_HUMAN	Em0004g86a, Em0013g396a, Em0013g404a
OG0002411	sp|Q5VXM1|CDCP2_HUMAN	Em0021g426a, Em0081g7a, Em0081g2a, Em0019g554a, Em0734g2a, Em0006g967a
OG0002412	sp|Q8WW32|HMGB4_HUMAN, sp|C9JSJ3|MEIOS_HUMAN, sp|O15347|HMGB3_HUMAN, sp|P09429|HMGB1_HUMAN, sp|B2RPK0|HGB1A_HUMAN, sp|P26583|HMGB2_HUMAN	Em0022g519a
OG0002413	sp|Q9NVA2|SEP11_HUMAN, sp|Q92599|SEPT8_HUMAN, sp|Q14141|SEPT6_HUMAN, sp|Q9P0V9|SEP10_HUMAN	Em0022g136a, Em0022g139a
OG0002414	sp|Q16548|B2LA1_HUMAN, sp|Q9HBF5|ST20_HUMAN	Em0020g14a
OG0002414	sp|Q92843|B2CL2_HUMAN, sp|Q07817|B2CL1_HUMAN, sp|P10415|BCL2_HUMAN	Em0009g1189a
OG0002415	sp|P05549|AP2A_HUMAN, sp|Q92754|AP2C_HUMAN, sp|Q92481|AP2B_HUMAN, sp|Q6VUC0|AP2E_HUMAN, sp|Q7Z6R9|AP2D_HUMAN	Em0023g125a
OG0002416	sp|Q8NE35|CPEB3_HUMAN, sp|Q7Z5Q1|CPEB2_HUMAN, sp|Q17RY0|CPEB4_HUMAN	Em0013g172a
OG0002418	sp|Q01668|CAC1D_HUMAN, sp|Q13936|CAC1C_HUMAN, sp|O60840|CAC1F_HUMAN, sp|Q13698|CAC1S_HUMAN	Em0001g1153a, Em0001g1240a, Em0001g1152a
OG0002419	sp|O43592|XPOT_HUMAN	Em0001g1072a
OG0002419	sp|P31150|GDIA_HUMAN, sp|P50395|GDIB_HUMAN	Em0001g1112a
OG0002420	sp|Q7Z3U7|MON2_HUMAN	Em0001g653a, Em0001g648a, Em0001g651a, Em0001g650a, Em0001g646a
OG0002421	sp|Q9UP38|FZD1_HUMAN, sp|O75084|FZD7_HUMAN, sp|Q14332|FZD2_HUMAN, sp|Q9H461|FZD8_HUMAN, sp|Q13467|FZD5_HUMAN	Em0012g384a
OG0002422	sp|Q6ZV73|FGD6_HUMAN	Em0001g1747a, Em0001g1720a, Em0001g1734a, Em0001g1742a, Em0001g1722a
OG0002425	sp|P78527|PRKDC_HUMAN	Em0020g368a, Em0020g372a, Em0341g3a, Em0020g370a, Em0020g393a
OG0002426	sp|Q9BTT0|AN32E_HUMAN, sp|Q92688|AN32B_HUMAN, sp|P39687|AN32A_HUMAN, sp|O95626|AN32D_HUMAN, sp|O43423|AN32C_HUMAN, sp|Q99467|CD180_HUMAN	Em0010g878a
OG0002427	sp|Q9P2Q2|FRM4A_HUMAN, sp|Q9Y2L6|FRM4B_HUMAN, sp|Q3KP66|INAVA_HUMAN, sp|Q96HB5|CC120_HUMAN	Em0014g296a, Em0014g280a
OG0002428	sp|Q5VWQ0|RSBN1_HUMAN, sp|Q6PCB5|RSBNL_HUMAN	Em0517g1a, Em0518g1a, Em0014g435a, Em0014g488a, Em0014g417a
OG0002429	sp|P10075|GLI4_HUMAN, sp|Q8NB50|ZFP62_HUMAN, sp|Q499Z4|ZN672_HUMAN, sp|Q96SL8|FIZ1_HUMAN, sp|Q9NSD4|ZN275_HUMAN	Em0008g1294a
OG0002431	sp|O75051|PLXA2_HUMAN, sp|Q9HCM2|PLXA4_HUMAN, sp|P51805|PLXA3_HUMAN, sp|Q9UIW2|PLXA1_HUMAN	Em0014g263a, Em0014g265a, Em0014g168a
OG0002432	sp|O75475|PSIP1_HUMAN, sp|Q9Y3E1|HDGR3_HUMAN, sp|Q7Z4V5|HDGR2_HUMAN, sp|Q5TGJ6|HDGL1_HUMAN, sp|P51858|HDGF_HUMAN	Em0010g893a, Em0009g112a
OG0002434	sp|P19793|RXRA_HUMAN	Em0021g278a, Em0001g69a, Em0001g71a, Em0001g73a, Em0001g70a, Em0018g144a
OG0002488	sp|Q9H972|CN093_HUMAN	Em0007g183a
OG0002567	sp|Q5M7Z0|RNFT1_HUMAN, sp|Q96EX2|RNFT2_HUMAN	Em0015g1185a
OG0002569	sp|Q9Y5Y2|NUBP2_HUMAN	Em0021g41a
OG0002571	sp|Q13724|MOGS_HUMAN	Em0010g464a, Em0010g447a, Em0481g3a
OG0002579	sp|Q9NRZ5|PLCD_HUMAN, sp|Q9NRZ7|PLCC_HUMAN	Em0023g798a
OG0002580	sp|P27449|VATL_HUMAN	Em0022g265a, Em0022g254a, Em0022g263a, Em0022g252a
OG0002581	sp|Q8WV60|PTCD2_HUMAN, sp|Q92552|RT27_HUMAN	Em0009g1030a
OG0002584	sp|Q9UHL4|DPP2_HUMAN	Em0016g722a, Em0016g703a, Em0041g4a
OG0002596	sp|Q8WXG9|AGRV1_HUMAN	Em0007g839a, Em0019g692a
OG0002598	sp|Q15154|PCM1_HUMAN	Em0022g708a
OG0002599	sp|Q6IPR3|TYW3_HUMAN	Em0018g1023a, Em0018g1080a
OG0002606	sp|Q9UNY4|TTF2_HUMAN	Em0825g1a, Em0013g785a
OG0002610	sp|Q6Q0C0|TRAF7_HUMAN	Em0016g538a, Em0020g1004a
OG0002616	sp|Q5W0A0|ERI6B_HUMAN, sp|Q7L0X2|ERIP6_HUMAN	Em0484g1a, Em0016g220a
OG0002621	sp|Q9NUQ7|UFSP2_HUMAN	Em0022g319a, Em0447g9a
OG0002623	sp|Q8WV92|MITD1_HUMAN	Em0001g724a, Em0001g723a
OG0002624	sp|Q8NBZ7|UXS1_HUMAN	Em0021g912a
OG0002627	sp|O75928|PIAS2_HUMAN, sp|O75925|PIAS1_HUMAN, sp|Q9Y6X2|PIAS3_HUMAN, sp|Q8N2W9|PIAS4_HUMAN	Em0009g184a
OG0002629	sp|P54132|BLM_HUMAN	Em0009g1095a
OG0002630	sp|O94973|AP2A2_HUMAN, sp|O95782|AP2A1_HUMAN	Em0003g1861a
OG0002632	sp|Q2TAY7|SMU1_HUMAN	Em0010g989a, Em0010g986a
OG0002633	sp|Q96IZ6|MET2A_HUMAN, sp|Q6P1Q9|MET2B_HUMAN	Em0004g307a
OG0002634	sp|Q6IBW4|CNDH2_HUMAN	Em0003g1407a, Em0003g1405a
OG0002635	sp|Q7Z5S9|TM144_HUMAN	Em0022g332a, Em0022g331a
OG0002636	sp|Q6ZV89|SH2D5_HUMAN	Em0008g93a
OG0002639	sp|Q8IXH7|NELFD_HUMAN	Em0018g796a, Em0018g794a
OG0002641	sp|P35658|NU214_HUMAN	Em0013g232a, Em0013g223a, Em0002g1402a
OG0002642	sp|Q9Y2I1|NISCH_HUMAN	Em0003g394a, Em0003g374a
OG0002644	sp|Q2NKJ3|CTC1_HUMAN	Em0021g992a
OG0002645	sp|Q93008|USP9X_HUMAN, sp|O00507|USP9Y_HUMAN	Em0021g557a
OG0002650	sp|Q92736|RYR2_HUMAN, sp|Q15413|RYR3_HUMAN, sp|P21817|RYR1_HUMAN	Em0015g80a
OG0002651	sp|Q08AM6|VAC14_HUMAN	Em0018g1017a
OG0002652	sp|P19447|ERCC3_HUMAN	Em0011g773a
OG0002653	sp|O60308|CE104_HUMAN	Em0131g7a, Em0008g1192a, Em0131g8a, Em0008g1175a
OG0002657	sp|Q9UBT6|POLK_HUMAN	Em0016g913a
OG0002661	sp|Q9HD42|CHM1A_HUMAN	Em0018g340a
OG0002661	sp|Q7LBR1|CHM1B_HUMAN	Em0023g656a
OG0002662	sp|O75140|DEPD5_HUMAN	Em0015g1035a
OG0002664	sp|Q9ULW0|TPX2_HUMAN	Em0018g1125a
OG0002666	sp|Q8WZ74|CTTB2_HUMAN	Em0055g3a, Em0055g1a, Em0055g7a
OG0002671	sp|Q969M3|YIPF5_HUMAN, sp|Q8N8F6|YIPF7_HUMAN	Em0022g130a
OG0002672	sp|Q5VXU3|CHIC1_HUMAN, sp|Q9UKJ5|CHIC2_HUMAN	Em0022g131a
OG0002673	sp|Q9NXB0|MKS1_HUMAN, sp|Q6ZP65|BICL1_HUMAN, sp|A1A5D9|BICL2_HUMAN	Em0015g905a
OG0002674	sp|Q9BPX3|CND3_HUMAN	Em0105g8a, Em0013g722a, Em0008g342a, Em0025g90a
OG0002676	sp|P20340|RAB6A_HUMAN	Em0021g881a, Em0021g880a
OG0002678	sp|Q8WV93|AFG1L_HUMAN	Em0023g355a
OG0002683	sp|Q96DH6|MSI2H_HUMAN, sp|O43347|MSI1H_HUMAN	Em0005g1599a, Em0015g1117a
OG0002687	sp|Q9C099|LRCC1_HUMAN	Em0018g315a, Em0018g324a
OG0002688	sp|Q96RN5|MED15_HUMAN	Em0015g1106a, Em0002g1676a, Em0015g1088a
OG0002689	sp|P18031|PTN1_HUMAN, sp|P17706|PTN2_HUMAN	Em0018g1052a
OG0002690	sp|O95396|MOCS3_HUMAN	Em0015g1130a, Em0015g1148a, Em0015g1143a
OG0002692	sp|Q4G0P3|HYDIN_HUMAN	Em0018g825a, Em0018g822a, Em0018g793a
OG0002698	sp|Q9H5I5|PIEZ2_HUMAN, sp|Q92508|PIEZ1_HUMAN	Em0018g278a, Em0018g281a
OG0002699	sp|Q9UI46|DNAI1_HUMAN	Em0002g82a, Em0002g89a, Em0002g81a
OG0002701	sp|O14672|ADA10_HUMAN	Em0010g847a, Em0010g848a
OG0002702	sp|Q9UNS1|TIM_HUMAN	Em0007g591a
OG0002703	sp|Q9BUP0|EFHD1_HUMAN, sp|Q96C19|EFHD2_HUMAN	Em0008g911a
OG0002706	sp|P78316|NOP14_HUMAN	Em0637g8a, Em0013g36a, Em0013g40a
OG0002708	sp|O00443|P3C2A_HUMAN, sp|O00750|P3C2B_HUMAN, sp|O75747|P3C2G_HUMAN	Em0003g434a, Em0003g431a
OG0002709	sp|Q6P2E9|EDC4_HUMAN	Em0018g167a
OG0002710	sp|Q92845|KIFA3_HUMAN	Em0016g31a
OG0002711	sp|Q13838|DX39B_HUMAN, sp|O00148|DX39A_HUMAN	Em0016g279a
OG0002714	sp|Q9BVM4|GGACT_HUMAN	Em0026g37a
OG0002715	sp|Q9UQN3|CHM2B_HUMAN	Em0023g323a
OG0002719	sp|Q9BQ70|TCF25_HUMAN	Em0018g1095a, Em0018g1136a
OG0002720	sp|Q6PIY5|ARMD1_HUMAN	Em0010g721a
OG0002723	sp|Q9BXT4|TDRD1_HUMAN	Em0013g844a, Em0023g208a, Em0023g207a, Em0151g7a
OG0002725	sp|Q9UHY1|NRBP_HUMAN, sp|Q9NSY0|NRBP2_HUMAN	Em0023g126a
OG0002737	sp|Q8WX92|NELFB_HUMAN	Em0531g3a, Em0016g1116a, Em0016g1179a
OG0002740	sp|Q9UL63|MKLN1_HUMAN	Em0001g964a, Em0001g998a, Em0001g943a
OG0002741	sp|O96008|TOM40_HUMAN, sp|Q969M1|TM40L_HUMAN	Em0006g1226a, Em0006g1235a
OG0002742	sp|Q9Y548|YIPF1_HUMAN, sp|Q9BWQ6|YIPF2_HUMAN	Em0011g1185a
OG0002745	sp|P01106|MYC_HUMAN	Em0179g14a, Em0179g6a, Em0023g45a
OG0002746	sp|Q6PL18|ATAD2_HUMAN, sp|Q9ULI0|ATD2B_HUMAN	Em0023g78a
OG0002748	sp|Q63ZY3|KANK2_HUMAN, sp|Q6NY19|KANK3_HUMAN, sp|Q5T7N3|KANK4_HUMAN	Em0011g521a
OG0002750	sp|Q96NW4|ANR27_HUMAN	Em0631g1a, Em0018g505a, Em0440g1a
OG0002755	sp|Q8WXA9|SREK1_HUMAN	Em0011g215a
OG0002757	sp|Q13217|DNJC3_HUMAN	Em0001g1059a, Em0001g1051a
OG0002759	sp|O60645|EXOC3_HUMAN, sp|Q86VI1|EX3L1_HUMAN, sp|Q17RC7|EX3L4_HUMAN, sp|Q03169|TNAP2_HUMAN, sp|Q2M3D2|EX3L2_HUMAN	Em0020g88a
OG0002760	sp|O75607|NPM3_HUMAN, sp|P06748|NPM_HUMAN, sp|Q86SE8|NPM2_HUMAN	Em0013g813a
OG0002762	sp|Q96DN6|MBD6_HUMAN, sp|Q9P267|MBD5_HUMAN	Em0171g1a, Em0007g267a
OG0002766	sp|Q6IC98|GRAM4_HUMAN	Em0001g1791a
OG0002768	sp|O14662|STX16_HUMAN	Em0018g1108a
OG0002770	sp|Q92870|APBB2_HUMAN, sp|O00213|APBB1_HUMAN, sp|O95704|APBB3_HUMAN	Em0022g287a, Em0022g286a
OG0002773	sp|Q9UH65|SWP70_HUMAN, sp|Q9H4E7|DEFI6_HUMAN	Em0002g293a, Em0014g749a, Em0014g751a
OG0002774	sp|Q6HA08|ASTL_HUMAN	Em0582g1a, Em0016g939a, Em0582g3a
OG0002775	sp|Q5TB80|CE162_HUMAN	Em0023g819a
OG0002782	sp|Q8IYW2|CFA46_HUMAN	Em0637g4a, Em1078g4a, Em0637g5a, Em0013g33a
OG0002785	sp|Q8IY95|TM192_HUMAN	Em0005g75a
OG0002787	sp|Q5TBK1|N42L1_HUMAN, sp|Q86UW6|N4BP2_HUMAN, sp|Q92802|N42L2_HUMAN	Em0011g588a, Em1145g1a, Em0011g539a
OG0002795	sp|Q9NXX6|NSE4A_HUMAN, sp|Q8N140|EID3_HUMAN	Em0021g878a
OG0002799	sp|P42356|PI4KA_HUMAN	Em0023g837a, Em0023g835a, Em0023g830a
OG0002804	sp|Q9BQI0|AIF1L_HUMAN, sp|P55008|AIF1_HUMAN	Em0016g622a, Em0077g11a, Em0831g3a
OG0002805	sp|Q05193|DYN1_HUMAN, sp|Q9UQ16|DYN3_HUMAN, sp|P50570|DYN2_HUMAN	Em0016g265a
OG0002808	sp|Q9UEE9|CFDP1_HUMAN	Em0018g835a, Em0018g814a
OG0002812	sp|P20823|HNF1A_HUMAN, sp|P35680|HNF1B_HUMAN	Em0015g467a, Em0015g471a
OG0002816	sp|P58004|SESN2_HUMAN, sp|Q9Y6P5|SESN1_HUMAN, sp|P58005|SESN3_HUMAN	Em0023g470a
OG0002817	sp|P98077|SHC2_HUMAN, sp|P29353|SHC1_HUMAN, sp|Q92529|SHC3_HUMAN, sp|Q6S5L8|SHC4_HUMAN	Em0009g44a
OG0002818	sp|P55809|SCOT1_HUMAN, sp|Q9BYC2|SCOT2_HUMAN	Em0011g1164a, Em0011g1162a
OG0002821	sp|P28289|TMOD1_HUMAN, sp|Q9NZQ9|TMOD4_HUMAN, sp|Q9NYL9|TMOD3_HUMAN, sp|Q9NZR1|TMOD2_HUMAN	Em0020g697a
OG0002828	sp|P19338|NUCL_HUMAN	Em0003g1357a, Em0008g95a, Em0008g94a
OG0002829	sp|P42336|PK3CA_HUMAN, sp|P42338|PK3CB_HUMAN	Em0008g333a, Em0008g286a, Em0008g282a
OG0002832	sp|Q969F9|HPS3_HUMAN	Em0008g1057a
OG0002834	sp|Q99259|DCE1_HUMAN, sp|Q05329|DCE2_HUMAN, sp|Q6ZQY3|GADL1_HUMAN, sp|Q9Y600|CSAD_HUMAN	Em0001g1241a, Em0001g1154a
OG0002837	sp|Q9BRT8|CBWD1_HUMAN, sp|Q8IUF1|CBWD2_HUMAN, sp|Q5JTY5|CBWD3_HUMAN, sp|Q5RIA9|CBWD5_HUMAN, sp|Q4V339|CBWD6_HUMAN	Em0011g823a
OG0002839	sp|Q8IY18|SMC5_HUMAN	Em0009g1231a
OG0002840	sp|Q14596|NBR1_HUMAN	Em0012g773a, Em0012g775a, Em0012g781a, Em0012g774a, Em0012g780a
OG0002841	sp|O75197|LRP5_HUMAN, sp|O75581|LRP6_HUMAN, sp|O75096|LRP4_HUMAN	Em0003g1221a, Em0012g24a, Em0010g765a
OG0002845	sp|Q15233|NONO_HUMAN, sp|Q8WXF1|PSPC1_HUMAN, sp|P23246|SFPQ_HUMAN	Em0023g389a, Em0023g399a
OG0002847	sp|Q6IN84|MRM1_HUMAN	Em0015g1053a
OG0002848	sp|P19484|TFEB_HUMAN, sp|O14948|TFEC_HUMAN, sp|P19532|TFE3_HUMAN, sp|O75030|MITF_HUMAN	Em0014g28a
OG0002849	sp|Q5VVH5|IKBP1_HUMAN	Em0023g472a
OG0002850	sp|Q16531|DDB1_HUMAN	Em0033g21a, Em0033g14a, Em0033g11a, Em0033g23a
OG0002852	sp|Q2LD37|K1109_HUMAN	Em0018g1185a, Em0018g1184a
OG0002853	sp|P27918|PROP_HUMAN, sp|P35442|TSP2_HUMAN, sp|P07996|TSP1_HUMAN	Em0018g930a, Em0018g931a, Em0011g758a
OG0002856	sp|O14795|UN13B_HUMAN, sp|Q9UPW8|UN13A_HUMAN, sp|Q8NB66|UN13C_HUMAN	Em0009g591a
OG0002857	sp|A0A1B0GU71|C97D2_HUMAN	Em0021g811a, Em0996g2a, Em0020g187a
OG0002860	sp|Q8N755|S66A3_HUMAN	Em0023g62a
OG0002862	sp|Q96JI7|SPTCS_HUMAN	Em0544g1a, Em0016g339a, Em0016g346a, Em0016g319a, Em0544g2a
OG0002866	sp|P31942|HNRH3_HUMAN, sp|P31943|HNRH1_HUMAN, sp|P55795|HNRH2_HUMAN, sp|P52597|HNRPF_HUMAN	Em0016g308a, Em0016g322a
OG0002867	sp|Q15019|SEPT2_HUMAN, sp|Q99719|SEPT5_HUMAN	Em0015g1221a, Em0015g1244a
OG0002868	sp|O95373|IPO7_HUMAN, sp|O15397|IPO8_HUMAN	Em0003g736a, Em0003g742a
OG0002870	sp|P38935|SMBP2_HUMAN	Em0003g718a, Em0003g711a, Em0003g713a, Em0003g720a
OG0002871	sp|Q9GZR5|ELOV4_HUMAN	Em0003g293a, Em0003g310a, Em0003g314a, Em0003g315a
OG0002872	sp|Q07820|MCL1_HUMAN, sp|Q07812|BAX_HUMAN	Em0007g1471a
OG0002875	sp|Q8TBF2|PXL2B_HUMAN	Em0008g1270a
OG0002877	sp|Q07343|PDE4B_HUMAN, sp|Q08493|PDE4C_HUMAN, sp|Q08499|PDE4D_HUMAN, sp|P27815|PDE4A_HUMAN	Em0011g1194a
OG0002880	sp|P10586|PTPRF_HUMAN, sp|Q13332|PTPRS_HUMAN, sp|P23468|PTPRD_HUMAN, sp|P42701|I12R1_HUMAN	Em0011g1158a
OG0002885	sp|Q9BZV2|S19A3_HUMAN, sp|O60779|S19A2_HUMAN, sp|Q53S99|CB083_HUMAN	Em0012g704a, Em0009g947a, Em0009g941a
OG0002886	sp|P24863|CCNC_HUMAN	Em0015g1016a
OG0002887	sp|P57682|KLF3_HUMAN, sp|Q99612|KLF6_HUMAN, sp|O75840|KLF7_HUMAN	Em0022g274a
OG0002888	sp|A6NFX1|MFS2B_HUMAN, sp|Q8NA29|NLS1_HUMAN	Em0023g73a
OG0002891	sp|Q9UBD6|RHCG_HUMAN, sp|Q9H310|RHBG_HUMAN, sp|Q02094|RHAG_HUMAN	Em0011g264a, Em0011g279a
OG0002893	sp|O95803|NDST3_HUMAN, sp|Q9H3R1|NDST4_HUMAN, sp|P52849|NDST2_HUMAN, sp|P52848|NDST1_HUMAN	Em0002g271a
OG0002894	sp|O95260|ATE1_HUMAN	Em0011g237a, Em0544g3a, Em0016g345a, Em0016g338a, Em0016g318a
OG0002895	sp|P55854|SUMO3_HUMAN, sp|Q6EEV6|SUMO4_HUMAN, sp|P61956|SUMO2_HUMAN	Em0022g439a
OG0002896	sp|Q68CQ4|UTP25_HUMAN	Em0019g1049a
OG0002897	sp|Q6P1X5|TAF2_HUMAN	Em0011g726a
OG0002899	sp|Q13049|TRI32_HUMAN, sp|P0CG21|NHLC4_HUMAN	Em0021g371a, Em0021g369a
OG0002901	sp|Q92615|LAR4B_HUMAN, sp|Q71RC2|LARP4_HUMAN	Em0012g995a
OG0002905	sp|P10253|LYAG_HUMAN	Em0005g544a, Em0005g541a, Em0001g495a, Em0001g486a, Em0020g57a
OG0002906	sp|O75365|TP4A3_HUMAN, sp|Q12974|TP4A2_HUMAN, sp|Q93096|TP4A1_HUMAN	Em0438g3a, Em0005g1673a, Em0617g1a
OG0002907	sp|Q92621|NU205_HUMAN	Em0021g259a
OG0002908	sp|Q96SL1|DIRC2_HUMAN	Em0002g766a, Em0002g676a
OG0002909	sp|Q8N1G1|REXO1_HUMAN, sp|Q8IX06|GOR_HUMAN, sp|P0C843|CI014_HUMAN	Em0011g1063a
OG0002911	sp|Q9UNW1|MINP1_HUMAN	Em0021g392a, Em0036g18a, Em0021g231a
OG0002912	sp|P61916|NPC2_HUMAN	Em0019g233a, Em0019g236a, Em0019g235a, Em0019g234a
OG0002913	sp|Q5THR3|EFCB6_HUMAN, sp|Q5T440|CAF17_HUMAN	Em0021g230a, Em0021g229a
OG0002915	sp|Q92945|FUBP2_HUMAN, sp|Q96AE4|FUBP1_HUMAN, sp|Q96I24|FUBP3_HUMAN	Em0016g426a, Em0016g452a
OG0002917	sp|Q6ZRR5|TLCD5_HUMAN	Em0006g1134a, Em0758g3a, Em0006g1139a, Em0006g1130a
