Orthogroup	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0002431	sp|O75051|PLXA2_HUMAN, sp|Q9HCM2|PLXA4_HUMAN, sp|P51805|PLXA3_HUMAN, sp|Q9UIW2|PLXA1_HUMAN	jg20011.t1
OG0002432	sp|O75475|PSIP1_HUMAN, sp|Q9Y3E1|HDGR3_HUMAN, sp|Q7Z4V5|HDGR2_HUMAN, sp|Q5TGJ6|HDGL1_HUMAN, sp|P51858|HDGF_HUMAN	jg29757.t1
OG0002433	sp|Q9UHF5|IL17B_HUMAN, sp|Q8TAD2|IL17D_HUMAN, sp|Q96PD4|IL17F_HUMAN, sp|Q16552|IL17_HUMAN, sp|Q9H293|IL25_HUMAN, sp|Q9P0M4|IL17C_HUMAN	jg10794.t1, jg10793.t1
OG0002434	sp|P19793|RXRA_HUMAN	jg18012.t1
OG0002488	sp|Q9H972|CN093_HUMAN	jg4142.t1, jg26624.t1, jg7318.t1, jg26391.t1, jg13577.t1, jg26613.t1, jg5820.t1
OG0002567	sp|Q5M7Z0|RNFT1_HUMAN, sp|Q96EX2|RNFT2_HUMAN	jg14430.t1, jg14429.t1
OG0002569	sp|Q9Y5Y2|NUBP2_HUMAN	jg12264.t1, jg12264.t2
OG0002571	sp|Q13724|MOGS_HUMAN	jg11564.t1
OG0002577	sp|Q15038|DAZP2_HUMAN	jg8018.t1, jg26670.t1, jg26671.t1, jg8019.t1
OG0002579	sp|Q9NRZ5|PLCD_HUMAN, sp|Q9NRZ7|PLCC_HUMAN	jg1413.t1, jg24366.t1, jg15315.t1, jg18569.t1
OG0002580	sp|P27449|VATL_HUMAN	jg23231.t1
OG0002581	sp|Q8WV60|PTCD2_HUMAN, sp|Q92552|RT27_HUMAN	jg6174.t1
OG0002582	sp|Q9UGU0|TCF20_HUMAN, sp|Q7Z5J4|RAI1_HUMAN	jg29381.t1
OG0002584	sp|Q9UHL4|DPP2_HUMAN	jg19242.t1, jg19243.t1
OG0002596	sp|Q8WXG9|AGRV1_HUMAN	jg13732.t1
OG0002598	sp|Q15154|PCM1_HUMAN	jg30549.t2, jg30549.t1, jg3115.t1, jg3115.t2
OG0002599	sp|Q6IPR3|TYW3_HUMAN	jg8978.t1
OG0002606	sp|Q9UNY4|TTF2_HUMAN	jg17877.t1
OG0002610	sp|Q6Q0C0|TRAF7_HUMAN	jg8982.t1, jg7934.t1
OG0002616	sp|Q5W0A0|ERI6B_HUMAN, sp|Q7L0X2|ERIP6_HUMAN	jg8971.t1
OG0002617	sp|Q9H2M3|BHMT2_HUMAN, sp|Q93088|BHMT1_HUMAN	jg14357.t1, jg11520.t1
OG0002621	sp|Q9NUQ7|UFSP2_HUMAN	jg29119.t1
OG0002623	sp|Q8WV92|MITD1_HUMAN	jg1395.t1, jg2595.t1
OG0002624	sp|Q8NBZ7|UXS1_HUMAN	jg16840.t1
OG0002625	sp|Q9NRH2|SNRK_HUMAN	jg18144.t1
OG0002627	sp|O75928|PIAS2_HUMAN, sp|O75925|PIAS1_HUMAN, sp|Q9Y6X2|PIAS3_HUMAN, sp|Q8N2W9|PIAS4_HUMAN	jg7637.t1
OG0002629	sp|P54132|BLM_HUMAN	jg6171.t1
OG0002630	sp|O94973|AP2A2_HUMAN, sp|O95782|AP2A1_HUMAN	jg17478.t1
OG0002632	sp|Q2TAY7|SMU1_HUMAN	jg22777.t1, jg22779.t1
OG0002633	sp|Q96IZ6|MET2A_HUMAN, sp|Q6P1Q9|MET2B_HUMAN	jg12374.t1
OG0002634	sp|Q6IBW4|CNDH2_HUMAN	jg27024.t1, jg8192.t1
OG0002635	sp|Q7Z5S9|TM144_HUMAN	jg3076.t1, jg25542.t1, jg3076.t2
OG0002636	sp|Q6ZV89|SH2D5_HUMAN	jg2851.t1, jg18362.t1, jg18363.t1
OG0002639	sp|Q8IXH7|NELFD_HUMAN	jg28427.t1
OG0002641	sp|P35658|NU214_HUMAN	jg2536.t1
OG0002642	sp|Q9Y2I1|NISCH_HUMAN	jg17955.t1
OG0002644	sp|Q2NKJ3|CTC1_HUMAN	jg16844.t1
OG0002645	sp|Q93008|USP9X_HUMAN, sp|O00507|USP9Y_HUMAN	jg12271.t1, jg12271.t2
OG0002650	sp|Q92736|RYR2_HUMAN, sp|Q15413|RYR3_HUMAN, sp|P21817|RYR1_HUMAN	jg21322.t1, jg11268.t1
OG0002651	sp|Q08AM6|VAC14_HUMAN	jg1945.t1
OG0002652	sp|P19447|ERCC3_HUMAN	jg9526.t1, jg1359.t1
OG0002653	sp|O60308|CE104_HUMAN	jg17844.t1
OG0002657	sp|Q9UBT6|POLK_HUMAN	jg19262.t1, jg19261.t1
OG0002661	sp|Q9HD42|CHM1A_HUMAN	jg16949.t1
OG0002662	sp|O75140|DEPD5_HUMAN	jg11682.t1, jg22543.t1
OG0002663	sp|Q9H3S5|PIGM_HUMAN	jg11870.t1, jg1681.t1, jg27488.t1, jg1666.t1, jg21437.t1
OG0002664	sp|Q9ULW0|TPX2_HUMAN	jg18682.t1, jg2023.t1
OG0002666	sp|Q8WZ74|CTTB2_HUMAN	jg21687.t1
OG0002671	sp|Q969M3|YIPF5_HUMAN, sp|Q8N8F6|YIPF7_HUMAN	jg8615.t1, jg3267.t1
OG0002672	sp|Q5VXU3|CHIC1_HUMAN, sp|Q9UKJ5|CHIC2_HUMAN	jg3268.t1, jg8616.t1
OG0002673	sp|Q9NXB0|MKS1_HUMAN, sp|Q6ZP65|BICL1_HUMAN, sp|A1A5D9|BICL2_HUMAN	jg23211.t1, jg23210.t1
OG0002674	sp|Q9BPX3|CND3_HUMAN	jg2699.t1
OG0002676	sp|P20340|RAB6A_HUMAN	jg12800.t1, jg15812.t1
OG0002678	sp|Q8WV93|AFG1L_HUMAN	jg22467.t2, jg22467.t1, jg15222.t1
OG0002683	sp|Q96DH6|MSI2H_HUMAN, sp|O43347|MSI1H_HUMAN	jg25408.t1, jg10695.t1
OG0002687	sp|Q9C099|LRCC1_HUMAN, sp|O43292|GPAA1_HUMAN	jg16934.t1
OG0002688	sp|Q96RN5|MED15_HUMAN	jg19352.t1, jg13449.t1
OG0002689	sp|P18031|PTN1_HUMAN, sp|P17706|PTN2_HUMAN	jg2037.t1, jg18669.t1, jg18665.t1
OG0002690	sp|O95396|MOCS3_HUMAN	jg13925.t1
OG0002692	sp|Q4G0P3|HYDIN_HUMAN	jg26881.t1, jg19760.t1
OG0002694	sp|Q5HYK7|SH319_HUMAN	jg28953.t1, jg28948.t1, jg28952.t1, jg28950.t1, jg28951.t1
OG0002698	sp|Q9H5I5|PIEZ2_HUMAN, sp|Q92508|PIEZ1_HUMAN	jg23069.t1, jg23069.t2
OG0002699	sp|Q9UI46|DNAI1_HUMAN	jg10916.t1
OG0002701	sp|O14672|ADA10_HUMAN	jg4506.t1, jg11560.t1
OG0002702	sp|Q9UNS1|TIM_HUMAN	jg22264.t1, jg26655.t1, jg7997.t1
OG0002703	sp|Q9BUP0|EFHD1_HUMAN, sp|Q96C19|EFHD2_HUMAN	jg20531.t1
OG0002706	sp|P78316|NOP14_HUMAN	jg2274.t1
OG0002708	sp|O00443|P3C2A_HUMAN, sp|O00750|P3C2B_HUMAN, sp|O75747|P3C2G_HUMAN	jg20072.t1
OG0002709	sp|Q6P2E9|EDC4_HUMAN	jg24235.t2, jg24235.t1
OG0002710	sp|Q92845|KIFA3_HUMAN	jg11977.t1, jg11975.t1, jg11973.t1
OG0002711	sp|Q13838|DX39B_HUMAN, sp|O00148|DX39A_HUMAN	jg12443.t1, jg12435.t1, jg24645.t1
OG0002712	sp|Q96RS6|NUDC1_HUMAN	jg1910.t1
OG0002714	sp|Q9BVM4|GGACT_HUMAN	jg17446.t1, jg8150.t1
OG0002715	sp|Q9UQN3|CHM2B_HUMAN	jg18534.t1
OG0002719	sp|Q9BQ70|TCF25_HUMAN	jg28428.t1
OG0002720	sp|Q6PIY5|ARMD1_HUMAN	jg23320.t1, jg11626.t1
OG0002723	sp|Q9BXT4|TDRD1_HUMAN	jg20735.t1
OG0002725	sp|Q9UHY1|NRBP_HUMAN, sp|Q9NSY0|NRBP2_HUMAN	jg20019.t1, jg20032.t1, jg3369.t1
OG0002737	sp|Q8WX92|NELFB_HUMAN	jg19240.t1
OG0002740	sp|Q9UL63|MKLN1_HUMAN	jg28142.t1
OG0002741	sp|O96008|TOM40_HUMAN, sp|Q969M1|TM40L_HUMAN	jg4357.t1
OG0002742	sp|Q9Y548|YIPF1_HUMAN, sp|Q9BWQ6|YIPF2_HUMAN	jg27428.t1
OG0002745	sp|P01106|MYC_HUMAN	jg3355.t1
OG0002746	sp|Q6PL18|ATAD2_HUMAN, sp|Q9ULI0|ATD2B_HUMAN	jg1246.t1, jg8677.t1
OG0002748	sp|Q63ZY3|KANK2_HUMAN, sp|Q6NY19|KANK3_HUMAN, sp|Q5T7N3|KANK4_HUMAN	jg10737.t1, jg10738.t1
OG0002750	sp|Q96NW4|ANR27_HUMAN	jg16963.t1, jg16965.t1
OG0002753	sp|P14618|KPYM_HUMAN, sp|P30613|KPYR_HUMAN	jg29758.t1
OG0002755	sp|Q8WXA9|SREK1_HUMAN	jg14684.t1
OG0002757	sp|Q13217|DNJC3_HUMAN	jg16835.t1
OG0002759	sp|O60645|EXOC3_HUMAN, sp|Q86VI1|EX3L1_HUMAN, sp|Q17RC7|EX3L4_HUMAN, sp|Q03169|TNAP2_HUMAN, sp|Q2M3D2|EX3L2_HUMAN	jg29579.t1
OG0002760	sp|O75607|NPM3_HUMAN, sp|P06748|NPM_HUMAN, sp|Q86SE8|NPM2_HUMAN	jg21341.t1, jg20226.t1
OG0002762	sp|Q96DN6|MBD6_HUMAN, sp|Q9P267|MBD5_HUMAN	jg23660.t1
OG0002766	sp|Q6IC98|GRAM4_HUMAN	jg18837.t1, jg18838.t1
OG0002770	sp|Q92870|APBB2_HUMAN, sp|O00213|APBB1_HUMAN, sp|O95704|APBB3_HUMAN	jg18629.t1
OG0002773	sp|Q9UH65|SWP70_HUMAN, sp|Q9H4E7|DEFI6_HUMAN	jg20270.t1
OG0002774	sp|Q6HA08|ASTL_HUMAN	jg14743.t1, jg19267.t1
OG0002775	sp|Q5TB80|CE162_HUMAN	jg1129.t1, jg1126.t1, jg1133.t1, jg1123.t1
OG0002782	sp|Q8IYW2|CFA46_HUMAN	jg2476.t1
OG0002785	sp|Q8IY95|TM192_HUMAN	jg21694.t2, jg4381.t1, jg21694.t1, jg4381.t2
OG0002787	sp|Q5TBK1|N42L1_HUMAN, sp|Q86UW6|N4BP2_HUMAN, sp|Q92802|N42L2_HUMAN	jg10725.t1
OG0002790	sp|A8MWK0|FS2P1_HUMAN, sp|Q9Y5Q0|FADS3_HUMAN, sp|O95864|FADS2_HUMAN, sp|O60427|FADS1_HUMAN	jg12697.t1
OG0002795	sp|Q9NXX6|NSE4A_HUMAN, sp|Q8N140|EID3_HUMAN	jg15839.t1
OG0002799	sp|P42356|PI4KA_HUMAN	jg1414.t1, jg1417.t1
OG0002803	sp|Q8N187|CARTF_HUMAN	jg30053.t1, jg1700.t1, jg1701.t1, jg13144.t1, jg18369.t1, jg18369.t2
OG0002804	sp|Q9BQI0|AIF1L_HUMAN, sp|P55008|AIF1_HUMAN	jg19246.t1
OG0002805	sp|Q05193|DYN1_HUMAN, sp|Q9UQ16|DYN3_HUMAN, sp|P50570|DYN2_HUMAN	jg8981.t2, jg8981.t1
OG0002808	sp|Q9UEE9|CFDP1_HUMAN	jg24778.t1, jg1905.t1
OG0002812	sp|P20823|HNF1A_HUMAN, sp|P35680|HNF1B_HUMAN	jg13815.t1, jg13815.t2, jg13815.t3
OG0002816	sp|P58004|SESN2_HUMAN, sp|Q9Y6P5|SESN1_HUMAN, sp|P58005|SESN3_HUMAN	jg11943.t1, jg414.t1
OG0002817	sp|P98077|SHC2_HUMAN, sp|P29353|SHC1_HUMAN, sp|Q92529|SHC3_HUMAN, sp|Q6S5L8|SHC4_HUMAN	jg989.t1
OG0002818	sp|P55809|SCOT1_HUMAN, sp|Q9BYC2|SCOT2_HUMAN	jg3540.t1, jg30189.t1, jg30189.t2
OG0002821	sp|P28289|TMOD1_HUMAN, sp|Q9NZQ9|TMOD4_HUMAN, sp|Q9NYL9|TMOD3_HUMAN, sp|Q9NZR1|TMOD2_HUMAN	jg17015.t1, jg2713.t1
OG0002828	sp|P19338|NUCL_HUMAN	jg225.t1, jg2862.t1
OG0002829	sp|P42336|PK3CA_HUMAN, sp|P42338|PK3CB_HUMAN	jg1236.t2, jg1236.t1
OG0002832	sp|Q969F9|HPS3_HUMAN	jg330.t1, jg22632.t1, jg19545.t1, jg22631.t1, jg20940.t1
OG0002834	sp|Q99259|DCE1_HUMAN, sp|Q05329|DCE2_HUMAN, sp|Q6ZQY3|GADL1_HUMAN, sp|Q9Y600|CSAD_HUMAN	jg17441.t1
OG0002837	sp|Q9BRT8|CBWD1_HUMAN, sp|Q8IUF1|CBWD2_HUMAN, sp|Q5JTY5|CBWD3_HUMAN, sp|Q5RIA9|CBWD5_HUMAN, sp|Q4V339|CBWD6_HUMAN	jg6799.t1
OG0002839	sp|Q8IY18|SMC5_HUMAN	jg26030.t1, jg26011.t1, jg6137.t1, jg26006.t1, jg26023.t1
OG0002840	sp|Q14596|NBR1_HUMAN	jg2327.t1
OG0002841	sp|O75197|LRP5_HUMAN, sp|O75581|LRP6_HUMAN, sp|O75096|LRP4_HUMAN	jg8168.t1
OG0002845	sp|Q15233|NONO_HUMAN, sp|Q8WXF1|PSPC1_HUMAN, sp|P23246|SFPQ_HUMAN	jg18452.t1, jg18452.t2
OG0002847	sp|Q6IN84|MRM1_HUMAN	jg24732.t1, jg24739.t1, jg24736.t1, jg20342.t1, jg20337.t1
OG0002848	sp|P19484|TFEB_HUMAN, sp|O14948|TFEC_HUMAN, sp|P19532|TFE3_HUMAN, sp|O75030|MITF_HUMAN	jg24894.t1, jg28823.t1
OG0002849	sp|Q5VVH5|IKBP1_HUMAN	jg25690.t1, jg25692.t1, jg25689.t1, jg18436.t1, jg25693.t1
OG0002850	sp|Q16531|DDB1_HUMAN	jg8180.t1, jg8178.t1
OG0002852	sp|Q2LD37|K1109_HUMAN	jg30474.t1, jg30480.t1
OG0002853	sp|P27918|PROP_HUMAN, sp|P35442|TSP2_HUMAN, sp|P07996|TSP1_HUMAN	jg1925.t1
OG0002856	sp|O14795|UN13B_HUMAN, sp|Q9UPW8|UN13A_HUMAN, sp|Q8NB66|UN13C_HUMAN	jg21631.t1, jg864.t2, jg864.t1
OG0002857	sp|A0A1B0GU71|C97D2_HUMAN	jg3390.t1, jg29810.t1
OG0002858	sp|Q9C0F1|CEP44_HUMAN	jg9751.t1, jg27102.t1, jg27107.t1, jg27109.t1, jg27105.t1
OG0002860	sp|Q8N755|S66A3_HUMAN	jg2753.t1, jg25724.t1
OG0002862	sp|Q96JI7|SPTCS_HUMAN	jg8923.t1
OG0002864	sp|Q9UKP4|ATS7_HUMAN, sp|P58397|ATS12_HUMAN, sp|Q9UKP5|ATS6_HUMAN, sp|Q9H324|ATS10_HUMAN, sp|Q8TE60|ATS18_HUMAN, sp|Q8TE57|ATS16_HUMAN	jg4480.t1
OG0002866	sp|P31942|HNRH3_HUMAN, sp|P31943|HNRH1_HUMAN, sp|P55795|HNRH2_HUMAN, sp|P52597|HNRPF_HUMAN	jg8915.t1
OG0002867	sp|Q15019|SEPT2_HUMAN, sp|Q99719|SEPT5_HUMAN	jg13969.t1, jg13970.t1
OG0002868	sp|O95373|IPO7_HUMAN, sp|O15397|IPO8_HUMAN	jg8234.t1, jg6091.t1, jg8229.t1
OG0002870	sp|P38935|SMBP2_HUMAN	jg6075.t1, jg8213.t1
OG0002871	sp|Q9GZR5|ELOV4_HUMAN	jg18003.t1, jg9837.t1
OG0002872	sp|Q07820|MCL1_HUMAN, sp|Q07812|BAX_HUMAN	jg9782.t1, jg25568.t1, jg15436.t1
OG0002875	sp|Q8TBF2|PXL2B_HUMAN	jg20595.t2, jg20595.t1, jg12662.t1
OG0002877	sp|Q07343|PDE4B_HUMAN, sp|Q08493|PDE4C_HUMAN, sp|Q08499|PDE4D_HUMAN, sp|P27815|PDE4A_HUMAN	jg3521.t1, jg3521.t2
OG0002880	sp|P10586|PTPRF_HUMAN, sp|Q13332|PTPRS_HUMAN, sp|P23468|PTPRD_HUMAN, sp|P42701|I12R1_HUMAN	jg3531.t1, jg3531.t2
OG0002883	sp|Q9H9S5|FKRP_HUMAN, sp|O75072|FKTN_HUMAN	jg6003.t1, jg568.t1, jg6002.t1
OG0002885	sp|Q9BZV2|S19A3_HUMAN, sp|O60779|S19A2_HUMAN, sp|Q53S99|CB083_HUMAN	jg15857.t1
OG0002886	sp|P24863|CCNC_HUMAN	jg16214.t1, jg15565.t4, jg15565.t1, jg15565.t2, jg15565.t3
OG0002887	sp|P57682|KLF3_HUMAN, sp|Q99612|KLF6_HUMAN, sp|O75840|KLF7_HUMAN	jg24092.t1, jg20891.t1
OG0002888	sp|A6NFX1|MFS2B_HUMAN, sp|Q8NA29|NLS1_HUMAN	jg20655.t1, jg7252.t1
OG0002891	sp|Q9UBD6|RHCG_HUMAN, sp|Q9H310|RHBG_HUMAN, sp|Q02094|RHAG_HUMAN	jg6361.t1, jg6362.t1
OG0002892	sp|Q8IZF0|NALCN_HUMAN	jg15838.t1, jg15837.t1, jg15836.t1, jg16510.t1, jg14262.t1
OG0002893	sp|O95803|NDST3_HUMAN, sp|Q9H3R1|NDST4_HUMAN, sp|P52849|NDST2_HUMAN, sp|P52848|NDST1_HUMAN	jg21580.t1, jg15928.t1
OG0002894	sp|O95260|ATE1_HUMAN	jg6376.t1
OG0002895	sp|P55854|SUMO3_HUMAN, sp|Q6EEV6|SUMO4_HUMAN, sp|P61956|SUMO2_HUMAN	jg25530.t1, jg3088.t1
OG0002896	sp|Q68CQ4|UTP25_HUMAN	jg1089.t1, jg4945.t3, jg1089.t2, jg4945.t1, jg4945.t2
OG0002897	sp|Q6P1X5|TAF2_HUMAN	jg7229.t1, jg356.t1, jg7232.t1, jg16123.t1, jg18281.t1
OG0002899	sp|Q13049|TRI32_HUMAN, sp|P0CG21|NHLC4_HUMAN	jg19307.t2, jg19307.t1
OG0002901	sp|Q92615|LAR4B_HUMAN, sp|Q71RC2|LARP4_HUMAN	jg26777.t2, jg26777.t1, jg26823.t1, jg22482.t1
OG0002905	sp|P10253|LYAG_HUMAN	jg29839.t1
OG0002906	sp|O75365|TP4A3_HUMAN, sp|Q12974|TP4A2_HUMAN, sp|Q93096|TP4A1_HUMAN	jg12690.t1
OG0002907	sp|Q92621|NU205_HUMAN	jg28796.t1, jg23331.t1, jg28801.t1, jg28802.t1, jg12568.t1
OG0002908	sp|Q96SL1|DIRC2_HUMAN	jg8327.t1, jg19444.t1, jg19443.t1
OG0002909	sp|Q8N1G1|REXO1_HUMAN, sp|Q8IX06|GOR_HUMAN, sp|P0C843|CI014_HUMAN	jg15451.t1, jg22087.t1
OG0002911	sp|Q9UNW1|MINP1_HUMAN	jg27165.t2, jg27165.t1
OG0002912	sp|P61916|NPC2_HUMAN	jg27967.t1, jg27967.t2
OG0002913	sp|Q5THR3|EFCB6_HUMAN, sp|Q5T440|CAF17_HUMAN	jg10696.t1, jg25409.t1
OG0002915	sp|Q92945|FUBP2_HUMAN, sp|Q96AE4|FUBP1_HUMAN, sp|Q96I24|FUBP3_HUMAN	jg8893.t2, jg8893.t1
OG0002917	sp|Q6ZRR5|TLCD5_HUMAN	jg24333.t1, jg6260.t1
OG0002919	sp|O14976|GAK_HUMAN, sp|O75061|AUXI_HUMAN	jg16127.t1, jg14701.t1, jg13165.t1
OG0002920	sp|A5D8V7|ODAD3_HUMAN	jg10471.t1, jg10469.t1, jg15070.t1, jg10467.t1
OG0002921	sp|Q9Y375|CIA30_HUMAN	jg14826.t1, jg2920.t1, jg13198.t1, jg24424.t1, jg27701.t1
OG0002922	sp|Q9NUH8|TM14B_HUMAN, sp|A8MWL7|TM14D_HUMAN, sp|Q9P0S9|TM14C_HUMAN, sp|Q6UXP3|TM14E_HUMAN, sp|Q9Y6G1|TM14A_HUMAN	jg20707.t1
OG0002925	sp|Q7Z5J1|DHI1L_HUMAN, sp|P28845|DHI1_HUMAN	jg24338.t1
OG0002925	sp|Q9Y3A2|UTP11_HUMAN	jg22429.t1
OG0002927	sp|Q6UXD7|S49A3_HUMAN	jg2269.t1
OG0002928	sp|Q6PFW1|VIP1_HUMAN, sp|O43314|VIP2_HUMAN	jg12517.t1
OG0002929	sp|Q15560|TCEA2_HUMAN, sp|P23193|TCEA1_HUMAN	jg2240.t1, jg2241.t1, jg2241.t2
OG0002931	sp|Q9Y3C6|PPIL1_HUMAN	jg18558.t1, jg12062.t1, jg21179.t1, jg15376.t1, jg21257.t1
OG0002932	sp|Q9Y6E2|BZW2_HUMAN, sp|Q7L1Q6|BZW1_HUMAN	jg22546.t1, jg3380.t1
OG0002933	sp|Q53GD3|CTL4_HUMAN, sp|Q8IWA5|CTL2_HUMAN, sp|Q8NCS7|CTL5_HUMAN	jg8954.t1
OG0002934	sp|P10914|IRF1_HUMAN, sp|P14316|IRF2_HUMAN	jg20763.t1, jg3416.t1
OG0002935	sp|Q02978|M2OM_HUMAN	jg3420.t1, jg11949.t1
OG0002937	sp|Q7Z494|NPHP3_HUMAN	jg8292.t1, jg8289.t1, jg8294.t1
OG0002940	sp|P78332|RBM6_HUMAN, sp|P98175|RBM10_HUMAN, sp|P52756|RBM5_HUMAN	jg19076.t3, jg19076.t1, jg19076.t2
OG0002941	sp|P12277|KCRB_HUMAN, sp|P06732|KCRM_HUMAN	jg19449.t1
OG0002941	sp|P17540|KCRS_HUMAN, sp|P12532|KCRU_HUMAN	jg21691.t1
OG0002944	sp|Q9UJZ1|STML2_HUMAN	jg16731.t1, jg6096.t1, jg16728.t1, jg16733.t1
OG0002945	sp|P31751|AKT2_HUMAN, sp|P31749|AKT1_HUMAN, sp|Q9Y243|AKT3_HUMAN	jg20257.t1, jg20256.t1
OG0002947	sp|Q8N2I9|STK40_HUMAN	jg14181.t1, jg14179.t1, jg14184.t1, jg8606.t1
OG0002948	sp|Q96QE2|MYCT_HUMAN	jg95.t1, jg12532.t1
OG0002949	sp|Q9NUB1|ACS2L_HUMAN	jg10814.t1, jg28519.t1
OG0002951	sp|P56192|SYMC_HUMAN	jg2521.t1
OG0002952	sp|Q9H9R9|DBND1_HUMAN, sp|Q96EV8|DTBP1_HUMAN, sp|Q9BQY9|DBND2_HUMAN	jg12541.t1
OG0002953	sp|Q96DZ1|ERLEC_HUMAN	jg21342.t2, jg20225.t1, jg20225.t2, jg21342.t1
OG0002955	sp|A0A1W2PRP0|FOXL3_HUMAN, sp|O15353|FOXN1_HUMAN, sp|Q96NZ1|FOXN4_HUMAN	jg11110.t1, jg11109.t1
OG0002956	sp|P26038|MOES_HUMAN, sp|P15311|EZRI_HUMAN, sp|P35241|RADI_HUMAN	jg4312.t1
OG0002957	sp|Q4G0A6|MINY4_HUMAN	jg11093.t1, jg7123.t1
OG0002958	sp|O00629|IMA3_HUMAN, sp|O00505|IMA4_HUMAN	jg15847.t1
OG0002959	sp|Q07075|AMPE_HUMAN, sp|P15144|AMPN_HUMAN	jg4324.t2, jg4324.t1, jg27401.t1
OG0002960	sp|Q9H3Z4|DNJC5_HUMAN, sp|Q9UF47|DNJ5B_HUMAN	jg11090.t1
OG0002961	sp|Q8TEU7|RPGF6_HUMAN, sp|Q9Y4G8|RPGF2_HUMAN	jg29244.t2, jg19474.t2, jg19474.t1, jg29244.t1
OG0002962	sp|Q9UKV8|AGO2_HUMAN, sp|Q9HCK5|AGO4_HUMAN, sp|Q9H9G7|AGO3_HUMAN, sp|Q9UL18|AGO1_HUMAN	jg10864.t1, jg12850.t1
OG0002963	sp|O95251|KAT7_HUMAN	jg12293.t1, jg4166.t1
OG0002964	sp|Q9NXL6|SIDT1_HUMAN, sp|Q8NBJ9|SIDT2_HUMAN	jg23110.t1, jg22395.t2, jg22395.t1
OG0002966	sp|Q8NBN3|TM87A_HUMAN, sp|Q96K49|TM87B_HUMAN	jg19948.t1
OG0002967	sp|O60307|MAST3_HUMAN, sp|O15021|MAST4_HUMAN, sp|Q9Y2H9|MAST1_HUMAN, sp|Q6P0Q8|MAST2_HUMAN	jg14741.t1, jg14741.t2
OG0002968	sp|O95070|YIF1A_HUMAN, sp|Q5BJH7|YIF1B_HUMAN	jg28133.t2, jg28133.t1, jg28407.t1
OG0002969	sp|Q9Y2R4|DDX52_HUMAN	jg16215.t1, jg16222.t2, jg15568.t1, jg15568.t2, jg16222.t1
OG0002970	sp|Q8TCX5|RHPN1_HUMAN, sp|A8MT19|RHN2P_HUMAN, sp|Q8IUC4|RHPN2_HUMAN	jg11235.t2, jg11235.t1
OG0002971	sp|Q9UK73|FEM1B_HUMAN, sp|Q96JP0|FEM1C_HUMAN, sp|Q9BSK4|FEM1A_HUMAN	jg11223.t2, jg11223.t1
OG0002973	sp|Q9NRY4|RHG35_HUMAN, sp|Q13017|RHG05_HUMAN	jg11251.t1
OG0002974	sp|Q3KNT7|NSN5B_HUMAN, sp|Q63ZY6|NSN5C_HUMAN, sp|Q96P11|NSUN5_HUMAN	jg10948.t1, jg10947.t1
OG0002975	sp|Q9BRT3|MIEN1_HUMAN	jg28469.t1
OG0002975	sp|P59797|SELV_HUMAN, sp|P63302|SELW_HUMAN	jg28468.t1
OG0002976	sp|P13686|PPA5_HUMAN	jg11181.t1, jg11182.t1
OG0002977	sp|P41252|SYIC_HUMAN	jg12330.t1
OG0002978	sp|Q9Y3E2|BOLA1_HUMAN	jg14237.t1, jg3047.t1, jg10525.t1, jg14239.t1
OG0002979	sp|Q96I13|ABHD8_HUMAN	jg26746.t1
OG0002982	sp|Q2TAC2|CCD57_HUMAN	jg8105.t1, jg12303.t1
OG0002983	sp|Q658K8|EF1DL_HUMAN	jg12744.t1
OG0002983	sp|P24534|EF1B_HUMAN	jg7066.t1
OG0002986	sp|O60287|NPA1P_HUMAN	jg23309.t1, jg7542.t1, jg133.t1, jg23312.t1, jg23312.t2
OG0002987	sp|Q9UK58|CCNL1_HUMAN, sp|Q96S94|CCNL2_HUMAN	jg20686.t2, jg20686.t1, jg20686.t3, jg20686.t4
OG0002988	sp|Q96K80|ZC3HA_HUMAN	jg26080.t1, jg8492.t2, jg8492.t1
OG0002989	sp|Q9Y2D4|EXC6B_HUMAN, sp|Q8TAG9|EXOC6_HUMAN	jg2480.t2, jg2483.t2, jg2483.t1, jg2480.t1
OG0002991	sp|Q56NI9|ESCO2_HUMAN	jg8724.t1, jg8690.t1, jg1262.t2, jg1262.t1
OG0002992	sp|Q6ZNF0|ACP7_HUMAN	jg28390.t1
OG0002993	sp|Q7LBC6|KDM3B_HUMAN, sp|Q9Y4C1|KDM3A_HUMAN	jg8365.t1
OG0002994	sp|O75762|TRPA1_HUMAN	jg26736.t1
OG0002996	sp|P18850|ATF6A_HUMAN, sp|Q99941|ATF6B_HUMAN, sp|P56937|DHB7_HUMAN	jg8984.t1
OG0002998	sp|Q9NUP1|BL1S4_HUMAN, sp|Q8TDM0|BCAS4_HUMAN	jg28618.t1
OG0002998	sp|O95985|TOP3B_HUMAN	jg28620.t1
OG0002999	sp|Q96J92|WNK4_HUMAN, sp|Q9H4A3|WNK1_HUMAN, sp|Q9BYP7|WNK3_HUMAN, sp|Q9Y3S1|WNK2_HUMAN	jg19139.t1
OG0003000	sp|Q49A92|CH034_HUMAN	jg26931.t1, jg13265.t1, jg26932.t1
OG0003001	sp|Q9Y666|S12A7_HUMAN, sp|Q9H2X9|S12A5_HUMAN, sp|Q9UP95|S12A4_HUMAN, sp|Q9UHW9|S12A6_HUMAN	jg18048.t2, jg18048.t1
