Orthogroup	Ephydatia_Emu_v1_prots	Niphates_augustus.hints.aa
OG0002228	Em0011g796a	jg21609.t1, jg11378.t1, jg19794.t1, jg18259.t1, jg19793.t1
OG0002229	Em0023g100a, Em0420g1a	jg24544.t1
OG0002231	Em0011g824a	jg6800.t1, jg22187.t1
OG0002237	Em0004g1439a	jg2005.t1, jg4711.t1
OG0002238	Em0021g683a, Em0021g688a, Em0796g1a	jg7172.t1, jg7172.t2, jg7173.t1
OG0002239	Em0018g314a, Em0018g323a	jg18047.t1, jg17370.t1, jg18045.t1
OG0002240	Em0016g245a	jg11801.t1, jg15676.t1, jg11876.t1, jg15678.t1, jg11872.t1
OG0002242	Em0019g292a, Em0144g11a	jg13362.t1
OG0002250	Em0018g109a, Em0002g419a	jg21740.t1, jg16300.t1
OG0002251	Em0011g245a	jg14824.t1, jg16711.t1, jg24725.t1
OG0002254	Em0022g328a	jg29117.t1, jg29115.t1
OG0002255	Em0018g1124a	jg18677.t1, jg2027.t1, jg18679.t1, jg2031.t1
OG0002259	Em0016g263a, Em0162g18a	jg15022.t1, jg15029.t1, jg19673.t1
OG0002261	Em0001g3339a	jg13351.t1, jg13352.t1, jg13349.t1, jg13350.t1, jg7668.t1
OG0002263	Em0005g1033a	jg7638.t1
OG0002264	Em0583g3a	jg22288.t1, jg21765.t1, jg21961.t1
OG0002266	Em0402g8a, Em0019g260a, Em0019g268a, Em0402g7a	jg28461.t1, jg28458.t1
OG0002268	Em0008g1082a	jg3035.t1, jg20982.t1, jg20766.t1
OG0002270	Em0003g181a, Em0003g186a	jg16409.t1, jg16476.t1, jg13148.t1, jg16388.t1
OG0002271	Em0021g586a, Em0001g1079a, Em0001g1102a	jg12251.t1
OG0002274	Em0011g77a, Em0776g1a	jg22115.t1
OG0002274	Em0011g78a	jg22116.t1
OG0002276	Em0016g621a	jg19245.t1
OG0002279	Em0022g443a	jg27141.t1, jg4419.t1, jg2132.t1
OG0002280	Em0053g22a, Em0021g436a	jg21735.t1, jg4785.t1, jg16103.t1, jg5252.t1, jg23986.t1, jg5253.t1
OG0002281	Em0008g197a, Em0008g207a	jg2864.t1
OG0002282	Em0006g1001a	jg20327.t1, jg25640.t1, jg3160.t1, jg5211.t1, jg5213.t1, jg21376.t1, jg4516.t1
OG0002284	Em0024g243a	jg8144.t1, jg8144.t2
OG0002287	Em0013g1025a, Em0004g735a	jg6440.t1, jg19646.t1, jg30114.t1
OG0002288	Em0019g820a, Em0019g822a	jg28502.t1
OG0002290	Em0014g554a, Em0014g553a, Em0019g827a, Em0014g561a, Em0614g3a	jg20859.t1
OG0002291	Em0011g799a	jg6835.t2, jg6835.t1, jg6835.t3
OG0002292	Em0163g5a, Em0010g266a, Em0010g286a, Em0007g936a	jg18447.t1, jg688.t2, jg18464.t1
OG0002293	Em0010g4a, Em0019g491a, Em0015g106a, Em0019g503a	jg7383.t1, jg14423.t1
OG0002294	Em0022g578a	jg25615.t1, jg26985.t1, jg2992.t2, jg24496.t1, jg2992.t1, jg15499.t1
OG0002299	Em0008g1011a	jg14389.t1, jg3226.t1, jg3228.t1, jg20582.t1
OG0002300	Em0022g784a	jg13070.t1, jg14105.t1
OG0002300	Em0022g783a	jg13071.t1
OG0002301	Em0014g600a	jg11879.t1, jg15673.t1, jg14864.t1
OG0002301	Em0021g409a	jg8316.t1
OG0002307	Em0001g817a, Em0001g838a, Em0022g674a, Em0818g1a, Em0719g1a, Em0079g1a, Em0101g9a	jg28712.t1
OG0002308	Em0010g869a, Em0010g871a, Em0010g868a	jg27886.t1, jg27064.t1, jg27067.t1
OG0002309	Em0001g1332a	jg11513.t1
OG0002310	Em0015g770a, Em0015g776a, Em0015g779a, Em0015g778a	jg8045.t1, jg7468.t2, jg7468.t1
OG0002311	Em0015g909a	jg8057.t1, jg7462.t1, jg7464.t1, jg8055.t1, jg18315.t1
OG0002313	Em0010g812a, Em0494g4a, Em0548g3a, Em0273g1a	jg4634.t1, jg4634.t2
OG0002314	Em0016g1188a, Em0016g1108a	jg14672.t1, jg233.t1
OG0002317	Em0009g526a, Em0044g25a, Em0009g482a, Em0044g27a	jg861.t1
OG0002318	Em0007g452a, Em0023g826a, Em0001g1764a, Em0077g5a	jg3827.t1
OG0002320	Em0698g4a, Em0015g749a, Em0114g13a	jg19356.t1, jg13445.t1, jg19356.t2, jg13444.t1
OG0002322	Em0015g751a, Em0114g15a, Em0011g938a, Em0015g752a	jg13442.t1, jg19358.t1
OG0002323	Em0016g376a, Em0016g374a, Em0016g375a	jg8961.t1, jg8964.t1, jg8960.t1
OG0002324	Em0008g1027a, Em0003g1174a	jg20538.t1
OG0002325	Em0009g607a	jg27693.t1
OG0002325	Em0186g5a, Em0009g131a	jg7671.t1
OG0002326	Em0022g248a	jg411.t1
OG0002327	Em0022g169a	jg24103.t1, jg1057.t1, jg1052.t1, jg24097.t1
OG0002328	Em0002g1503a, Em0002g1495a, Em0002g1499a, Em0002g1519a, Em0535g1a, Em0002g1514a	jg23054.t1, jg23054.t2
OG0002329	Em0019g690a, Em0019g691a, Em0019g696a, Em0019g697a	jg5910.t1, jg28330.t1
OG0002330	Em0364g4a	jg30320.t1, jg6616.t1, jg16113.t1, jg6633.t1, jg22501.t1, jg19528.t1, jg22516.t1
OG0002331	Em0009g1282a	jg1867.t1, jg3498.t1, jg3495.t1, jg16014.t1, jg16018.t2, jg16018.t1
OG0002332	Em0004g1353a, Em0004g1355a, Em0004g1354a	jg29067.t1
OG0002333	Em0021g932a, Em0956g3a	jg12199.t1, jg16838.t1
OG0002334	Em0013g1120a	jg27197.t1, jg27195.t1, jg27194.t1
OG0002335	Em0023g877a, Em0086g4a	jg8436.t1
OG0002336	Em0012g1036a	jg8432.t1
OG0002336	Em0012g1034a	jg8430.t1
OG0002336	Em0012g1035a	jg8431.t1
OG0002337	Em1239g1a, Em0007g1217a	jg26295.t1, jg15180.t1, jg26448.t1, jg22690.t1, jg22706.t1
OG0002338	Em0011g242a	jg29311.t1, jg22153.t1, jg22161.t1
OG0002339	Em0011g508a	jg29512.t1, jg29508.t1, jg29511.t1, jg23713.t1, jg27010.t1
OG0002340	Em0015g1250a, Em0598g2a, Em0597g2a	jg17024.t1, jg17024.t3, jg17024.t2
OG0002341	Em0007g39a	jg9884.t1
OG0002342	Em0012g975a	jg26815.t2, jg26815.t1, jg22490.t2, jg22490.t1, jg26785.t2, jg26785.t1
OG0002344	Em0014g22a	jg20300.t1, jg20301.t1
OG0002345	Em0016g524a	jg1657.t1, jg15674.t1, jg14873.t1, jg11878.t1, jg21522.t1, jg27552.t1
OG0002346	Em0006g211a, Em0006g215a, Em0006g227a	jg6256.t1, jg24329.t1
OG0002349	Em0023g99a	jg583.t1, jg15777.t1, jg2953.t1
OG0002349	Em0023g97a	jg15783.t1, jg16919.t1
OG0002351	Em0008g1039a	jg15941.t1, jg24131.t1, jg6957.t1, jg3501.t2, jg3501.t3, jg16193.t2, jg19598.t1
OG0002353	Em0023g198a	jg20706.t1
OG0002356	Em0020g577a, Em0020g589a, Em0020g592a, Em0020g574a, Em0020g575a, Em0020g591a, Em0020g594a	jg7967.t1
OG0002358	Em0023g408a	jg24342.t1
OG0002359	Em0001g2226a	jg13111.t1, jg16423.t1, jg17302.t1, jg23504.t1, jg10001.t1, jg7402.t1, jg11471.t1
OG0002360	Em0005g709a	jg12734.t1
OG0002361	Em0013g999a, Em0013g994a, Em0013g1022a	jg8364.t1
OG0002362	Em0009g1194a	jg13310.t1
OG0002363	Em0016g623a, Em0831g2a, Em0077g12a	jg21182.t1, jg18561.t1, jg15379.t1, jg21260.t1, jg12065.t1
OG0002364	Em0016g656a, Em0016g649a	jg21258.t1, jg15377.t1, jg18559.t1, jg12063.t1, jg21180.t1
OG0002366	Em0001g123a, Em0001g114a, Em0001g122a	jg18989.t1, jg18989.t2
OG0002367	Em0215g1a, Em0019g932a	jg28299.t1, jg28299.t2
OG0002368	Em0019g355a	jg28274.t1
OG0002369	Em0005g65a, Em0005g60a	jg20315.t1
OG0002370	Em0551g4a, Em0019g109a, Em0551g6a, Em0019g112a, Em0551g7a, Em0019g111a	jg28444.t1
OG0002371	Em0006g972a, Em0006g969a, Em0006g970a	jg20196.t1
OG0002372	Em0023g779a, Em0003g690a	jg14159.t1, jg8601.t1, jg14172.t1
OG0002373	Em0017g219a, Em0017g223a, Em0017g216a, Em0017g218a, Em0017g217a, Em0017g215a	jg11108.t1
OG0002374	Em0009g967a, Em0009g1159a	jg11085.t1, jg2466.t2, jg2466.t1
OG0002376	Em0015g809a, Em0015g799a	jg10204.t1, jg24526.t1
OG0002376	Em0015g807a	jg10207.t1
OG0002377	Em0010g233a, Em0210g8a, Em0010g235a, Em0210g6a, Em0210g9a, Em0010g232a	jg12324.t1
OG0002378	Em0099g7a, Em0099g19a, Em0425g3a, Em0429g3a, Em0145g16a, Em0099g11a	jg29247.t1
OG0002382	Em0020g931a, Em0020g926a	jg10093.t1
OG0002382	Em0020g930a	jg10094.t1
OG0002384	Em0005g1324a	jg15531.t1, jg9664.t1
OG0002385	Em0001g1416a, Em0007g525a, Em0018g586a	jg20748.t1, jg20749.t1
OG0002386	Em0020g936a, Em0630g3a, Em0020g937a	jg29900.t1
OG0002387	Em0005g1526a, Em0187g9a, Em0036g10a, Em0112g11a	jg12742.t1
OG0002388	Em0007g1580a, Em0007g1562a, Em0007g1577a, Em0007g1563a, Em0007g1535a, Em0007g1278a	jg8021.t1, jg26673.t1
OG0002389	Em0023g122a	jg27407.t1
OG0002389	Em0002g1592a, Em0023g120a	jg27408.t1, jg27402.t1
OG0002390	Em0023g267a	jg20819.t1, jg20684.t1
OG0002391	Em0016g1167a	jg3999.t1, jg4024.t1, jg29300.t2, jg22252.t1, jg29300.t1, jg3989.t1
OG0002392	Em0016g91a, Em0016g76a, Em0016g90a	jg10306.t1, jg30191.t1, jg27644.t1
OG0002393	Em0003g458a	jg17973.t1, jg17974.t1
OG0002394	Em0014g591a, Em0014g589a	jg19035.t1
OG0002395	Em0018g633a, Em0018g619a, Em0018g630a, Em0018g615a, Em0018g614a	jg28584.t1
OG0002396	Em0016g898a, Em0016g899a, Em0648g2a, Em0010g47a, Em0674g2a, Em0010g73a	jg11733.t1
OG0002397	Em0018g70a	jg17824.t1, jg25104.t1, jg17821.t1, jg17815.t1, jg24414.t1
OG0002398	Em0010g1031a, Em0010g1030a, Em0010g1016a	jg4604.t1
OG0002399	Em0010g121a	jg11610.t1
OG0002399	Em0010g120a	jg24546.t1
OG0002400	Em0018g1094a, Em0018g1137a	jg28199.t1, jg28432.t1
OG0002401	Em0010g710a	jg27761.t1, jg6023.t1
OG0002402	Em0010g62a, Em0010g50a, Em0010g55a	jg11735.t1
OG0002402	Em0010g56a	jg11734.t1
OG0002403	Em0017g519a, Em0017g506a, Em0017g510a, Em0017g514a	jg11042.t1
OG0002404	Em0179g21a, Em0786g6a, Em0023g53a, Em0179g12a	jg1481.t1, jg6021.t1, jg27763.t1
OG0002407	Em0598g3a, Em0597g3a, Em0015g1251a, Em0598g4a	jg11523.t1
OG0002408	Em0001g2763a, Em0001g2753a, Em0001g2754a	jg9103.t1, jg9103.t2, jg9103.t3, jg21982.t1
OG0002410	Em0004g86a, Em0013g396a, Em0013g404a	jg2723.t1
OG0002411	Em0021g426a, Em0081g7a, Em0081g2a, Em0019g554a, Em0734g2a, Em0006g967a	jg13340.t1
OG0002412	Em0022g519a	jg29164.t1
OG0002413	Em0022g136a, Em0022g139a	jg13416.t1, jg23225.t1
OG0002414	Em0020g14a	jg8515.t1
OG0002415	Em0023g125a	jg8638.t1, jg1212.t1
OG0002416	Em0013g172a	jg2512.t1, jg2513.t2, jg2513.t1
OG0002418	Em0001g1153a, Em0001g1240a, Em0001g1152a	jg18902.t1
OG0002419	Em0001g1072a	jg19115.t1
OG0002419	Em0001g1112a	jg19114.t1
OG0002420	Em0001g653a, Em0001g648a, Em0001g651a, Em0001g650a, Em0001g646a	jg19013.t2, jg19013.t1
OG0002421	Em0012g384a	jg8478.t1, jg22214.t1
OG0002422	Em0001g1747a, Em0001g1720a, Em0001g1734a, Em0001g1742a, Em0001g1722a	jg7894.t1, jg20517.t1
OG0002423	Em0003g1040a, Em0003g851a, Em0003g1088a, Em0003g1069a, Em0001g1333a, Em0003g850a, Em0003g1089a	jg18401.t1
OG0002424	Em0016g602a, Em0016g612a, Em0020g241a, Em0020g286a, Em0020g274a, Em0020g273a, Em0020g287a	jg29571.t1
OG0002425	Em0020g368a	jg7979.t1
OG0002425	Em0020g372a, Em0341g3a, Em0020g370a, Em0020g393a	jg7982.t1
OG0002426	Em0010g878a	jg29752.t1
OG0002427	Em0014g296a, Em0014g280a	jg20015.t1, jg20018.t1
OG0002428	Em0517g1a, Em0518g1a, Em0014g435a, Em0014g488a, Em0014g417a	jg23656.t1
OG0002429	Em0008g1294a	jg6969.t1
OG0002431	Em0014g263a, Em0014g265a, Em0014g168a	jg20011.t1
OG0002432	Em0010g893a, Em0009g112a	jg29757.t1
OG0002434	Em0021g278a, Em0001g69a, Em0001g71a, Em0001g73a, Em0001g70a, Em0018g144a	jg18012.t1
OG0002450	Em0002g1926a, Em0002g865a, Em0001g1753a	jg6559.t1
OG0002450	Em0652g3a, Em0015g997a, Em0001g3518a	jg23545.t1, jg30100.t1
OG0002486	Em0006g415a, Em0006g1193a	jg720.t1, jg1556.t1, jg7334.t1, jg13647.t1, jg7594.t1, jg5763.t1, jg6596.t1
OG0002488	Em0007g183a	jg4142.t1, jg26624.t1, jg7318.t1, jg26391.t1, jg13577.t1, jg26613.t1, jg5820.t1
OG0002489	Em0007g203a	jg28686.t1, jg28695.t1, jg27849.t1, jg26117.t1, jg25359.t1, jg26123.t1, jg651.t1, jg9354.t1
OG0002495	Em0009g1197a	jg577.t1, jg25837.t1, jg25831.t1, jg25832.t1, jg25835.t1, jg578.t1, jg576.t1, jg25830.t1
OG0002498	Em0294g3a, Em0022g584a	jg30563.t1, jg1070.t1, jg3984.t1, jg3992.t1, jg29294.t1, jg22255.t1, jg29295.t1
OG0002499	Em1048g1a	jg1514.t1, jg23411.t1, jg416.t1, jg19729.t1, jg14946.t1, jg19727.t1, jg19730.t1, jg19726.t1
OG0002563	Em0018g245a, Em0419g11a	jg1723.t1, jg1848.t1, jg1719.t1, jg1720.t1
OG0002567	Em0015g1185a	jg14430.t1, jg14429.t1
OG0002569	Em0021g41a	jg12264.t1, jg12264.t2
OG0002571	Em0010g464a, Em0010g447a, Em0481g3a	jg11564.t1
OG0002573	Em0016g84a, Em0016g70a	jg8872.t1, jg8872.t2
OG0002578	Em0005g1326a, Em0005g1331a	jg26946.t1, jg23052.t1, jg4121.t1
OG0002579	Em0023g798a	jg1413.t1, jg24366.t1, jg15315.t1, jg18569.t1
OG0002580	Em0022g265a, Em0022g254a, Em0022g263a, Em0022g252a	jg23231.t1
OG0002581	Em0009g1030a	jg6174.t1
OG0002584	Em0016g722a, Em0016g703a, Em0041g4a	jg19242.t1, jg19243.t1
OG0002592	Em0002g750a	jg19632.t1, jg16467.t1, jg22036.t1
OG0002596	Em0007g839a, Em0019g692a	jg13732.t1
OG0002598	Em0022g708a	jg30549.t2, jg30549.t1, jg3115.t1, jg3115.t2
OG0002599	Em0018g1023a, Em0018g1080a	jg8978.t1
OG0002602	Em0001g765a	jg12166.t1, jg519.t1, jg16387.t1, jg14296.t1
OG0002603	Em0021g43a	jg12266.t1
OG0002604	Em0335g1a, Em0017g99a, Em0014g721a	jg2687.t1, jg11270.t1
OG0002605	Em0009g759a, Em0009g750a	jg7639.t1
OG0002606	Em0825g1a, Em0013g785a	jg17877.t1
OG0002610	Em0016g538a	jg8982.t1
OG0002610	Em0020g1004a	jg7934.t1
OG0002616	Em0484g1a, Em0016g220a	jg8971.t1
OG0002621	Em0022g319a, Em0447g9a	jg29119.t1
OG0002622	Em0016g812a	jg14912.t1, jg25921.t1, jg25930.t1, jg25928.t1, jg25926.t1
OG0002623	Em0001g724a, Em0001g723a	jg1395.t1, jg2595.t1
OG0002624	Em0021g912a	jg16840.t1
OG0002627	Em0009g184a	jg7637.t1
OG0002629	Em0009g1095a	jg6171.t1
OG0002630	Em0003g1861a	jg17478.t1
OG0002632	Em0010g989a	jg22777.t1
OG0002633	Em0004g307a	jg12374.t1
OG0002634	Em0003g1407a	jg27024.t1, jg8192.t1
OG0002635	Em0022g332a, Em0022g331a	jg3076.t1, jg25542.t1, jg3076.t2
OG0002636	Em0008g93a	jg2851.t1, jg18362.t1, jg18363.t1
OG0002637	Em0020g364a, Em0020g362a	jg24391.t1, jg24389.t1, jg24390.t1
OG0002639	Em0018g796a, Em0018g794a	jg28427.t1
OG0002641	Em0013g232a, Em0013g223a, Em0002g1402a	jg2536.t1
OG0002642	Em0003g394a, Em0003g374a	jg17955.t1
OG0002644	Em0021g992a	jg16844.t1
OG0002645	Em0021g557a	jg12271.t1, jg12271.t2
OG0002649	Em0023g848a	jg12095.t1, jg16181.t1
OG0002650	Em0015g80a	jg21322.t1, jg11268.t1
OG0002651	Em0018g1017a	jg1945.t1
OG0002652	Em0011g773a	jg9526.t1, jg1359.t1
OG0002653	Em0131g7a, Em0008g1192a, Em0131g8a, Em0008g1175a	jg17844.t1
OG0002654	Em0005g1474a	jg21346.t1, jg21346.t2, jg20221.t1
OG0002655	Em0010g1026a	jg17612.t1, jg21875.t1, jg5549.t1
OG0002657	Em0016g913a	jg19262.t1, jg19261.t1
OG0002660	Em0028g15a, Em0028g5a	jg20277.t1, jg19945.t2, jg19945.t1
OG0002661	Em0018g340a	jg16949.t1
OG0002662	Em0015g1035a	jg11682.t1, jg22543.t1
OG0002664	Em0018g1125a	jg18682.t1, jg2023.t1
OG0002666	Em0055g3a, Em0055g1a, Em0055g7a	jg21687.t1
OG0002667	Em0022g162a, Em0872g2a, Em0872g3a	jg29024.t1, jg29025.t1
OG0002671	Em0022g130a	jg8615.t1, jg3267.t1
OG0002672	Em0022g131a	jg3268.t1, jg8616.t1
OG0002673	Em0015g905a	jg23211.t1, jg23210.t1
OG0002674	Em0105g8a, Em0013g722a, Em0008g342a, Em0025g90a	jg2699.t1
OG0002676	Em0021g881a	jg12800.t1
OG0002676	Em0021g880a	jg15812.t1
OG0002678	Em0023g355a	jg22467.t2, jg22467.t1, jg15222.t1
OG0002681	Em0022g278a	jg3223.t1, jg3224.t1, jg3225.t1
OG0002683	Em0005g1599a, Em0015g1117a	jg25408.t1, jg10695.t1
OG0002687	Em0018g315a, Em0018g324a	jg16934.t1
OG0002688	Em0015g1106a, Em0002g1676a, Em0015g1088a	jg19352.t1, jg13449.t1
OG0002689	Em0018g1052a	jg2037.t1, jg18669.t1, jg18665.t1
OG0002690	Em0015g1130a, Em0015g1148a, Em0015g1143a	jg13925.t1
OG0002692	Em0018g825a, Em0018g822a, Em0018g793a	jg26881.t1, jg19760.t1
OG0002698	Em0018g278a, Em0018g281a	jg23069.t1, jg23069.t2
OG0002699	Em0002g82a, Em0002g89a, Em0002g81a	jg10916.t1
OG0002701	Em0010g847a, Em0010g848a	jg4506.t1, jg11560.t1
OG0002702	Em0007g591a	jg22264.t1, jg26655.t1, jg7997.t1
OG0002703	Em0008g911a	jg20531.t1
OG0002705	Em0192g15a, Em0192g14a, Em0021g862a, Em0021g861a	jg15855.t1
OG0002706	Em0637g8a, Em0013g36a, Em0013g40a	jg2274.t1
OG0002708	Em0003g434a, Em0003g431a	jg20072.t1
OG0002709	Em0018g167a	jg24235.t2, jg24235.t1
OG0002710	Em0016g31a	jg11977.t1, jg11975.t1, jg11973.t1
OG0002711	Em0016g279a	jg12443.t1, jg12435.t1, jg24645.t1
OG0002713	Em0011g1188a	jg11301.t1, jg30208.t1
OG0002714	Em0026g37a	jg17446.t1, jg8150.t1
OG0002715	Em0023g323a	jg18534.t1
OG0002719	Em0018g1095a, Em0018g1136a	jg28428.t1
OG0002720	Em0010g721a	jg23320.t1, jg11626.t1
OG0002723	Em0013g844a, Em0023g208a, Em0023g207a, Em0151g7a	jg20735.t1
OG0002725	Em0023g126a	jg20019.t1, jg20032.t1, jg3369.t1
OG0002736	Em0009g111a	jg10324.t1, jg8257.t2, jg8257.t1, jg6234.t2, jg6234.t1
OG0002737	Em0531g3a, Em0016g1116a, Em0016g1179a	jg19240.t1
OG0002740	Em0001g964a, Em0001g998a, Em0001g943a	jg28142.t1
OG0002741	Em0006g1226a, Em0006g1235a	jg4357.t1
OG0002742	Em0011g1185a	jg27428.t1
OG0002743	Em0023g423a, Em0023g421a	jg18516.t2, jg18516.t1
OG0002745	Em0179g14a, Em0179g6a, Em0023g45a	jg3355.t1
OG0002746	Em0023g78a	jg1246.t1, jg8677.t1
OG0002747	Em0006g1043a	jg15926.t1, jg21578.t1, jg98.t1, jg97.t1, jg12534.t1
OG0002748	Em0011g521a	jg10737.t1, jg10738.t1
OG0002750	Em0631g1a	jg16963.t1
OG0002750	Em0018g505a, Em0440g1a	jg16965.t1
OG0002751	Em0006g1252a	jg29296.t1
OG0002755	Em0011g215a	jg14684.t1
OG0002757	Em0001g1059a, Em0001g1051a	jg16835.t1
OG0002759	Em0020g88a	jg29579.t1
OG0002760	Em0013g813a	jg21341.t1, jg20226.t1
OG0002761	Em0016g270a, Em0016g271a	jg8969.t1
OG0002762	Em0171g1a, Em0007g267a	jg23660.t1
OG0002766	Em0001g1791a	jg18837.t1, jg18838.t1
OG0002770	Em0022g287a, Em0022g286a	jg18629.t1
OG0002773	Em0002g293a, Em0014g749a, Em0014g751a	jg20270.t1
OG0002774	Em0582g1a, Em0016g939a, Em0582g3a	jg14743.t1, jg19267.t1
OG0002775	Em0023g819a	jg1129.t1, jg1126.t1, jg1133.t1, jg1123.t1
OG0002777	Em0019g850a, Em0019g856a	jg11198.t1
OG0002778	Em0628g1a, Em0001g1221a	jg13027.t1, jg23948.t1, jg16443.t1, jg16295.t1, jg3674.t1
OG0002780	Em0020g317a	jg7719.t1, jg16550.t1, jg7714.t1
OG0002782	Em0637g4a, Em1078g4a, Em0637g5a, Em0013g33a	jg2476.t1
OG0002783	Em0017g601a	jg2215.t1
OG0002785	Em0005g75a	jg21694.t2, jg4381.t1, jg21694.t1, jg4381.t2
OG0002787	Em0011g588a, Em1145g1a, Em0011g539a	jg10725.t1
OG0002788	Em0011g170a, Em0011g179a	jg5150.t1, jg5152.t1, jg19923.t1, jg6304.t1
OG0002794	Em0009g603a	jg6214.t1
OG0002795	Em0021g878a	jg15839.t1
OG0002799	Em0023g837a	jg1414.t1
OG0002799	Em0023g835a, Em0023g830a	jg1417.t1
OG0002800	Em0014g665a, Em0014g655a, Em0009g1025a	jg6204.t1, jg6205.t1
OG0002804	Em0016g622a, Em0077g11a, Em0831g3a	jg19246.t1
OG0002805	Em0016g265a	jg8981.t2, jg8981.t1
OG0002808	Em0018g835a, Em0018g814a	jg24778.t1, jg1905.t1
OG0002812	Em0015g467a, Em0015g471a	jg13815.t1, jg13815.t2, jg13815.t3
OG0002814	Em0012g86a	jg23740.t1, jg19396.t1, jg23735.t1
OG0002815	Em0014g151a	jg4268.t1, jg23536.t1, jg21032.t1, jg6438.t1, jg22695.t1
OG0002816	Em0023g470a	jg11943.t1, jg414.t1
OG0002817	Em0009g44a	jg989.t1
OG0002818	Em0011g1164a, Em0011g1162a	jg3540.t1, jg30189.t1, jg30189.t2
OG0002821	Em0020g697a	jg17015.t1, jg2713.t1
OG0002822	Em0003g197a	jg13597.t1, jg13604.t1, jg3322.t1, jg1142.t1
OG0002826	Em0018g898a, Em0018g912a, Em0018g941a	jg24556.t2, jg24556.t1, jg28210.t1
OG0002828	Em0003g1357a, Em0008g95a, Em0008g94a	jg225.t1, jg2862.t1
OG0002829	Em0008g333a, Em0008g286a, Em0008g282a	jg1236.t2, jg1236.t1
OG0002832	Em0008g1057a	jg330.t1, jg22632.t1, jg19545.t1, jg22631.t1, jg20940.t1
OG0002833	Em0003g450a, Em0232g1a, Em0003g440a, Em0003g456a, Em0017g27a, Em0001g3662a	jg4241.t1
OG0002834	Em0001g1241a, Em0001g1154a	jg17441.t1
OG0002836	Em0011g583a, Em0011g578a	jg3501.t1, jg17232.t1
OG0002837	Em0011g823a	jg6799.t1
OG0002839	Em0009g1231a	jg26030.t1, jg26011.t1, jg6137.t1, jg26006.t1, jg26023.t1
OG0002840	Em0012g773a, Em0012g775a, Em0012g781a, Em0012g774a, Em0012g780a	jg2327.t1
OG0002841	Em0003g1221a, Em0012g24a, Em0010g765a	jg8168.t1
OG0002844	Em0007g720a	jg30444.t1, jg23162.t1, jg30365.t1
OG0002845	Em0023g389a, Em0023g399a	jg18452.t1, jg18452.t2
OG0002846	Em0149g6a, Em0001g3527a	jg23816.t1, jg10147.t1, jg10147.t2, jg22938.t1, jg5587.t1
OG0002847	Em0015g1053a	jg24732.t1, jg24739.t1, jg24736.t1, jg20342.t1, jg20337.t1
OG0002848	Em0014g28a	jg24894.t1, jg28823.t1
OG0002849	Em0023g472a	jg25690.t1, jg25692.t1, jg25689.t1, jg18436.t1, jg25693.t1
OG0002850	Em0033g21a, Em0033g14a	jg8180.t1
OG0002850	Em0033g11a, Em0033g23a	jg8178.t1
OG0002851	Em0016g1103a	jg18278.t1, jg25523.t1, jg3097.t1, jg25520.t1, jg3100.t1
OG0002852	Em0018g1185a, Em0018g1184a	jg30474.t1
OG0002853	Em0018g930a, Em0018g931a, Em0011g758a	jg1925.t1
OG0002854	Em0421g5a, Em0003g1663a, Em0003g1710a	jg3618.t1
OG0002855	Em0008g13a, Em0023g108a	jg22983.t1, jg979.t1, jg3419.t1
OG0002856	Em0009g591a	jg21631.t1, jg864.t2, jg864.t1
OG0002857	Em0021g811a	jg3390.t1
OG0002857	Em0996g2a, Em0020g187a	jg29810.t1
OG0002859	Em0728g5a, Em0018g1044a	jg28877.t1, jg14858.t1, jg14859.t1, jg28878.t1
OG0002860	Em0023g62a	jg2753.t1, jg25724.t1
OG0002862	Em0544g1a, Em0016g339a, Em0016g346a, Em0016g319a, Em0544g2a	jg8923.t1
OG0002866	Em0016g308a, Em0016g322a	jg8915.t1
OG0002867	Em0015g1221a, Em0015g1244a	jg13969.t1, jg13970.t1
OG0002868	Em0003g736a	jg8234.t1
OG0002868	Em0003g742a	jg6091.t1, jg8229.t1
OG0002869	Em0520g3a, Em0014g634a	jg24247.t1, jg16846.t1
OG0002870	Em0003g718a, Em0003g711a, Em0003g713a, Em0003g720a	jg6075.t1, jg8213.t1
OG0002871	Em0003g293a	jg18003.t1
OG0002871	Em0003g310a, Em0003g314a, Em0003g315a	jg9837.t1
OG0002872	Em0007g1471a	jg9782.t1, jg25568.t1, jg15436.t1
OG0002874	Em0002g999a, Em0010g997a, Em0024g250a, Em0001g1309a	jg23528.t1, jg5780.t1
OG0002875	Em0008g1270a	jg20595.t2, jg20595.t1, jg12662.t1
OG0002876	Em0022g402a	jg27426.t1, jg20508.t1, jg23044.t1, jg11011.t1, jg11011.t2
OG0002877	Em0011g1194a	jg3521.t1, jg3521.t2
OG0002878	Em0016g264a, Em0162g19a	jg15030.t1, jg19665.t1, jg15032.t1, jg19667.t1, jg19672.t1
OG0002880	Em0011g1158a	jg3531.t1, jg3531.t2
OG0002884	Em0003g386a, Em0003g380a	jg17946.t1, jg12239.t1, jg8348.t1
OG0002885	Em0012g704a, Em0009g947a, Em0009g941a	jg15857.t1
OG0002886	Em0015g1016a	jg16214.t1, jg15565.t4, jg15565.t1, jg15565.t2, jg15565.t3
OG0002887	Em0022g274a	jg24092.t1, jg20891.t1
OG0002888	Em0023g73a	jg20655.t1, jg7252.t1
OG0002889	Em0008g115a, Em0008g412a	jg3411.t1
OG0002891	Em0011g264a, Em0011g279a	jg6361.t1, jg6362.t1
OG0002893	Em0002g271a	jg21580.t1, jg15928.t1
