Orthogroup	Ephydatia_Emu_v1_prots	Human_UP000005640_9606
OG0003265	Em0011g1024a	sp|O75694|NU155_HUMAN
OG0003266	Em0018g1152a, Em0018g1151a	sp|Q96EP0|RNF31_HUMAN
OG0003267	Em0013g828a, Em0013g834a	sp|Q9UQE7|SMC3_HUMAN
OG0003269	Em0001g93a	sp|Q4V328|GRAP1_HUMAN
OG0003278	Em0582g7a, Em0016g935a	sp|O43172|PRP4_HUMAN
OG0003280	Em0023g426a	sp|Q9Y5B6|PAXB1_HUMAN
OG0003281	Em0005g1091a	sp|Q9NY99|SNTG2_HUMAN, sp|Q9NSN8|SNTG1_HUMAN
OG0003283	Em0001g1401a	sp|Q9UDR5|AASS_HUMAN
OG0003287	Em0003g1863a	sp|Q96PV7|F193B_HUMAN, sp|P78312|F193A_HUMAN
OG0003290	Em0015g877a	sp|Q09013|DMPK_HUMAN
OG0003292	Em0023g703a, Em0023g697a	sp|Q8N3L3|TXLNB_HUMAN
OG0003296	Em0005g967a, Em0005g913a, Em0021g634a	sp|P13284|GILT_HUMAN
OG0003297	Em0005g1240a	sp|Q5RHP9|ERIC3_HUMAN
OG0003299	Em0009g1093a	sp|Q5T1V6|DDX59_HUMAN
OG0003303	Em0011g858a	sp|A8K855|EFCB7_HUMAN
OG0003305	Em0013g489a	sp|Q5T655|CFA58_HUMAN
OG0003306	Em0002g1177a	sp|P45984|MK09_HUMAN, sp|P45983|MK08_HUMAN, sp|P53779|MK10_HUMAN
OG0003307	Em0015g590a, Em0015g214a, Em0015g230a	sp|Q8TBY9|CF251_HUMAN
OG0003308	Em0008g576a	sp|O95476|CNEP1_HUMAN
OG0003312	Em0022g347a	sp|Q02040|AK17A_HUMAN
OG0003314	Em0023g209a	sp|P51530|DNA2_HUMAN
OG0003315	Em0011g1052a	sp|Q9UNH6|SNX7_HUMAN, sp|Q5VWJ9|SNX30_HUMAN
OG0003318	Em0021g111a	sp|Q5JVF3|PCID2_HUMAN
OG0003319	Em0008g1190a, Em0008g1173a, Em0131g5a	sp|P60953|CDC42_HUMAN
OG0003320	Em0020g74a	sp|Q8IY33|MILK2_HUMAN, sp|Q8N3F8|MILK1_HUMAN, sp|Q6ZW33|MICLK_HUMAN
OG0003321	Em0011g68a, Em1364g1a	sp|Q5T011|SZT2_HUMAN
OG0003325	Em0005g1524a	sp|Q8TDY4|ASAP3_HUMAN, sp|Q9ULH1|ASAP1_HUMAN, sp|O43150|ASAP2_HUMAN
OG0003327	Em0016g1186a, Em0016g1110a	sp|Q92800|EZH1_HUMAN, sp|Q15910|EZH2_HUMAN
OG0003331	Em0023g762a	sp|Q96E22|NGBR_HUMAN
OG0003333	Em0018g261a, Em0018g264a	sp|Q8TEP8|CE192_HUMAN
OG0003336	Em0015g1132a, Em0015g1150a, Em0015g1134a	sp|O95232|LC7L3_HUMAN
OG0003339	Em0016g300a	sp|Q5VVW2|GARL3_HUMAN
OG0003340	Em0009g1191a	sp|Q5T6F0|DCA12_HUMAN, sp|Q5VW00|DC122_HUMAN, sp|Q5VU92|DC121_HUMAN
OG0003342	Em0001g1078a, Em0001g1104a	sp|Q8TAD8|SNIP1_HUMAN
OG0003344	Em0012g1077a, Em0012g1078a	sp|Q96E52|OMA1_HUMAN
OG0003345	Em0005g175a	sp|Q13627|DYR1A_HUMAN, sp|Q9Y463|DYR1B_HUMAN
OG0003346	Em0007g816a, Em0007g17a	sp|O14524|NEMP1_HUMAN, sp|A6NFY4|NEMP2_HUMAN
OG0003347	Em0022g177a, Em0022g179a	sp|P42680|TEC_HUMAN, sp|Q08881|ITK_HUMAN
OG0003348	Em0011g6a, Em0011g389a	sp|Q5T9L3|WLS_HUMAN
OG0003349	Em0001g215a, Em0001g178a, Em0020g532a	sp|Q15075|EEA1_HUMAN
OG0003351	Em0023g87a	sp|Q9NPJ3|ACO13_HUMAN
OG0003352	Em0016g60a	sp|Q8IY17|PLPL6_HUMAN, sp|Q6ZV29|PLPL7_HUMAN
OG0003353	Em0011g648a, Em0008g683a	sp|Q5VYS8|TUT7_HUMAN, sp|Q5TAX3|TUT4_HUMAN
OG0003355	Em0002g1883a, Em0002g1898a, Em0002g1897a	sp|Q8NFU5|IPMK_HUMAN
OG0003356	Em0009g612a	sp|Q9P2K8|E2AK4_HUMAN
OG0003358	Em0008g1118a	sp|Q9BQG0|MBB1A_HUMAN
OG0003362	Em0023g950a	sp|Q587J7|TDR12_HUMAN
OG0003363	Em0011g1183a	sp|O14787|TNPO2_HUMAN, sp|Q92973|TNPO1_HUMAN
OG0003367	Em0021g507a, Em0360g5a, Em0003g1441a, Em0003g1449a	sp|P54274|TERF1_HUMAN, sp|Q15554|TERF2_HUMAN
OG0003368	Em0009g100a, Em0009g99a	sp|Q12770|SCAP_HUMAN
OG0003375	Em0003g1428a	sp|Q9Y5Y5|PEX16_HUMAN
OG0003376	Em0016g140a	sp|Q9H4Z3|CAPAM_HUMAN, sp|O15428|PINL_HUMAN, sp|Q13526|PIN1_HUMAN
OG0003382	Em0016g981a	sp|Q5T8I3|F102B_HUMAN, sp|Q5T9C2|F102A_HUMAN
OG0003389	Em0022g174a	sp|Q53H12|AGK_HUMAN
OG0003390	Em0009g980a	sp|Q13596|SNX1_HUMAN, sp|O60749|SNX2_HUMAN
OG0003392	Em0001g1077a, Em0001g1107a	sp|O60828|PQBP1_HUMAN
OG0003396	Em0016g281a	sp|Q9NUY8|TBC23_HUMAN
OG0003397	Em0019g707a	sp|Q8WUM0|NU133_HUMAN
OG0003398	Em0021g36a	sp|Q14376|GALE_HUMAN
OG0003400	Em0004g98a, Em0004g106a	sp|P22033|MUTA_HUMAN
OG0003401	Em0015g1156a, Em0015g1146a	sp|A4FU69|EFCB5_HUMAN
OG0003402	Em0019g232a	sp|Q9HAW4|CLSPN_HUMAN
OG0003404	Em0020g1020a, Em0020g1015a	sp|Q9UPN4|CP131_HUMAN
OG0003407	Em0001g976a, Em0001g1007a	sp|O75691|UTP20_HUMAN
OG0003408	Em0009g1018a	sp|Q99973|TEP1_HUMAN
OG0003417	Em0011g540a, Em0011g1029a	sp|Q9UNN5|FAF1_HUMAN
OG0003418	Em0019g703a	sp|Q6ZT12|UBR3_HUMAN, sp|Q8IWV8|UBR2_HUMAN, sp|Q8IWV7|UBR1_HUMAN
OG0003419	Em0028g21a, Em0028g27a	sp|Q5T0N1|CFA70_HUMAN
OG0003420	Em0007g369a	sp|P42229|STA5A_HUMAN, sp|P51692|STA5B_HUMAN
OG0003422	Em0019g595a, Em0019g594a	sp|Q6ZUT9|DEN5B_HUMAN, sp|Q6IQ26|DEN5A_HUMAN
OG0003423	Em0023g420a	sp|Q4G0Z9|MCMD2_HUMAN
OG0003424	Em0011g17a	sp|P13994|CC130_HUMAN
OG0003429	Em0018g611a, Em0018g613a	sp|Q9BQC3|DPH2_HUMAN
OG0003432	Em0003g1399a, Em0003g1408a	sp|Q9BU23|LMF2_HUMAN
OG0003433	Em0022g159a	sp|Q8NI27|THOC2_HUMAN
OG0003435	Em0014g176a	sp|Q9UBS9|SUCO_HUMAN
OG0003436	Em0016g918a	sp|Q5VWQ8|DAB2P_HUMAN, sp|Q9UJF2|NGAP_HUMAN, sp|Q96PV0|SYGP1_HUMAN
OG0003437	Em0019g214a	sp|Q96KG9|SCYL1_HUMAN
OG0003438	Em0019g585a	sp|Q9NRS6|SNX15_HUMAN, sp|Q96S38|KS6C1_HUMAN, sp|Q9Y6S9|RPKL1_HUMAN
OG0003439	Em0010g728a	sp|Q9NR31|SAR1A_HUMAN, sp|Q9Y6B6|SAR1B_HUMAN
OG0003440	Em0021g365a, Em0011g772a	sp|Q9UMZ3|PTPRQ_HUMAN
OG0003441	Em0001g1821a	sp|Q99952|PTN18_HUMAN
OG0003443	Em0018g990a	sp|Q15345|LRC41_HUMAN, sp|Q96HA7|TONSL_HUMAN
OG0003444	Em0223g5a, Em0010g155a, Em0010g156a	sp|Q7RTS9|DYM_HUMAN
OG0003446	Em0679g4a, Em0677g4a, Em0018g421a	sp|Q6ZNQ3|LRC69_HUMAN
OG0003447	Em0008g1256a, Em0008g1240a	sp|Q9H0C8|ILKAP_HUMAN
OG0003448	Em0022g152a, Em0655g4a, Em0460g4a	sp|Q6PML9|ZNT9_HUMAN
OG0003451	Em0018g423a, Em0679g2a, Em0677g2a	sp|Q15024|EXOS7_HUMAN
OG0003452	Em0004g65a	sp|P53396|ACLY_HUMAN
OG0003454	Em0003g717a, Em0003g710a	sp|O15229|KMO_HUMAN
OG0003455	Em0022g67a, Em0015g318a	sp|Q9NZJ0|DTL_HUMAN
OG0003459	Em0018g376a	sp|Q5VZK9|CARL1_HUMAN, sp|Q6F5E8|CARL2_HUMAN, sp|Q8ND23|CARL3_HUMAN
OG0003460	Em0011g790a	sp|Q8IUR0|TPPC5_HUMAN
OG0003462	Em0009g121a	sp|Q2NL67|PARP6_HUMAN, sp|Q8N3A8|PARP8_HUMAN
OG0003463	Em0007g969a	sp|Q9UJ83|HACL1_HUMAN
OG0003464	Em0192g6a, Em0021g871a	sp|Q6DCA0|AMERL_HUMAN, sp|Q9Y4X0|AMMR1_HUMAN
OG0003466	Em0010g223a	sp|P0C7V7|SC11B_HUMAN, sp|P67812|SC11A_HUMAN, sp|Q9BY50|SC11C_HUMAN
OG0003467	Em0015g1034a	sp|A8MU46|SMTL1_HUMAN, sp|P53814|SMTN_HUMAN, sp|Q2TAL5|SMTL2_HUMAN
OG0003468	Em1131g1a, Em0010g752a	sp|Q9HCE0|EPG5_HUMAN
OG0003472	Em0008g153a, Em0008g142a	sp|P28072|PSB6_HUMAN
OG0003474	Em0016g949a, Em0137g15a	sp|Q9P1Z9|CC180_HUMAN
OG0003475	Em0015g290a	sp|O43272|PROD_HUMAN
OG0003476	Em0004g88a	sp|P28331|NDUS1_HUMAN
OG0003479	Em0002g2a, Em0002g12a	sp|Q5SRD1|TI23B_HUMAN, sp|O14925|TIM23_HUMAN
OG0003480	Em0007g1440a, Em0007g1457a	sp|Q8WVP7|LMBR1_HUMAN, sp|Q6UX01|LMBRL_HUMAN
OG0003482	Em0019g1092a	sp|Q9UNS2|CSN3_HUMAN
OG0003483	Em0006g1228a, Em0006g1237a	sp|Q8N960|CE120_HUMAN
OG0003485	Em0022g231a	sp|Q6PI26|SHQ1_HUMAN
OG0003492	Em0007g1507a, Em0007g1505a	sp|Q8NEZ3|WDR19_HUMAN
OG0003494	Em0022g14a, Em0022g29a	sp|P51587|BRCA2_HUMAN
OG0003500	Em0005g83a, Em0005g86a	sp|Q9BWU0|NADAP_HUMAN
OG0003501	Em0009g40a	sp|O00566|MPP10_HUMAN
OG0003507	Em0023g273a, Em0023g271a	sp|Q9Y646|CBPQ_HUMAN
OG0003514	Em0009g680a	sp|A6NNX1|RIAD1_HUMAN
OG0003517	Em0016g1088a, Em0021g794a, Em0021g789a	sp|Q9UKM7|MA1B1_HUMAN
OG0003519	Em0023g544a	sp|O95104|SCAF4_HUMAN, sp|Q9UPN6|SCAF8_HUMAN
OG0003522	Em0018g807a	sp|Q9BX40|LS14B_HUMAN, sp|Q8ND56|LS14A_HUMAN
OG0003523	Em0012g952a	sp|Q969M7|UBE2F_HUMAN
OG0003524	Em0395g11a, Em0021g846a	sp|Q86UY8|NT5D3_HUMAN, sp|Q9H857|NT5D2_HUMAN
OG0003525	Em0010g408a, Em0010g386a	sp|Q96NH3|BROMI_HUMAN
OG0003527	Em0016g280a	sp|Q96EK5|KBP_HUMAN
OG0003532	Em0009g102a	sp|Q8TAC9|SCAM5_HUMAN, sp|Q969E2|SCAM4_HUMAN, sp|O14828|SCAM3_HUMAN, sp|O15127|SCAM2_HUMAN, sp|O15126|SCAM1_HUMAN
OG0003534	Em0011g1013a	sp|Q8IWG1|DNAI3_HUMAN
OG0003535	Em0009g440a, Em0023g405a	sp|Q15633|TRBP2_HUMAN, sp|O75569|PRKRA_HUMAN
OG0003537	Em0701g1a, Em0696g1a, Em0015g472a	sp|Q86W42|THOC6_HUMAN
OG0003539	Em0023g508a, Em0023g517a	sp|Q9BQ75|CMS1_HUMAN
OG0003541	Em0012g854a	sp|Q9BXU7|UBP26_HUMAN, sp|Q9HBJ7|UBP29_HUMAN, sp|Q86T82|UBP37_HUMAN
OG0003545	Em0023g387a	sp|Q9UNX4|WDR3_HUMAN
OG0003552	Em0010g925a	sp|Q9NQX4|MYO5C_HUMAN, sp|Q9Y4I1|MYO5A_HUMAN, sp|Q9ULV0|MYO5B_HUMAN
OG0003554	Em0018g1115a	sp|Q9Y6G9|DC1L1_HUMAN, sp|O43237|DC1L2_HUMAN
OG0003557	Em0013g228a, Em0013g224a	sp|O94830|DDHD2_HUMAN, sp|Q9Y6Y8|S23IP_HUMAN
OG0003558	Em0016g131a	sp|Q13813|SPTN1_HUMAN, sp|P02549|SPTA1_HUMAN
OG0003565	Em0001g1763a	sp|Q96SW2|CRBN_HUMAN
OG0003567	Em0007g587a	sp|A0A1B0GTD5|TEX49_HUMAN
OG0003568	Em0068g9a, Em0004g1006a	sp|Q9NZ43|USE1_HUMAN
OG0003569	Em1069g1a, Em0015g346a, Em0088g5a	sp|O00541|PESC_HUMAN
OG0003572	Em0162g3a, Em0016g250a, Em0016g251a	sp|Q92990|GLMN_HUMAN
OG0003576	Em0012g752a	sp|Q96PE7|MCEE_HUMAN
OG0003577	Em0019g636a	sp|Q56P03|EAPP_HUMAN
OG0003581	Em0019g308a, Em0019g311a	sp|O96017|CHK2_HUMAN
OG0003583	Em0009g1125a	sp|Q8IUZ0|LRC49_HUMAN
OG0003587	Em0022g400a	sp|Q8TF61|FBX41_HUMAN, sp|Q70YC5|ZN365_HUMAN
OG0003590	Em0068g8a, Em0004g1005a	sp|Q9BT22|ALG1_HUMAN, sp|C9J202|AG1L2_HUMAN, sp|Q6GMV1|ALG1L_HUMAN
OG0003592	Em0015g1203a	sp|Q9HCG8|CWC22_HUMAN
OG0003594	Em0015g1005a	sp|Q6N063|OGFD2_HUMAN
OG0003600	Em0021g868a, Em0192g9a	sp|P46736|BRCC3_HUMAN
OG0003605	Em0010g836a	sp|P49773|HINT1_HUMAN
OG0003605	Em0021g281a	sp|Q9BX68|HINT2_HUMAN
OG0003606	Em0022g132a	sp|Q9Y244|POMP_HUMAN
OG0003608	Em0019g312a, Em0916g4a	sp|Q9UJM8|HAOX1_HUMAN
OG0003610	Em0009g1142a, Em0009g1131a	sp|Q8N841|TTLL6_HUMAN, sp|A6NNM8|TTL13_HUMAN
OG0003611	Em0018g1119a	sp|Q9UJX0|OSGI1_HUMAN, sp|Q9Y236|OSGI2_HUMAN
OG0003614	Em0011g29a	sp|Q9Y4C8|RBM19_HUMAN
OG0003615	Em0021g858a	sp|Q86X83|COMD2_HUMAN
OG0003616	Em0019g38a, Em0019g16a	sp|Q9BZL6|KPCD2_HUMAN, sp|Q15139|KPCD1_HUMAN, sp|O94806|KPCD3_HUMAN
OG0003617	Em0022g284a	sp|Q8TE85|GRHL3_HUMAN, sp|Q6ISB3|GRHL2_HUMAN, sp|Q9NZI5|GRHL1_HUMAN
OG0003619	Em0019g59a	sp|O95197|RTN3_HUMAN, sp|Q9NQC3|RTN4_HUMAN, sp|Q16799|RTN1_HUMAN, sp|O75298|RTN2_HUMAN
OG0003621	Em0586g1a, Em0021g424a	sp|Q8N6H7|ARFG2_HUMAN, sp|Q9NP61|ARFG3_HUMAN
OG0003622	Em0022g276a	sp|P0C7U1|ASA2B_HUMAN, sp|Q9NR71|ASAH2_HUMAN
OG0003623	Em0012g836a	sp|Q8WUF8|F172A_HUMAN, sp|A6NC97|F172B_HUMAN
OG0003624	Em0003g1871a	sp|O00327|BMAL1_HUMAN, sp|Q8WYA1|BMAL2_HUMAN
OG0003627	Em0011g960a	sp|O95716|RAB3D_HUMAN, sp|P20337|RAB3B_HUMAN, sp|P20336|RAB3A_HUMAN, sp|Q96E17|RAB3C_HUMAN
OG0003629	Em0001g1437a	sp|Q96BM9|ARL8A_HUMAN, sp|Q9NVJ2|ARL8B_HUMAN
OG0003632	Em0012g771a, Em0012g778a, Em1222g1a	sp|Q8WX77|IBPL1_HUMAN, sp|Q16270|IBP7_HUMAN, sp|Q96I82|KAZD1_HUMAN
OG0003633	Em0786g1a, Em0179g16a, Em0023g47a	sp|Q8N0X4|CLYBL_HUMAN
OG0003634	Em0022g736a	sp|P51790|CLCN3_HUMAN, sp|P51795|CLCN5_HUMAN, sp|P51793|CLCN4_HUMAN
OG0003636	Em0023g90a	sp|Q15691|MARE1_HUMAN, sp|Q9UPY8|MARE3_HUMAN, sp|Q15555|MARE2_HUMAN
OG0003638	Em0023g390a, Em0023g400a	sp|Q4VC31|MIX23_HUMAN
OG0003639	Em0005g262a	sp|P69849|NOMO3_HUMAN, sp|Q15155|NOMO1_HUMAN, sp|Q5JPE7|NOMO2_HUMAN
OG0003640	Em0015g879a, Em0015g466a, Em0015g470a	sp|Q9BQB6|VKOR1_HUMAN, sp|Q8N0U8|VKORL_HUMAN
OG0003641	Em0015g340a, Em0088g10a, Em0015g341a	sp|Q9NYA4|MTMR4_HUMAN, sp|Q13615|MTMR3_HUMAN
OG0003644	Em0018g806a	sp|Q9UHA2|S18L2_HUMAN, sp|Q15532|SSXT_HUMAN, sp|O75177|CREST_HUMAN
OG0003646	Em0940g3a, Em0015g985a	sp|Q12979|ABR_HUMAN, sp|P11274|BCR_HUMAN
OG0003647	Em0003g1498a	sp|Q16831|UPP1_HUMAN, sp|O95045|UPP2_HUMAN
OG0003648	Em0009g1066a	sp|O95379|TFIP8_HUMAN, sp|Q8WVP5|TP8L1_HUMAN, sp|Q6P589|TP8L2_HUMAN, sp|Q5GJ75|TP8L3_HUMAN
OG0003649	Em0016g1078a, Em0015g966a	sp|Q9Y2Q3|GSTK1_HUMAN
OG0003651	Em0010g1038a, Em0010g1010a, Em0010g821a	sp|P07602|SAP_HUMAN, sp|Q6NUJ1|SAPL1_HUMAN
OG0003656	Em0014g869a	sp|P11277|SPTB1_HUMAN, sp|O15020|SPTN2_HUMAN, sp|Q01082|SPTB2_HUMAN, sp|Q9H254|SPTN4_HUMAN
OG0003658	Em0015g1158a	sp|Q9NRP7|STK36_HUMAN
OG0003659	Em0007g257a	sp|Q9C002|NMES1_HUMAN, sp|O00483|NDUA4_HUMAN, sp|Q9NRX3|NUA4L_HUMAN
OG0003660	Em0007g260a	sp|Q15365|PCBP1_HUMAN, sp|Q15366|PCBP2_HUMAN, sp|P57721|PCBP3_HUMAN, sp|P57723|PCBP4_HUMAN
OG0003661	Em0014g683a	sp|Q96C90|PP14B_HUMAN, sp|Q8TAE6|PP14C_HUMAN, sp|Q9NXH3|PP14D_HUMAN, sp|Q96A00|PP14A_HUMAN
OG0003662	Em0016g1131a, Em0016g1128a, Em0016g1166a, Em0016g1163a	sp|Q8TDX7|NEK7_HUMAN
OG0003664	Em0022g550a	sp|Q8N4F7|RN175_HUMAN, sp|Q9H920|RN121_HUMAN
OG0003667	Em0016g307a, Em0016g321a	sp|Q8IV53|DEN1C_HUMAN, sp|Q8TEH3|DEN1A_HUMAN, sp|Q6P3S1|DEN1B_HUMAN
OG0003668	Em0799g4a, Em0799g5a, Em0011g129a	sp|Q01780|EXOSX_HUMAN
OG0003670	Em0009g23a	sp|P27361|MK03_HUMAN, sp|P28482|MK01_HUMAN
OG0003671	Em0011g936a, Em0015g754a	sp|Q53HC0|CCD92_HUMAN
OG0003672	Em0015g539a, Em0015g521a, Em0015g522a	sp|Q9H2M9|RBGPR_HUMAN
OG0003673	Em0022g431a, Em0017g492a, Em0168g2a	sp|Q9BVJ7|DUS23_HUMAN, sp|Q9ULE6|PALD_HUMAN
OG0003674	Em0023g422a, Em0023g418a, Em0023g415a	sp|P00441|SODC_HUMAN
OG0003676	Em0017g208a, Em0017g197a	sp|P42695|CNDD3_HUMAN
OG0003679	Em0519g4a, Em0020g733a, Em0020g713a	sp|Q6P474|PDXD2_HUMAN, sp|Q6P996|PDXD1_HUMAN
OG0003680	Em0012g973a	sp|Q9BS26|ERP44_HUMAN
OG0003681	Em0003g657a	sp|Q9NVN3|RIC8B_HUMAN, sp|Q9NPQ8|RIC8A_HUMAN
OG0003682	Em0003g1881a	sp|P78524|DEN2B_HUMAN, sp|Q9ULE3|DEN2A_HUMAN, sp|Q68D51|DEN2C_HUMAN, sp|Q9H6A0|DEN2D_HUMAN
OG0003683	Em0003g34a, Em0003g36a	sp|P28340|DPOD1_HUMAN
OG0003684	Em0002g1891a, Em0021g173a, Em0021g174a	sp|Q15777|MPPD2_HUMAN, sp|O15442|MPPD1_HUMAN
OG0003685	Em0006g1269a, Em0006g1256a, Em0016g274a	sp|P30041|PRDX6_HUMAN
OG0003686	Em0016g248a	sp|Q96MT7|CFA44_HUMAN
OG0003687	Em0010g45a, Em0010g75a, Em0648g4a, Em0674g5a	sp|Q13485|SMAD4_HUMAN
OG0003688	Em0009g426a, Em0009g429a	sp|P02545|LMNA_HUMAN, sp|Q03252|LMNB2_HUMAN, sp|P20700|LMNB1_HUMAN
OG0003690	Em0011g81a	sp|P22612|KAPCG_HUMAN, sp|P22694|KAPCB_HUMAN, sp|P17612|KAPCA_HUMAN
OG0003691	Em0019g694a	sp|Q96PX9|PKH4B_HUMAN, sp|Q58EX7|PKHG4_HUMAN, sp|Q5JYT7|K1755_HUMAN, sp|Q8TER5|ARH40_HUMAN
OG0003692	Em0011g174a, Em0011g190a	sp|Q9UM11|FZR1_HUMAN
OG0003693	Em0005g1596a	sp|Q01518|CAP1_HUMAN, sp|P40123|CAP2_HUMAN
OG0003694	Em0011g185a, Em0011g191a	sp|Q99848|EBP2_HUMAN
OG0003695	Em0009g1059a	sp|Q99578|RIT2_HUMAN, sp|Q92963|RIT1_HUMAN
OG0003696	Em0019g119a	sp|O15121|DEGS1_HUMAN, sp|Q6QHC5|DEGS2_HUMAN
OG0003698	Em0022g415a	sp|Q9UPQ0|LIMC1_HUMAN, sp|Q8WWI1|LMO7_HUMAN, sp|O15231|ZN185_HUMAN, sp|O95171|SCEL_HUMAN
OG0003699	Em0022g270a, Em0022g259a	sp|O60343|TBCD4_HUMAN, sp|Q86TI0|TBCD1_HUMAN
OG0003701	Em0008g29a	sp|P62873|GBB1_HUMAN, sp|Q9HAV0|GBB4_HUMAN, sp|P62879|GBB2_HUMAN, sp|P16520|GBB3_HUMAN
OG0003702	Em0013g842a	sp|Q6H8Q1|ABLM2_HUMAN, sp|O14639|ABLM1_HUMAN, sp|Q08495|DEMA_HUMAN, sp|O94929|ABLM3_HUMAN
OG0003703	Em0022g261a, Em0022g272a	sp|Q8WV99|ZFN2B_HUMAN, sp|Q8N6M9|ZFN2A_HUMAN
OG0003704	Em0020g284a, Em0020g276a	sp|Q9Y6N1|COX11_HUMAN
OG0003705	Em0023g811a	sp|O43929|ORC4_HUMAN
OG0003706	Em0022g213a	sp|Q2WGN9|GAB4_HUMAN, sp|Q9UQC2|GAB2_HUMAN, sp|Q13480|GAB1_HUMAN, sp|Q8WWW8|GAB3_HUMAN
OG0003709	Em0001g3613a	sp|Q00325|MPCP_HUMAN
OG0003710	Em0927g2a, Em0011g774a	sp|P27797|CALR_HUMAN
OG0003711	Em0018g837a, Em0018g812a	sp|Q9NQ75|CASS4_HUMAN, sp|P56945|BCAR1_HUMAN, sp|Q14511|CASL_HUMAN
OG0003714	Em0016g370a	sp|Q9H777|RNZ1_HUMAN
OG0003715	Em0739g3a, Em0012g898a	sp|Q8ND76|CCNY_HUMAN, sp|Q8N7R7|CCYL1_HUMAN, sp|Q5T2Q4|CCYL2_HUMAN
OG0003716	Em0011g815a	sp|O43847|NRDC_HUMAN
OG0003717	Em0020g13a, Em0023g930a	sp|Q9BQF6|SENP7_HUMAN, sp|Q9GZR1|SENP6_HUMAN
OG0003718	Em0023g85a	sp|Q96A70|AZIN2_HUMAN, sp|P11926|DCOR_HUMAN
OG0003719	Em0020g98a	sp|Q5T5U3|RHG21_HUMAN, sp|Q9P227|RHG23_HUMAN
OG0003720	Em0008g425a	sp|O75934|SPF27_HUMAN
OG0003721	Em0021g180a, Em0008g59a, Em0020g708a, Em0008g54a	sp|Q9H7F0|AT133_HUMAN
OG0003723	Em0011g822a, Em0011g820a	sp|Q6ZT21|TMPPE_HUMAN
OG0003724	Em0011g580a, Em0011g585a	sp|P32929|CGL_HUMAN
OG0003725	Em0015g122a, Em0015g121a	sp|Q9BZ71|PITM3_HUMAN, sp|Q9BZ72|PITM2_HUMAN, sp|O00562|PITM1_HUMAN
OG0003730	Em0009g710a, Em0009g693a, Em0009g724a	sp|Q96D96|HVCN1_HUMAN
OG0003731	Em0014g567a, Em0012g970a	sp|Q9BU89|DOHH_HUMAN
OG0003732	Em0012g996a, Em0277g1a	sp|P56962|STX17_HUMAN
OG0003734	Em0012g969a, Em0574g1a	sp|Q99741|CDC6_HUMAN
OG0003735	Em0018g1138a, Em0018g1093a	sp|P11387|TOP1_HUMAN, sp|Q969P6|TOP1M_HUMAN
OG0003737	Em0001g468a	sp|Q13042|CDC16_HUMAN
OG0003739	Em0007g284a, Em0007g305a	sp|P49642|PRI1_HUMAN
OG0003740	Em0012g577a, Em0012g620a	sp|Q6NUS6|TECT3_HUMAN
OG0003741	Em0011g225a	sp|O60729|CC14B_HUMAN, sp|A4D256|CC14C_HUMAN, sp|Q9UNH5|CC14A_HUMAN
OG0003742	Em0015g1160a, Em0015g1201a	sp|O75153|CLU_HUMAN
OG0003743	Em0074g19a, Em0005g1674a, Em0438g4a, Em0617g2a	sp|Q92530|PSMF1_HUMAN
OG0003745	Em0010g71a	sp|P49281|NRAM2_HUMAN
OG0003747	Em0006g982a, Em0011g196a	sp|Q13822|ENPP2_HUMAN, sp|O14638|ENPP3_HUMAN, sp|P22413|ENPP1_HUMAN
OG0003749	Em0009g650a, Em0009g661a	sp|Q8NEF9|SRFB1_HUMAN
OG0003750	Em0004g1595a	sp|Q8N9W6|BOLL_HUMAN
OG0003751	Em0009g672a, Em0009g677a	sp|Q6P161|RM54_HUMAN
OG0003752	Em0015g1229a, Em0597g1a, Em0598g1a, Em0015g1249a	sp|Q96AY4|TTC28_HUMAN
OG0003753	Em0006g1245a	sp|P0DN76|U2AF5_HUMAN, sp|Q01081|U2AF1_HUMAN
OG0003754	Em0009g667a, Em0009g644a	sp|Q9NZ09|UBAP1_HUMAN, sp|F5GYI3|UBA1L_HUMAN
OG0003755	Em0015g1223a, Em0015g1246a, Em0015g1224a	sp|Q6ZTN6|AN13D_HUMAN, sp|Q86YJ7|AN13B_HUMAN
OG0003756	Em0695g4a, Em0019g644a	sp|Q16851|UGPA_HUMAN
OG0003757	Em0015g1248a, Em0015g1228a	sp|Q6P2Q9|PRP8_HUMAN
OG0003758	Em0008g956a, Em0008g1096a, Em0008g958a, Em0008g1092a	sp|Q8IZH2|XRN1_HUMAN
OG0003759	Em0016g256a, Em0162g9a	sp|Q8NBV4|PLPP7_HUMAN, sp|Q8IY26|PLPP6_HUMAN
OG0003760	Em0006g1221a, Em0006g1216a	sp|P22415|USF1_HUMAN, sp|Q15853|USF2_HUMAN
OG0003761	Em0015g1254a, Em0597g6a, Em0598g7a	sp|Q9NRA8|4ET_HUMAN
OG0003762	Em0015g1121a, Em0015g1112a, Em0015g1119a, Em0015g1115a	sp|Q8WUJ1|NEUFC_HUMAN
OG0003765	Em0015g981a	sp|Q9H6F5|CCD86_HUMAN
OG0003766	g33019.t1	sp|P38646|GRP75_HUMAN
OG0003767	Em0030g22a, Em0008g396a	sp|Q5T9A4|ATD3B_HUMAN, sp|Q9NVI7|ATD3A_HUMAN, sp|Q5T2N8|ATD3C_HUMAN
