HOG	OG	Gene Tree Parent Clade	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
N2.HOG0008149	OG0007980	n0				jg19201.t1
N2.HOG0008150	OG0007983	n0				jg28089.t1
N2.HOG0008151	OG0007992	n0				jg12559.t1
N2.HOG0008152	OG0007993	n0				jg16353.t1, jg13184.t1, jg13236.t1, jg16458.t1
N2.HOG0008153	OG0007998	n0				jg24339.t1
N2.HOG0008154	OG0007999	n0				jg18537.t1
N2.HOG0008155	OG0008001	n0				jg14155.t2, jg8597.t2, jg14155.t1, jg8597.t1
N2.HOG0008156	OG0008010	n0				jg727.t1, jg728.t1, jg10605.t1, jg10432.t1
N2.HOG0008157	OG0008011	n0				jg19200.t1
N2.HOG0008158	OG0008013	n0				jg27.t1, jg28262.t1
N2.HOG0008159	OG0008107	n0				jg24630.t1, jg15744.t1, jg19896.t1, jg21003.t1, jg29344.t1
N2.HOG0008160	OG0008108	n0				jg27234.t1, jg7601.t1, jg691.t1, jg23999.t1, jg653.t1
N2.HOG0008161	OG0008109	n0				jg20150.t1, jg9277.t1, jg1580.t1, jg28849.t1, jg23351.t1
N2.HOG0008162	OG0008110	n0				jg9309.t1, jg24958.t1, jg23361.t1, jg1597.t1, jg5415.t1
N2.HOG0008163	OG0008111	n0				jg1616.t1, jg16117.t1, jg6624.t1, jg9762.t1, jg9214.t1
N2.HOG0008164	OG0008112	n0				jg17733.t1, jg5009.t1, jg2970.t1, jg23851.t1, jg5295.t1
N2.HOG0008165	OG0008113	n0				jg10404.t1, jg2885.t1, jg22061.t1, jg5481.t1, jg22701.t1
N2.HOG0008166	OG0008114	n0				jg9200.t1, jg6515.t1, jg15237.t1, jg2883.t1, jg134.t1
N2.HOG0008167	OG0008115	n0				jg5928.t1, jg25790.t1, jg25790.t2, jg16009.t1, jg10287.t1
N2.HOG0008168	OG0008116	n0				jg16012.t1, jg3243.t1, jg3487.t1, jg16012.t2, jg16012.t3
N2.HOG0008169	OG0008117	n0				jg29612.t1, jg15925.t1, jg3213.t1, jg21574.t1, jg26718.t1
N2.HOG0008170	OG0008118	n0				jg25381.t1, jg13526.t1, jg27259.t1, jg17721.t1, jg10318.t1
N2.HOG0008171	OG0008119	n0				jg10323.t1, jg8258.t1, jg10320.t1, jg10319.t1, jg10323.t2
N2.HOG0008172	OG0008120	n0				jg16302.t1, jg2924.t1, jg4734.t1, jg4727.t1, jg19867.t1
N2.HOG0008173	OG0008121	n0				jg26143.t1, jg17046.t1, jg28724.t1, jg6032.t1, jg6033.t1
N2.HOG0008174	OG0008122	n0				jg24628.t1, jg3570.t1, jg24628.t2, jg3570.t2, jg24628.t3
N2.HOG0008175	OG0008123	n0				jg21126.t1, jg16503.t1, jg16504.t1, jg18210.t1, jg17874.t1
N2.HOG0008176	OG0008124	n0				jg3646.t1, jg20912.t1, jg26048.t1, jg20912.t2, jg16718.t1
N2.HOG0008177	OG0008125	n0				jg29988.t1, jg16679.t1, jg2074.t1, jg27607.t1, jg480.t1
N2.HOG0008178	OG0008126	n0				jg250.t1, jg5483.t1, jg27752.t1, jg24334.t1, jg4144.t1
N2.HOG0008179	OG0008127	n0				jg6540.t1, jg22957.t1, jg12074.t1, jg21466.t1, jg2841.t1
N2.HOG0008180	OG0008128	n0				jg26540.t2, jg5487.t1, jg26540.t1, jg25890.t1, jg13143.t1
N2.HOG0008181	OG0008129	n0				jg3856.t1, jg26479.t1, jg5813.t1, jg25882.t1, jg7783.t1
N2.HOG0008182	OG0008130	n0				jg17747.t1, jg5284.t1, jg25887.t1, jg16161.t1, jg17214.t1
N2.HOG0008183	OG0008131	n0				jg25871.t1, jg16357.t1, jg30389.t1, jg23168.t1, jg27101.t1
N2.HOG0008184	OG0008132	n0				jg5786.t1, jg26534.t1, jg5082.t1, jg25895.t1, jg23818.t1
N2.HOG0008185	OG0008133	n0				jg30333.t1, jg30333.t2, jg30332.t1, jg30332.t2, jg7758.t1
N2.HOG0008186	OG0008134	n0				jg9333.t1, jg9332.t1, jg398.t1, jg77.t1, jg4690.t1
N2.HOG0008187	OG0008135	n0				jg24134.t1, jg26977.t1, jg14142.t1, jg6773.t1, jg6772.t1
N2.HOG0008188	OG0008136	n0				jg5551.t1, jg13568.t1, jg5552.t1, jg20970.t1, jg5704.t1
N2.HOG0008189	OG0008137	n0				jg9728.t1, jg26555.t1, jg8071.t1, jg10766.t1, jg7206.t1
N2.HOG0008190	OG0008138	n0				jg7795.t1, jg16342.t1, jg13224.t1, jg24183.t1, jg16413.t1
N2.HOG0008191	OG0008139	n0				jg15622.t1, jg21288.t1, jg21165.t1, jg21153.t1, jg15349.t1
N2.HOG0008192	OG0008140	n0				jg24941.t1, jg21266.t1, jg21267.t1, jg5502.t1, jg5632.t1
N2.HOG0008193	OG0008141	n0				jg16899.t1, jg21091.t1, jg2915.t1, jg22875.t1, jg21090.t1
N2.HOG0008194	OG0008142	n0				jg26559.t1, jg8583.t1, jg9737.t1, jg14532.t1, jg21052.t1
N2.HOG0008195	OG0008143	n0				jg1787.t1, jg21071.t1, jg13163.t1, jg3290.t1, jg9233.t1
N2.HOG0008196	OG0008144	n0				jg21751.t1, jg26285.t1, jg25376.t1, jg26284.t1, jg21089.t1
N2.HOG0008197	OG0008145	n0				jg21145.t1, jg10858.t1, jg8554.t1, jg19987.t1, jg13150.t1
N2.HOG0008198	OG0008146	n0				jg17628.t1, jg890.t1, jg2184.t1, jg5362.t1, jg21094.t1
N2.HOG0008199	OG0008147	n0				jg23726.t1, jg30066.t1, jg28658.t1, jg16406.t1, jg21096.t1
N2.HOG0008200	OG0008148	n0				jg21129.t1, jg8025.t1, jg26676.t1, jg11424.t1, jg11418.t1
N2.HOG0008201	OG0008149	n0				jg1816.t1, jg13157.t1, jg1788.t1, jg1789.t1, jg21072.t1
N2.HOG0008202	OG0008150	n0				jg16906.t1, jg5072.t1, jg21199.t1, jg9261.t1, jg10552.t1
N2.HOG0008203	OG0008151	n0				jg27814.t1, jg7860.t1, jg21175.t1, jg14042.t1, jg13211.t1
N2.HOG0008204	OG0008152	n0				jg21088.t1, jg28762.t1, jg30039.t1, jg5849.t1, jg16073.t1
N2.HOG0008205	OG0008153	n0				jg3469.t1, jg8119.t1, jg624.t1, jg8120.t1, jg11530.t1
N2.HOG0008206	OG0008154	n0				jg20164.t1, jg9034.t1, jg15610.t1, jg13638.t1, jg5759.t1
N2.HOG0008207	OG0008155	n0				jg12550.t3, jg683.t1, jg1269.t1, jg12550.t1, jg12550.t2
N2.HOG0008208	OG0008156	n0				jg23523.t1, jg22837.t1, jg9184.t1, jg26148.t1, jg4872.t1
N2.HOG0008209	OG0008157	n0				jg8088.t1, jg26998.t1, jg328.t1, jg8088.t2, jg7442.t1
N2.HOG0008210	OG0008158	n0				jg4399.t2, jg29952.t1, jg9686.t1, jg29951.t1, jg4399.t1
N2.HOG0008211	OG0008159	n0				jg25701.t1, jg11019.t1, jg11016.t1, jg11991.t1, jg25703.t1
N2.HOG0008212	OG0008160	n0				jg25677.t1, jg9172.t1, jg25040.t1, jg7835.t1, jg15165.t1
N2.HOG0008213	OG0008161	n0				jg25669.t1, jg3188.t1, jg19.t1, jg25671.t2, jg25671.t1
N2.HOG0008214	OG0008162	n0				jg13266.t1, jg6546.t1, jg24482.t1, jg23369.t1, jg9291.t1
N2.HOG0008215	OG0008163	n0				jg22770.t1, jg9887.t1, jg20877.t1, jg27546.t1, jg2139.t1
N2.HOG0008216	OG0008164	n0				jg22861.t1, jg2081.t1, jg26363.t1, jg9160.t1, jg9304.t1
N2.HOG0008217	OG0008165	n0				jg9968.t1, jg25273.t1, jg4800.t1, jg2094.t1, jg16069.t1
N2.HOG0008218	OG0008166	n0				jg10743.t1, jg11488.t1, jg26550.t1, jg9723.t1, jg16029.t1
N2.HOG0008219	OG0008167	n0				jg25035.t1, jg15244.t1, jg16432.t1, jg27132.t1, jg11484.t1
N2.HOG0008220	OG0008168	n0				jg3313.t1, jg2263.t1, jg2149.t1, jg13605.t1, jg25201.t1
N2.HOG0008221	OG0008169	n0				jg25295.t1, jg15588.t1, jg3144.t1, jg15582.t1, jg15582.t2
N2.HOG0008222	OG0008170	n0				jg1119.t1, jg112.t1, jg13779.t1, jg10590.t1, jg9255.t1
N2.HOG0008223	OG0008171	n0				jg16869.t1, jg5034.t1, jg5613.t1, jg11753.t1, jg30523.t1
N2.HOG0008224	OG0008172	n0				jg27721.t1, jg4891.t1, jg3346.t1, jg12945.t1, jg17725.t1
N2.HOG0008225	OG0008173	n0				jg5272.t1, jg17701.t1, jg17699.t1, jg10578.t1, jg5269.t1
N2.HOG0008226	OG0008174	n0				jg17205.t1, jg17176.t3, jg17176.t2, jg17176.t1, jg17690.t1
N2.HOG0008227	OG0008175	n0				jg21863.t1, jg5709.t1, jg17611.t1, jg5539.t1, jg23502.t1
N2.HOG0008228	OG0008176	n0				jg26340.t1, jg17759.t1, jg9353.t1, jg17711.t1, jg27830.t1
N2.HOG0008229	OG0008177	n0				jg29921.t1, jg29917.t1, jg22613.t2, jg22613.t1, jg22613.t3
N2.HOG0008230	OG0008178	n0				jg24596.t1, jg6475.t1, jg18633.t1, jg7713.t1, jg22128.t1
N2.HOG0008231	OG0008179	n0				jg5306.t1, jg5366.t1, jg13187.t1, jg16355.t1, jg22046.t1
N2.HOG0008232	OG0008180	n0				jg16305.t1, jg26134.t1, jg28709.t1, jg16362.t1, jg16441.t1
N2.HOG0008233	OG0008181	n0				jg6628.t1, jg29911.t1, jg27793.t1, jg4934.t1, jg21903.t1
N2.HOG0008234	OG0008182	n0				jg11458.t1, jg640.t1, jg19331.t1, jg22293.t1, jg19333.t1
N2.HOG0008235	OG0008183	n0				jg17184.t1, jg219.t1, jg4909.t1, jg4684.t1, jg1322.t1
N2.HOG0008236	OG0008184	n0				jg11728.t1, jg11727.t2, jg11727.t1, jg8759.t1, jg11730.t1
N2.HOG0008237	OG0008185	n0				jg194.t1, jg189.t1, jg25400.t1, jg10153.t1, jg30327.t1
N2.HOG0008238	OG0008186	n0				jg21883.t1, jg29912.t1, jg9784.t1, jg25274.t1, jg15228.t1
N2.HOG0008239	OG0008187	n0				jg12997.t1, jg5032.t1, jg16872.t1, jg15296.t1, jg21793.t1
N2.HOG0008240	OG0008188	n0				jg17250.t1, jg21884.t1, jg16651.t1, jg9696.t1, jg23916.t1
N2.HOG0008241	OG0008189	n0				jg21879.t1, jg16081.t1, jg19330.t1, jg18780.t1, jg16704.t1
N2.HOG0008242	OG0008190	n0				jg21367.t1, jg4522.t1, jg21374.t1, jg28665.t1, jg26097.t1
N2.HOG0008243	OG0008191	n0				jg6597.t1, jg7335.t1, jg13648.t1, jg5764.t1, jg7595.t1
N2.HOG0008244	OG0008192	n0				jg4847.t1, jg3294.t1, jg23501.t1, jg13630.t1, jg23500.t1
N2.HOG0008245	OG0008193	n0				jg4822.t1, jg27539.t1, jg5877.t1, jg13629.t1, jg26137.t1
N2.HOG0008246	OG0008194	n0				jg25662.t1, jg25662.t2, jg3177.t1, jg3177.t2, jg25661.t1
N2.HOG0008247	OG0008195	n0				jg9284.t1, jg7591.t1, jg10562.t1, jg29263.t1, jg9285.t1
N2.HOG0008248	OG0008196	n0				jg4026.t1, jg3997.t1, jg6519.t1, jg14048.t1, jg22254.t1
N2.HOG0008249	OG0008197	n0				jg381.t1, jg631.t1, jg9975.t1, jg9893.t1, jg16076.t1
N2.HOG0008250	OG0008198	n0				jg21509.t1, jg9928.t1, jg11848.t1, jg10349.t1, jg21450.t1
N2.HOG0008251	OG0008199	n0				jg11958.t2, jg11958.t3, jg21306.t1, jg22147.t1, jg11958.t1
N2.HOG0008252	OG0008200	n0				jg544.t1, jg25766.t1, jg11922.t1, jg16529.t1, jg16529.t2
N2.HOG0008253	OG0008201	n0				jg3595.t1, jg784.t1, jg9349.t1, jg25429.t1, jg17243.t1
N2.HOG0008254	OG0008202	n0				jg7512.t1, jg20448.t1, jg30006.t1, jg20438.t1, jg17148.t1
N2.HOG0008255	OG0008203	n0				jg3596.t1, jg17245.t1, jg9350.t1, jg25428.t1, jg17244.t1
N2.HOG0008256	OG0008204	n0				jg16659.t1, jg30060.t1, jg308.t1, jg30059.t1, jg23970.t1
N2.HOG0008257	OG0008205	n0				jg7458.t1, jg17000.t1, jg7448.t1, jg8060.t1, jg7459.t1
N2.HOG0008258	OG0008206	n0				jg8711.t1, jg7441.t1, jg8093.t1, jg17006.t1, jg8091.t1
N2.HOG0008259	OG0008207	n0				jg15152.t1, jg26468.t1, jg7428.t1, jg28768.t1, jg5181.t1
N2.HOG0008260	OG0008208	n0				jg23976.t1, jg7360.t1, jg6569.t1, jg27804.t1, jg7633.t1
N2.HOG0008261	OG0008209	n0				jg25270.t1, jg7521.t1, jg27726.t1, jg29968.t1, jg5669.t1
N2.HOG0008262	OG0008210	n0				jg7705.t1, jg16546.t2, jg7707.t1, jg7711.t2, jg7711.t1
N2.HOG0008263	OG0008211	n0				jg458.t1, jg20451.t2, jg20450.t1, jg5112.t1, jg20451.t1
N2.HOG0008264	OG0008212	n0				jg20442.t1, jg1967.t2, jg1967.t1, jg26768.t1, jg28907.t1
N2.HOG0008265	OG0008213	n0				jg26390.t1, jg26185.t1, jg28752.t1, jg22859.t1, jg22933.t1
N2.HOG0008266	OG0008214	n0				jg22815.t1, jg27390.t1, jg19784.t1, jg19784.t2, jg5317.t1
N2.HOG0008267	OG0008215	n0				jg22831.t1, jg28671.t1, jg28670.t1, jg26102.t1, jg5653.t1
N2.HOG0008268	OG0008216	n0				jg25370.t1, jg27841.t1, jg30037.t1, jg28759.t1, jg30038.t1
N2.HOG0008269	OG0008217	n0				jg557.t1, jg550.t1, jg22735.t1, jg549.t1, jg22734.t1
N2.HOG0008270	OG0008218	n0				jg19981.t2, jg19981.t1, jg9760.t3, jg9760.t2, jg9760.t1
N2.HOG0008271	OG0008219	n0				jg26451.t1, jg18793.t1, jg26389.t1, jg3620.t1, jg15176.t1
N2.HOG0008272	OG0008220	n0				jg18378.t1, jg28775.t1, jg30346.t1, jg25343.t1, jg5762.t1
N2.HOG0008273	OG0008221	n0				jg27836.t1, jg27839.t1, jg25392.t1, jg7884.t1, jg25398.t1
N2.HOG0008274	OG0008222	n0				jg3606.t1, jg14279.t1, jg7841.t1, jg5720.t1, jg6495.t1
N2.HOG0008275	OG0008223	n0				jg5559.t1, jg5730.t1, jg26374.t1, jg28781.t1, jg5559.t2
N2.HOG0008276	OG0008224	n0				jg19334.t1, jg5576.t1, jg15262.t1, jg23505.t1, jg20149.t1
N2.HOG0008277	OG0008225	n0				jg23509.t1, jg16204.t1, jg24483.t1, jg15248.t1, jg27113.t1
N2.HOG0008278	OG0008226	n0				jg4836.t1, jg24490.t1, jg15502.t1, jg5255.t1, jg16089.t1
N2.HOG0008279	OG0008227	n0				jg20472.t1, jg13833.t1, jg16608.t1, jg20468.t1, jg20466.t1
N2.HOG0008280	OG0008228	n0				jg27330.t1, jg22566.t1, jg22594.t1, jg27355.t1, jg22600.t1
N2.HOG0008281	OG0008229	n0				jg11998.t2, jg25695.t2, jg11998.t3, jg25695.t1, jg11998.t1
N2.HOG0008282	OG0008230	n0				jg25525.t2, jg3095.t1, jg3099.t1, jg25521.t1, jg25525.t1
N2.HOG0008283	OG0008231	n0				jg18930.t1, jg18931.t1, jg3107.t1, jg25514.t1, jg18926.t1
N2.HOG0008284	OG0008232	n0				jg30429.t1, jg30429.t2, jg27241.t1, jg27250.t1, jg27249.t1
N2.HOG0008285	OG0008233	n0				jg19782.t1, jg27388.t1, jg1334.t1, jg23506.t1, jg20158.t1
N2.HOG0008286	OG0008234	n0				jg22647.t1, jg22043.t1, jg22043.t2, jg10007.t1, jg21483.t1
N2.HOG0008287	OG0008235	n0				jg9692.t1, jg22019.t1, jg24066.t1, jg26538.t1, jg8561.t1
N2.HOG0008288	OG0008236	n0				jg24737.t1, jg24740.t1, jg20343.t1, jg24733.t1, jg20339.t1
N2.HOG0008289	OG0008237	n0				jg16200.t1, jg15555.t1, jg15555.t2, jg21612.t1, jg23828.t1
N2.HOG0008290	OG0008238	n0				jg9653.t1, jg9652.t1, jg9651.t1, jg25469.t1, jg9650.t1
N2.HOG0008291	OG0008239	n0				jg30379.t1, jg26500.t1, jg26951.t1, jg26799.t1, jg26798.t1
N2.HOG0008292	OG0008240	n0				jg2056.t1, jg2053.t1, jg18661.t1, jg2049.t1, jg18652.t1
N2.HOG0008293	OG0008241	n0				jg15670.t1, jg15672.t2, jg15672.t1, jg15670.t3, jg15670.t2
N2.HOG0008294	OG0008242	n0				jg6844.t1, jg14774.t1, jg6841.t1, jg6841.t2, jg14777.t1
N2.HOG0008295	OG0008243	n0				jg6367.t1, jg30271.t1, jg6365.t1, jg8548.t1, jg8545.t1
N2.HOG0008296	OG0008244	n0				jg2493.t1, jg2470.t1, jg2471.t1, jg2469.t1, jg2492.t1
N2.HOG0008297	OG0008245	n0	tr|A0A1X7SD65|A0A1X7SD65_AMPQE, tr|A0A1X7US05|A0A1X7US05_AMPQE, tr|A0A1X7T1L0|A0A1X7T1L0_AMPQE, tr|A0A1X7SGR0|A0A1X7SGR0_AMPQE			
N2.HOG0008298	OG0008246	n0	tr|A0A1X7SD90|A0A1X7SD90_AMPQE, tr|A0A1X7SEF9|A0A1X7SEF9_AMPQE, tr|A0A1X7SDV2|A0A1X7SDV2_AMPQE, tr|A0A1X7SFW9|A0A1X7SFW9_AMPQE			
N2.HOG0008299	OG0008247	n0	tr|A0A1X7UWB7|A0A1X7UWB7_AMPQE, tr|A0A1X7UV12|A0A1X7UV12_AMPQE, tr|A0A1X7SD97|A0A1X7SD97_AMPQE, tr|A0A1X7UVM4|A0A1X7UVM4_AMPQE			
N2.HOG0008300	OG0008248	n0	tr|A0A1X7UIB9|A0A1X7UIB9_AMPQE, tr|A0A1X7UGX3|A0A1X7UGX3_AMPQE, tr|A0A1X7UIB6|A0A1X7UIB6_AMPQE, tr|A0A1X7SDD4|A0A1X7SDD4_AMPQE			
N2.HOG0008301	OG0008249	n0	tr|A0A1X7SDE3|A0A1X7SDE3_AMPQE, tr|A0A1X7SEX2|A0A1X7SEX2_AMPQE, tr|A0A1X7SDP1|A0A1X7SDP1_AMPQE			
N2.HOG0008302	OG0008250	n0	tr|A0A1X7U5M5|A0A1X7U5M5_AMPQE, tr|A0A1X7SDF1|A0A1X7SDF1_AMPQE, tr|A0A1X7TBX6|A0A1X7TBX6_AMPQE			jg6467.t1
N2.HOG0008303	OG0008251	n0	tr|A0A1X7TKT9|A0A1X7TKT9_AMPQE, tr|A0A1X7VGG2|A0A1X7VGG2_AMPQE, tr|A0A1X7VE48|A0A1X7VE48_AMPQE, tr|A0A1X7SDG5|A0A1X7SDG5_AMPQE			
N2.HOG0008304	OG0008252	n0	tr|A0A1X7SJB5|A0A1X7SJB5_AMPQE, tr|A0A1X7SI91|A0A1X7SI91_AMPQE, tr|A0A1X7SJJ8|A0A1X7SJJ8_AMPQE, tr|A0A1X7SDH7|A0A1X7SDH7_AMPQE			
N2.HOG0008305	OG0008253	n0	tr|A0A1X7TDV0|A0A1X7TDV0_AMPQE, tr|A0A1X7TDS4|A0A1X7TDS4_AMPQE, tr|A0A1X7TDT9|A0A1X7TDT9_AMPQE, tr|A0A1X7SDJ1|A0A1X7SDJ1_AMPQE			
N2.HOG0008306	OG0008254	n0	tr|A0A1X7SDJ2|A0A1X7SDJ2_AMPQE, tr|A0A1X7VNJ9|A0A1X7VNJ9_AMPQE			jg30196.t1, jg3556.t1
N2.HOG0008307	OG0008255	n0	tr|A0A1X7UVW4|A0A1X7UVW4_AMPQE, tr|A0A1X7SDK9|A0A1X7SDK9_AMPQE			jg9006.t2, jg9006.t1
N2.HOG0008308	OG0008256	n0	tr|A0A1X7SG29|A0A1X7SG29_AMPQE, tr|A0A1X7TN86|A0A1X7TN86_AMPQE, tr|A0A1X7SDN4|A0A1X7SDN4_AMPQE			
N2.HOG0008309	OG0008257	n0	tr|A0A1X7SDR8|A0A1X7SDR8_AMPQE, tr|A0A1X7SMP3|A0A1X7SMP3_AMPQE, tr|A0A1X7SG17|A0A1X7SG17_AMPQE			jg30519.t1
N2.HOG0008310	OG0008258	n0	tr|A0A1X7SDS1|A0A1X7SDS1_AMPQE, tr|A0A1X7UEH2|A0A1X7UEH2_AMPQE			jg25650.t1, jg3166.t1
N2.HOG0008311	OG0008259	n0	tr|A0A1X7T4D7|A0A1X7T4D7_AMPQE, tr|A0A1X7SDS3|A0A1X7SDS3_AMPQE, tr|A0A1X7SVD4|A0A1X7SVD4_AMPQE			jg19564.t1
N2.HOG0008312	OG0008260	n0	tr|A0A1X7T2R7|A0A1X7T2R7_AMPQE, tr|A0A1X7SDT8|A0A1X7SDT8_AMPQE, tr|A0A1X7TM09|A0A1X7TM09_AMPQE			
N2.HOG0008313	OG0008261	n0	tr|A0A1X7US16|A0A1X7US16_AMPQE, tr|A0A1X7SGZ8|A0A1X7SGZ8_AMPQE, tr|A0A1X7SDV8|A0A1X7SDV8_AMPQE, tr|A0A1X7UYD0|A0A1X7UYD0_AMPQE			
N2.HOG0008314	OG0008262	n0	tr|A0A1X7UH16|A0A1X7UH16_AMPQE, tr|A0A1X7SDX2|A0A1X7SDX2_AMPQE			jg12385.t1
N2.HOG0008315	OG0008263	n0	tr|A0A1X7T3J6|A0A1X7T3J6_AMPQE, tr|A0A1X7SDZ3|A0A1X7SDZ3_AMPQE, tr|A0A1X7UVX9|A0A1X7UVX9_AMPQE			jg10057.t1
N2.HOG0008316	OG0008264	n0	tr|A0A1X7UJU8|A0A1X7UJU8_AMPQE, tr|A0A1X7TRL6|A0A1X7TRL6_AMPQE, tr|A0A1X7UBB6|A0A1X7UBB6_AMPQE, tr|A0A1X7SE04|A0A1X7SE04_AMPQE			
N2.HOG0008317	OG0008265	n0	tr|A0A1X7SE78|A0A1X7SE78_AMPQE, tr|A0A1X7V9I7|A0A1X7V9I7_AMPQE, tr|A0A1X7V874|A0A1X7V874_AMPQE			jg3645.t1
N2.HOG0008318	OG0008266	n0	tr|A0A1X7TTP2|A0A1X7TTP2_AMPQE, tr|A0A1X7V5L8|A0A1X7V5L8_AMPQE, tr|A0A1X7SE89|A0A1X7SE89_AMPQE			
N2.HOG0008319	OG0008267	n0	tr|A0A1X7TM69|A0A1X7TM69_AMPQE, tr|A0A1X7SE93|A0A1X7SE93_AMPQE			jg1751.t1, jg2844.t1
N2.HOG0008320	OG0008268	n0	tr|A0A1X7T333|A0A1X7T333_AMPQE, tr|A0A1X7SE95|A0A1X7SE95_AMPQE, tr|A0A1X7TCG6|A0A1X7TCG6_AMPQE, tr|A0A1X7UFH8|A0A1X7UFH8_AMPQE			
N2.HOG0008321	OG0008269	n0	tr|A0A1X7SEC8|A0A1X7SEC8_AMPQE, tr|A0A1X7UC30|A0A1X7UC30_AMPQE, tr|A0A1X7UBL6|A0A1X7UBL6_AMPQE, tr|A0A1X7UCY8|A0A1X7UCY8_AMPQE			
N2.HOG0008322	OG0008270	n0	tr|A0A1X7TB35|A0A1X7TB35_AMPQE, tr|A0A1X7VH07|A0A1X7VH07_AMPQE, tr|A0A1X7T2B7|A0A1X7T2B7_AMPQE, tr|A0A1X7SED5|A0A1X7SED5_AMPQE			
N2.HOG0008323	OG0008271	n0	tr|A0A1X7UYW6|A0A1X7UYW6_AMPQE, tr|A0A1X7T300|A0A1X7T300_AMPQE, tr|A0A1X7SEF8|A0A1X7SEF8_AMPQE			
N2.HOG0008324	OG0008272	n0	tr|A0A1X7SEH6|A0A1X7SEH6_AMPQE			jg3233.t1
N2.HOG0008325	OG0008273	n0	tr|A0A1X7SEM3|A0A1X7SEM3_AMPQE			
N2.HOG0008326	OG0008274	n0	tr|A0A1X7UMQ9|A0A1X7UMQ9_AMPQE, tr|A0A1X7SEP0|A0A1X7SEP0_AMPQE, tr|A0A1X7VHF1|A0A1X7VHF1_AMPQE			jg13540.t1
N2.HOG0008327	OG0008275	n0	tr|A0A1X7TQI8|A0A1X7TQI8_AMPQE, tr|A0A1X7UUQ0|A0A1X7UUQ0_AMPQE, tr|A0A1X7T0V3|A0A1X7T0V3_AMPQE, tr|A0A1X7SES6|A0A1X7SES6_AMPQE			
N2.HOG0008328	OG0008276	n0	tr|A0A1X7SET6|A0A1X7SET6_AMPQE, tr|A0A1X7SSA1|A0A1X7SSA1_AMPQE, tr|A0A1X7U888|A0A1X7U888_AMPQE			jg4615.t1
N2.HOG0008329	OG0008277	n0	tr|A0A1X7TVE3|A0A1X7TVE3_AMPQE, tr|A0A1X7U1F9|A0A1X7U1F9_AMPQE, tr|A0A1X7SHS3|A0A1X7SHS3_AMPQE, tr|A0A1X7SEW3|A0A1X7SEW3_AMPQE			
N2.HOG0008330	OG0008278	n0	tr|A0A1X7SEX4|A0A1X7SEX4_AMPQE, tr|A0A1X7TYD1|A0A1X7TYD1_AMPQE, tr|A0A1X7SFI7|A0A1X7SFI7_AMPQE, tr|A0A1X7TY83|A0A1X7TY83_AMPQE			
N2.HOG0008331	OG0008279	n0	tr|A0A1X7SEX8|A0A1X7SEX8_AMPQE, tr|A0A1X7UDC5|A0A1X7UDC5_AMPQE, tr|A0A1X7SX37|A0A1X7SX37_AMPQE, tr|A0A1X7VR77|A0A1X7VR77_AMPQE			
N2.HOG0008332	OG0008280	n0	tr|A0A1X7SEZ1|A0A1X7SEZ1_AMPQE			jg11777.t1, jg27569.t1, jg27574.t1
N2.HOG0008333	OG0008281	n0	tr|A0A1X7SEZ7|A0A1X7SEZ7_AMPQE, tr|A0A1X7T366|A0A1X7T366_AMPQE, tr|A0A1X7SML3|A0A1X7SML3_AMPQE, tr|A0A1X7SR85|A0A1X7SR85_AMPQE			
N2.HOG0008334	OG0008282	n0	tr|A0A1X7SEZ9|A0A1X7SEZ9_AMPQE, tr|A0A1X7VFB2|A0A1X7VFB2_AMPQE			jg13700.t1
N2.HOG0008335	OG0008283	n0	tr|A0A1X7SF00|A0A1X7SF00_AMPQE, tr|A0A1X7V7W0|A0A1X7V7W0_AMPQE, tr|A0A1X7SN15|A0A1X7SN15_AMPQE, tr|A0A1X7V617|A0A1X7V617_AMPQE			
N2.HOG0008336	OG0008284	n0	tr|A0A1X7SF12|A0A1X7SF12_AMPQE, tr|A0A1X7T5H5|A0A1X7T5H5_AMPQE, tr|A0A1X7T781|A0A1X7T781_AMPQE			jg25779.t1
N2.HOG0008337	OG0008285	n0	tr|A0A1X7SF14|A0A1X7SF14_AMPQE, tr|A0A1X7UI35|A0A1X7UI35_AMPQE, tr|A0A1X7TXP9|A0A1X7TXP9_AMPQE			jg6877.t1
N2.HOG0008338	OG0008286	n0	tr|A0A1X7SF18|A0A1X7SF18_AMPQE, tr|A0A1X7VPL9|A0A1X7VPL9_AMPQE, tr|A0A1X7SUP3|A0A1X7SUP3_AMPQE, tr|A0A1X7UU17|A0A1X7UU17_AMPQE			
N2.HOG0008339	OG0008287	n0	tr|A0A1X7SF26|A0A1X7SF26_AMPQE			jg2097.t1, jg2096.t1, jg9970.t1
N2.HOG0008340	OG0008288	n0	tr|A0A1X7SGR7|A0A1X7SGR7_AMPQE, tr|A0A1X7SF41|A0A1X7SF41_AMPQE, tr|A0A1X7STP4|A0A1X7STP4_AMPQE, tr|A0A1X7SGB6|A0A1X7SGB6_AMPQE			
N2.HOG0008341	OG0008289	n0	tr|A0A1X7SF43|A0A1X7SF43_AMPQE, tr|A0A1X7U643|A0A1X7U643_AMPQE			jg8926.t1
